model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-04T09:02:27.853725+00:00

Build Times
provider,build_time_s
torchinferno,38.7
vllm,297.5
sglang,174.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,158.59,134.23,143.00,vllm
ttft_p99_ms,744.53,236.50,579.30,vllm
tpot_median_ms,46.23,48.33,74.20,torchinferno
tpot_p99_ms,94.26,126.28,147.99,torchinferno
e2e_median_ms,204.18,170.82,217.30,vllm
e2e_p99_ms,782.09,298.90,636.81,vllm
throughput_median_tps,5.92,8.09,5.55,vllm
total_output_tokens,1461,1461,1460,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,174.42,198.29,225.38,torchinferno
ttft_p99_ms,507.28,365.23,69934.31,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,182.12,223.06,378.62,torchinferno
e2e_p99_ms,524.84,409.75,70005.49,vllm
throughput_median_tps,5.49,4.48,2.64,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,347.97,173.49,167.59,sglang
ttft_p99_ms,645.59,350.51,708.33,vllm
tpot_median_ms,60.88,61.45,106.57,torchinferno
tpot_p99_ms,122.97,197.16,229.99,torchinferno
e2e_median_ms,401.39,224.56,274.16,vllm
e2e_p99_ms,700.98,438.92,848.64,vllm
throughput_median_tps,3.50,6.02,4.77,vllm
total_output_tokens,1459,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,285.79,146.71,124.71,sglang
ttft_last_turn_ms,412.12,173.49,200.47,vllm
ttft_growth_ratio,1.44,1.18,1.61,vllm
ttft_first_turn_median_ms,337.28,156.50,118.15,sglang
ttft_first_turn_p99_ms,649.94,327.62,223.32,sglang
ttft_last_turn_median_ms,378.66,169.68,195.26,vllm
ttft_last_turn_p99_ms,632.18,449.44,325.34,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,128.45,61.95,74.63,vllm
ttft_p99_ms,292.34,2068.54,478.71,torchinferno
tpot_median_ms,68.96,30.67,66.04,vllm
tpot_p99_ms,109.05,177.40,172.44,torchinferno
e2e_median_ms,161.11,85.48,143.11,vllm
e2e_p99_ms,376.92,2109.67,621.72,torchinferno
throughput_median_tps,8.22,14.17,9.92,vllm
total_output_tokens,1462,1477,1478,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,244.75,81.44,75.21,sglang
ttft_p99_ms,595.12,309.93,477.00,vllm
tpot_median_ms,20.96,14.81,22.54,vllm
tpot_p99_ms,36.48,20.23,32.38,vllm
e2e_median_ms,986.98,621.59,821.29,vllm
e2e_p99_ms,1823.07,1022.13,2024.32,vllm
throughput_median_tps,36.46,57.50,41.44,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,11,0,598.70,0.00,604.37,1,1.65,1,,,,,,,11,,,
torchinferno,few_shot,9,1,601.19,0.00,606.81,1,1.65,1,,,,,,,9,,,
torchinferno,few_shot,12,2,599.42,0.00,608.65,1,1.64,1,,,,,,,12,,,
torchinferno,few_shot,5,3,601.29,0.00,613.45,1,1.63,1,,,,,,,5,,,
torchinferno,few_shot,4,4,599.63,0.00,615.58,1,1.62,1,,,,,,,4,,,
torchinferno,few_shot,7,5,600.22,0.00,615.93,1,1.62,1,,,,,,,7,,,
torchinferno,few_shot,8,6,601.24,0.00,617.05,1,1.62,1,,,,,,,8,,,
torchinferno,few_shot,10,7,598.03,0.00,617.64,1,1.62,1,,,,,,,10,,,
torchinferno,few_shot,3,8,598.24,23.18,621.42,2,3.22,1,,,,,,,3,,,
torchinferno,few_shot,1,9,601.79,0.00,625.88,1,1.60,1,,,,,,,1,,,
torchinferno,few_shot,2,10,599.66,27.00,626.66,2,3.19,1,,,,,,,2,,,
torchinferno,few_shot,13,11,597.66,26.36,624.02,2,3.21,1,,,,,,,13,,,
torchinferno,few_shot,0,12,599.40,31.54,630.94,2,3.17,1,,,,,,,0,,,
torchinferno,few_shot,14,13,598.44,28.34,626.78,2,3.19,1,,,,,,,14,,,
torchinferno,few_shot,6,14,598.61,34.22,632.83,2,3.16,1,,,,,,,6,,,
torchinferno,few_shot,47,15,665.31,0.00,673.57,1,1.48,1,,,,,,,47,,,
torchinferno,few_shot,28,16,672.99,0.00,682.81,1,1.46,1,,,,,,,28,,,
torchinferno,few_shot,39,17,664.46,0.00,680.41,1,1.47,1,,,,,,,39,,,
torchinferno,few_shot,35,18,668.06,0.00,683.29,1,1.46,1,,,,,,,35,,,
torchinferno,few_shot,43,19,663.64,0.00,683.72,1,1.46,1,,,,,,,43,,,
torchinferno,few_shot,25,20,667.67,0.00,691.88,1,1.45,1,,,,,,,25,,,
torchinferno,few_shot,31,21,664.83,0.00,691.32,1,1.45,1,,,,,,,31,,,
torchinferno,few_shot,24,22,669.68,0.00,694.60,1,1.44,1,,,,,,,24,,,
torchinferno,few_shot,34,23,671.19,0.00,693.52,1,1.44,1,,,,,,,34,,,
torchinferno,few_shot,41,24,667.94,0.00,691.74,1,1.45,1,,,,,,,41,,,
torchinferno,few_shot,19,25,666.40,33.88,700.28,2,2.86,1,,,,,,,19,,,
torchinferno,few_shot,33,26,669.08,28.92,698.00,2,2.87,1,,,,,,,33,,,
torchinferno,few_shot,16,27,678.58,31.07,709.65,2,2.82,1,,,,,,,16,,,
torchinferno,few_shot,26,28,665.89,0.00,703.80,1,1.42,1,,,,,,,26,,,
torchinferno,few_shot,22,29,672.86,34.26,707.11,2,2.83,1,,,,,,,22,,,
torchinferno,few_shot,44,30,661.35,39.63,700.99,2,2.85,1,,,,,,,44,,,
torchinferno,few_shot,18,31,672.14,39.15,711.29,2,2.81,1,,,,,,,18,,,
torchinferno,few_shot,37,32,662.81,0.00,706.90,1,1.41,1,,,,,,,37,,,
torchinferno,few_shot,21,33,670.57,42.88,713.45,2,2.80,1,,,,,,,21,,,
torchinferno,few_shot,32,34,665.11,46.90,712.01,2,2.81,1,,,,,,,32,,,
torchinferno,few_shot,15,35,673.39,50.19,723.58,2,2.76,1,,,,,,,15,,,
torchinferno,few_shot,27,36,664.90,51.34,716.24,2,2.79,1,,,,,,,27,,,
torchinferno,few_shot,29,37,664.65,0.00,717.20,1,1.39,1,,,,,,,29,,,
torchinferno,few_shot,17,38,674.91,0.00,728.03,1,1.37,1,,,,,,,17,,,
