model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-15T19:11:27.219265

Build Times
provider,build_time_s
torchinferno,356.0
vllm,1034.7
sglang,164.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,288.32,160.04,137.81,sglang
ttft_p99_ms,1466.12,527.97,4489.49,vllm
tpot_median_ms,149.63,56.83,70.73,vllm
tpot_p99_ms,204.99,129.00,7312.44,vllm
e2e_median_ms,372.29,212.56,203.64,sglang
e2e_p99_ms,1605.38,578.34,11779.44,vllm
throughput_median_tps,3.98,6.76,6.02,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,287.13,198.40,198.04,sglang
ttft_p99_ms,1593.53,485.65,70535.27,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,325.35,221.19,332.43,vllm
e2e_p99_ms,1689.24,515.88,70634.94,vllm
throughput_median_tps,3.07,4.52,3.01,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,528.78,172.84,161.38,sglang
ttft_p99_ms,1482.93,332.96,763.63,vllm
tpot_median_ms,194.13,51.87,96.51,vllm
tpot_p99_ms,453.62,199.22,212.48,vllm
e2e_median_ms,631.12,220.83,260.99,vllm
e2e_p99_ms,1711.79,401.07,819.90,vllm
throughput_median_tps,2.11,6.36,5.18,vllm
total_output_tokens,1450,1460,1450,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,766.68,142.49,106.17,sglang
ttft_last_turn_ms,470.71,166.29,190.78,vllm
ttft_growth_ratio,0.61,1.17,1.80,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,338.42,58.44,75.94,vllm
ttft_p99_ms,891.16,122.62,487.25,vllm
tpot_median_ms,133.12,27.35,59.20,vllm
tpot_p99_ms,158.63,40.04,169.24,vllm
e2e_median_ms,439.50,79.47,156.77,vllm
e2e_p99_ms,1031.17,146.98,516.63,vllm
throughput_median_tps,3.13,15.52,9.32,vllm
total_output_tokens,1462,1446,1465,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,67.39,65.31,sglang
ttft_p99_ms,,117.94,110.70,sglang
tpot_median_ms,,14.95,22.02,vllm
tpot_p99_ms,,20.85,26.73,vllm
e2e_median_ms,,602.86,794.34,vllm
e2e_p99_ms,,1004.10,1582.04,vllm
throughput_median_tps,,59.89,42.75,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,406.95,194.36,601.31,2,3.33,1
torchinferno,few_shot,1,1170.30,0.00,1254.97,1,0.80,1
torchinferno,few_shot,2,1160.75,0.00,1245.83,1,0.80,1
torchinferno,few_shot,3,1176.73,0.00,1257.88,1,0.79,1
torchinferno,few_shot,4,1152.64,0.00,1239.27,1,0.81,1
torchinferno,few_shot,5,1159.92,0.00,1243.21,1,0.80,1
torchinferno,few_shot,6,1153.20,0.00,1241.06,1,0.81,1
torchinferno,few_shot,7,1156.40,0.00,1249.97,1,0.80,1
torchinferno,few_shot,8,1169.84,0.00,1264.12,1,0.79,1
torchinferno,few_shot,9,1162.82,0.00,1247.02,1,0.80,1
torchinferno,few_shot,10,1159.31,0.00,1253.56,1,0.80,1
torchinferno,few_shot,11,1171.93,0.00,1271.96,1,0.79,1
torchinferno,few_shot,12,1169.84,0.00,1263.24,1,0.79,1
torchinferno,few_shot,13,1157.17,0.00,1257.89,1,0.79,1
torchinferno,few_shot,14,1163.57,0.00,1265.29,1,0.79,1
torchinferno,few_shot,15,1181.87,0.00,1280.73,1,0.78,1
torchinferno,few_shot,16,1171.02,0.00,1267.76,1,0.79,1
torchinferno,few_shot,17,1162.15,0.00,1265.00,1,0.79,1
torchinferno,few_shot,18,1167.64,0.00,1272.11,1,0.79,1
torchinferno,few_shot,19,1157.93,0.00,1266.44,1,0.79,1
torchinferno,few_shot,20,1174.80,0.00,1285.12,1,0.78,1
torchinferno,few_shot,21,1162.74,0.00,1277.61,1,0.78,1
torchinferno,few_shot,22,1158.84,0.00,1274.80,1,0.78,1
torchinferno,few_shot,23,1168.72,0.00,1290.14,1,0.78,1
torchinferno,few_shot,24,1177.54,0.00,1290.88,1,0.77,1
torchinferno,few_shot,25,1153.69,0.00,1272.75,1,0.79,1
torchinferno,few_shot,26,1166.43,0.00,1287.00,1,0.78,1
torchinferno,few_shot,27,1176.99,0.00,1297.50,1,0.77,1
torchinferno,few_shot,28,1170.11,170.98,1341.09,2,1.49,1
torchinferno,few_shot,29,1174.90,158.96,1333.87,2,1.50,1
torchinferno,few_shot,30,1154.84,169.70,1324.54,2,1.51,1
torchinferno,few_shot,31,1162.15,164.70,1326.85,2,1.51,1
torchinferno,few_shot,32,1179.05,168.37,1347.43,2,1.48,1
torchinferno,few_shot,33,1162.27,172.35,1334.62,2,1.50,1
torchinferno,few_shot,34,1163.23,183.41,1346.65,2,1.49,1
torchinferno,few_shot,35,1168.04,175.66,1343.70,2,1.49,1
torchinferno,few_shot,36,1171.87,178.02,1349.90,2,1.48,1
torchinferno,few_shot,37,1165.35,183.23,1348.58,2,1.48,1
torchinferno,few_shot,38,1160.94,190.00,1350.93,2,1.48,1
torchinferno,few_shot,39,1161.58,191.31,1352.89,2,1.48,1
torchinferno,few_shot,40,1183.11,182.21,1365.32,2,1.46,1
torchinferno,few_shot,41,1172.88,195.27,1368.16,2,1.46,1
torchinferno,few_shot,42,1169.54,194.51,1364.05,2,1.47,1
torchinferno,few_shot,43,1158.83,191.13,1349.95,2,1.48,1
torchinferno,few_shot,44,1172.11,187.34,1359.45,2,1.47,1
