model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-19T04:43:49.257647

Build Times
provider,build_time_s
torchinferno,215.8
vllm,1083.2
sglang,167.1

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,280.11,166.72,137.75,sglang
ttft_p99_ms,1402.81,492.72,5127.06,vllm
tpot_median_ms,153.16,61.27,73.44,vllm
tpot_p99_ms,205.16,150.70,7302.78,vllm
e2e_median_ms,368.49,221.34,207.38,sglang
e2e_p99_ms,1587.08,613.92,12409.64,vllm
throughput_median_tps,4.12,6.55,5.93,vllm
total_output_tokens,1460,1461,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,274.22,170.30,207.85,vllm
ttft_p99_ms,1579.18,389.24,70023.76,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,299.25,194.05,350.94,vllm
e2e_p99_ms,1641.39,504.51,70165.38,vllm
throughput_median_tps,3.34,5.15,2.85,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,525.04,172.87,157.89,sglang
ttft_p99_ms,1411.04,328.23,609.73,vllm
tpot_median_ms,116.50,61.00,106.77,vllm
tpot_p99_ms,479.58,185.02,260.20,vllm
e2e_median_ms,616.57,222.65,260.30,vllm
e2e_p99_ms,1645.96,422.36,671.47,vllm
throughput_median_tps,2.11,6.18,5.20,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,763.00,139.08,107.25,sglang
ttft_last_turn_ms,431.12,161.95,192.14,vllm
ttft_growth_ratio,0.57,1.16,1.79,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,346.03,57.94,73.18,vllm
ttft_p99_ms,1041.14,136.38,475.78,vllm
tpot_median_ms,130.89,26.66,65.72,vllm
tpot_p99_ms,154.70,42.52,487.92,vllm
e2e_median_ms,453.30,78.30,152.93,vllm
e2e_p99_ms,1174.63,160.46,560.26,vllm
throughput_median_tps,2.80,15.55,9.57,vllm
total_output_tokens,1474,1460,1462,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,732.41,67.12,68.83,vllm
ttft_p99_ms,2358.34,111.89,132.41,vllm
tpot_median_ms,16.13,14.97,22.13,vllm
tpot_p99_ms,34.38,19.62,28.34,vllm
e2e_median_ms,1366.09,599.16,827.40,vllm
e2e_p99_ms,3246.26,1004.62,1535.15,vllm
throughput_median_tps,28.23,59.49,42.39,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,630.32,0.00,820.16,1,1.22,1
torchinferno,few_shot,1,1395.20,0.00,1483.94,1,0.67,1
torchinferno,few_shot,2,1405.72,0.00,1482.94,1,0.67,1
torchinferno,few_shot,3,1400.91,0.00,1488.19,1,0.67,1
torchinferno,few_shot,4,1392.93,0.00,1492.00,1,0.67,1
torchinferno,few_shot,5,1384.09,0.00,1483.24,1,0.67,1
torchinferno,few_shot,6,1389.09,0.00,1481.85,1,0.67,1
torchinferno,few_shot,7,1396.26,0.00,1494.73,1,0.67,1
torchinferno,few_shot,8,1389.77,0.00,1487.49,1,0.67,1
torchinferno,few_shot,9,1395.32,0.00,1489.75,1,0.67,1
torchinferno,few_shot,10,1402.11,0.00,1502.63,1,0.67,1
torchinferno,few_shot,11,1385.87,0.00,1489.94,1,0.67,1
torchinferno,few_shot,12,1397.27,0.00,1491.26,1,0.67,1
torchinferno,few_shot,13,1391.59,0.00,1502.20,1,0.67,1
torchinferno,few_shot,14,588.79,0.00,685.67,1,1.46,1
torchinferno,few_shot,15,1383.97,0.00,1496.18,1,0.67,1
torchinferno,few_shot,16,1386.03,0.00,1500.82,1,0.67,1
torchinferno,few_shot,17,1400.18,0.00,1503.81,1,0.66,1
torchinferno,few_shot,18,1398.71,0.00,1516.62,1,0.66,1
torchinferno,few_shot,19,1404.58,0.00,1512.77,1,0.66,1
torchinferno,few_shot,20,1389.23,0.00,1503.52,1,0.67,1
torchinferno,few_shot,21,1389.27,0.00,1506.94,1,0.66,1
torchinferno,few_shot,22,1405.86,0.00,1519.82,1,0.66,1
torchinferno,few_shot,23,1393.14,0.00,1522.99,1,0.66,1
torchinferno,few_shot,24,1387.27,0.00,1513.23,1,0.66,1
torchinferno,few_shot,25,1399.18,0.00,1515.17,1,0.66,1
torchinferno,few_shot,26,1381.01,0.00,1512.46,1,0.66,1
torchinferno,few_shot,27,1393.69,0.00,1515.13,1,0.66,1
torchinferno,few_shot,28,1402.84,0.00,1531.11,1,0.65,1
torchinferno,few_shot,29,1389.84,0.00,1520.96,1,0.66,1
torchinferno,few_shot,30,1379.55,0.00,1519.26,1,0.66,1
torchinferno,few_shot,31,1392.75,0.00,1532.62,1,0.65,1
torchinferno,few_shot,32,1399.42,0.00,1532.97,1,0.65,1
torchinferno,few_shot,33,1395.28,166.91,1562.19,2,1.28,1
torchinferno,few_shot,34,1390.50,172.71,1563.21,2,1.28,1
torchinferno,few_shot,35,1393.59,169.41,1563.00,2,1.28,1
torchinferno,few_shot,36,1395.32,163.61,1558.93,2,1.28,1
torchinferno,few_shot,37,1406.85,162.81,1569.66,2,1.27,1
torchinferno,few_shot,38,1392.64,165.37,1558.01,2,1.28,1
torchinferno,few_shot,39,1402.93,172.88,1575.82,2,1.27,1
torchinferno,few_shot,40,1389.99,172.44,1562.42,2,1.28,1
torchinferno,few_shot,41,1391.26,169.51,1560.77,2,1.28,1
torchinferno,few_shot,42,1395.12,184.57,1579.68,2,1.27,1
torchinferno,few_shot,43,1410.43,169.82,1580.25,2,1.27,1
torchinferno,few_shot,44,1407.16,172.34,1579.50,2,1.27,1
torchinferno,few_shot,45,1392.65,177.41,1570.06,2,1.27,1
