model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-12T09:02:15.622144+00:00

Build Times
provider,build_time_s
torchinferno,41.7
vllm,374.5
sglang,168.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,144.01,90.22,79.75,sglang
ttft_p99_ms,716.99,164.24,492.98,vllm
tpot_median_ms,30.55,43.10,64.43,torchinferno
tpot_p99_ms,39.98,89.85,860.62,torchinferno
e2e_median_ms,167.66,124.70,132.98,vllm
e2e_p99_ms,738.32,234.40,946.17,vllm
throughput_median_tps,6.77,10.57,10.09,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,62.54,76.58,128.82,torchinferno
ttft_p99_ms,337.47,274.99,69448.16,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,82.29,95.34,210.14,torchinferno
e2e_p99_ms,360.95,322.05,69520.58,vllm
throughput_median_tps,12.15,10.49,4.76,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.11,80.75,81.12,vllm
ttft_p99_ms,1020.62,179.99,515.12,vllm
tpot_median_ms,34.39,37.28,73.64,torchinferno
tpot_p99_ms,44.18,119.56,933.21,torchinferno
e2e_median_ms,219.08,109.63,137.52,vllm
e2e_p99_ms,1043.20,234.59,935.64,vllm
throughput_median_tps,5.11,12.65,9.58,vllm
total_output_tokens,1454,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,438.52,84.48,66.48,sglang
ttft_last_turn_ms,169.44,86.92,100.21,vllm
ttft_growth_ratio,0.39,1.03,1.51,torchinferno
ttft_first_turn_median_ms,241.17,80.02,69.23,sglang
ttft_first_turn_p99_ms,1106.30,166.55,101.34,sglang
ttft_last_turn_median_ms,185.97,84.97,87.92,vllm
ttft_last_turn_p99_ms,207.40,184.43,517.46,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.52,37.42,52.13,vllm
ttft_p99_ms,748.06,83.36,136.29,vllm
tpot_median_ms,34.73,26.93,417.22,vllm
tpot_p99_ms,76.60,36.62,1103.51,vllm
e2e_median_ms,73.50,55.99,413.11,vllm
e2e_p99_ms,774.42,130.61,1146.67,vllm
throughput_median_tps,19.82,23.05,3.22,vllm
total_output_tokens,1460,1464,1465,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.46,48.25,52.07,vllm
ttft_p99_ms,455.13,67.66,111.96,vllm
tpot_median_ms,18.95,15.58,24.08,vllm
tpot_p99_ms,25.97,18.42,100.25,vllm
e2e_median_ms,842.74,587.96,918.42,vllm
e2e_p99_ms,1487.82,1073.25,1761.77,vllm
throughput_median_tps,40.82,59.76,40.21,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,773.22,0.00,785.31,1,1.27,1,,,,,,,1,,,
torchinferno,few_shot,0,1,790.39,24.02,814.42,2,2.46,1,,,,,,,0,,,
torchinferno,few_shot,5,2,781.36,0.00,796.01,1,1.26,1,,,,,,,5,,,
torchinferno,few_shot,7,3,749.49,0.00,763.02,1,1.31,1,,,,,,,7,,,
torchinferno,few_shot,26,4,429.68,0.00,444.12,1,2.25,1,,,,,,,26,,,
torchinferno,few_shot,11,5,683.69,0.00,696.87,1,1.43,1,,,,,,,11,,,
torchinferno,few_shot,25,6,446.91,0.00,462.01,1,2.16,1,,,,,,,25,,,
torchinferno,few_shot,24,7,463.98,0.00,479.53,1,2.09,1,,,,,,,24,,,
torchinferno,few_shot,12,8,663.81,0.00,682.04,1,1.47,1,,,,,,,12,,,
torchinferno,few_shot,4,9,798.02,0.00,817.05,1,1.22,1,,,,,,,4,,,
torchinferno,few_shot,10,10,697.43,0.00,717.06,1,1.39,1,,,,,,,10,,,
torchinferno,few_shot,28,11,396.25,0.00,414.75,1,2.41,1,,,,,,,28,,,
torchinferno,few_shot,17,12,582.65,0.00,600.09,1,1.67,1,,,,,,,17,,,
torchinferno,few_shot,31,13,346.52,0.00,365.05,1,2.74,1,,,,,,,31,,,
torchinferno,few_shot,8,14,732.19,0.00,752.68,1,1.33,1,,,,,,,8,,,
torchinferno,few_shot,9,15,716.99,0.00,738.32,1,1.35,1,,,,,,,9,,,
torchinferno,few_shot,29,16,380.53,0.00,404.05,1,2.47,1,,,,,,,29,,,
torchinferno,few_shot,2,17,833.54,28.24,861.79,2,2.32,1,,,,,,,2,,,
torchinferno,few_shot,19,18,546.88,29.27,576.15,2,3.47,1,,,,,,,19,,,
torchinferno,few_shot,15,19,613.94,29.97,643.91,2,3.11,1,,,,,,,15,,,
torchinferno,few_shot,20,20,532.04,28.39,560.43,2,3.57,1,,,,,,,20,,,
torchinferno,few_shot,30,21,362.37,29.89,392.25,2,5.10,1,,,,,,,30,,,
torchinferno,few_shot,22,22,498.93,28.68,527.61,2,3.79,1,,,,,,,22,,,
torchinferno,few_shot,33,23,311.21,31.95,343.16,2,5.83,1,,,,,,,33,,,
torchinferno,few_shot,21,24,513.10,32.63,545.73,2,3.66,1,,,,,,,21,,,
torchinferno,few_shot,13,25,649.36,31.39,680.75,2,2.94,1,,,,,,,13,,,
torchinferno,few_shot,27,26,412.72,32.85,445.57,2,4.49,1,,,,,,,27,,,
torchinferno,few_shot,18,27,564.50,32.89,597.38,2,3.35,1,,,,,,,18,,,
torchinferno,few_shot,3,28,815.95,34.01,849.96,2,2.35,1,,,,,,,3,,,
torchinferno,few_shot,32,29,329.57,33.40,362.97,2,5.51,1,,,,,,,32,,,
torchinferno,few_shot,14,30,630.95,35.76,666.71,2,3.00,1,,,,,,,14,,,
torchinferno,few_shot,6,31,764.14,37.28,801.42,2,2.50,1,,,,,,,6,,,
torchinferno,few_shot,16,32,596.84,38.15,634.99,2,3.15,1,,,,,,,16,,,
torchinferno,few_shot,23,33,478.98,39.98,518.96,2,3.85,1,,,,,,,23,,,
torchinferno,few_shot,34,34,380.30,0.00,392.57,1,2.55,1,,,,,,,34,,,
torchinferno,few_shot,43,35,228.63,0.00,241.19,1,4.15,1,,,,,,,43,,,
torchinferno,few_shot,38,36,312.53,0.00,325.83,1,3.07,1,,,,,,,38,,,
torchinferno,few_shot,41,37,260.67,0.00,276.08,1,3.62,1,,,,,,,41,,,
torchinferno,few_shot,46,38,178.61,0.00,192.52,1,5.19,1,,,,,,,46,,,
