model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-17T07:02:38.373446+00:00

Build Times
provider,build_time_s
torchinferno,41.2
vllm,388.1
sglang,174.5

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,141.23,78.68,84.41,vllm
ttft_p99_ms,721.31,153.11,498.11,vllm
tpot_median_ms,31.29,37.46,65.34,torchinferno
tpot_p99_ms,41.23,88.71,870.76,torchinferno
e2e_median_ms,165.09,106.52,141.52,vllm
e2e_p99_ms,745.32,188.83,968.59,vllm
throughput_median_tps,6.95,12.61,9.25,vllm
total_output_tokens,1460,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.43,78.12,131.37,torchinferno
ttft_p99_ms,277.78,289.81,70330.57,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,68.51,94.89,213.60,torchinferno
e2e_p99_ms,292.98,297.67,70361.39,torchinferno
throughput_median_tps,14.60,10.54,4.68,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,189.73,88.52,83.76,sglang
ttft_p99_ms,1007.19,198.48,564.45,vllm
tpot_median_ms,34.14,38.53,77.81,torchinferno
tpot_p99_ms,45.34,126.86,572.91,torchinferno
e2e_median_ms,218.33,118.74,148.48,vllm
e2e_p99_ms,1032.56,243.49,638.96,vllm
throughput_median_tps,5.18,11.81,8.90,vllm
total_output_tokens,1436,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,432.39,94.53,72.08,sglang
ttft_last_turn_ms,183.74,96.08,134.06,vllm
ttft_growth_ratio,0.42,1.02,1.86,torchinferno
ttft_first_turn_median_ms,234.44,80.10,70.56,sglang
ttft_first_turn_p99_ms,1101.76,209.71,113.74,sglang
ttft_last_turn_median_ms,183.94,87.42,84.74,sglang
ttft_last_turn_p99_ms,280.06,190.41,568.23,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.53,37.97,53.06,vllm
ttft_p99_ms,752.69,109.10,147.70,vllm
tpot_median_ms,35.47,27.52,369.79,vllm
tpot_p99_ms,122.49,34.56,996.29,vllm
e2e_median_ms,76.33,57.57,410.93,vllm
e2e_p99_ms,784.79,146.70,1085.50,vllm
throughput_median_tps,18.74,22.52,3.41,vllm
total_output_tokens,1469,1465,1471,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,189.60,48.91,53.45,vllm
ttft_p99_ms,465.83,67.16,386.89,vllm
tpot_median_ms,19.04,16.01,23.86,vllm
tpot_p99_ms,25.74,19.70,95.60,vllm
e2e_median_ms,840.66,586.99,906.32,vllm
e2e_p99_ms,1594.08,1098.77,1715.96,vllm
throughput_median_tps,40.98,58.41,40.13,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,780.79,0.00,793.07,1,1.26,1,,,,,,,1,,,
torchinferno,few_shot,0,1,798.27,23.60,821.88,2,2.43,1,,,,,,,0,,,
torchinferno,few_shot,4,2,806.52,0.00,819.46,1,1.22,1,,,,,,,4,,,
torchinferno,few_shot,25,3,448.21,0.00,463.46,1,2.16,1,,,,,,,25,,,
torchinferno,few_shot,11,4,688.41,0.00,701.94,1,1.42,1,,,,,,,11,,,
torchinferno,few_shot,24,5,467.89,0.00,481.67,1,2.08,1,,,,,,,24,,,
torchinferno,few_shot,7,6,756.29,0.00,771.27,1,1.30,1,,,,,,,7,,,
torchinferno,few_shot,10,7,705.35,0.00,718.04,1,1.39,1,,,,,,,10,,,
torchinferno,few_shot,26,8,434.04,0.00,449.32,1,2.23,1,,,,,,,26,,,
torchinferno,few_shot,17,9,587.35,0.00,603.33,1,1.66,1,,,,,,,17,,,
torchinferno,few_shot,29,10,381.64,0.00,399.72,1,2.50,1,,,,,,,29,,,
torchinferno,few_shot,8,11,739.02,0.00,757.35,1,1.32,1,,,,,,,8,,,
torchinferno,few_shot,28,12,397.46,0.00,418.60,1,2.39,1,,,,,,,28,,,
torchinferno,few_shot,5,13,789.18,0.00,810.22,1,1.23,1,,,,,,,5,,,
torchinferno,few_shot,12,14,668.51,0.00,691.74,1,1.45,1,,,,,,,12,,,
torchinferno,few_shot,31,15,347.93,0.00,370.58,1,2.70,1,,,,,,,31,,,
torchinferno,few_shot,9,16,721.31,0.00,745.32,1,1.34,1,,,,,,,9,,,
torchinferno,few_shot,13,17,652.73,28.15,680.88,2,2.94,1,,,,,,,13,,,
torchinferno,few_shot,33,18,315.09,26.68,341.77,2,5.85,1,,,,,,,33,,,
torchinferno,few_shot,14,19,635.03,29.97,665.00,2,3.01,1,,,,,,,14,,,
torchinferno,few_shot,32,20,330.99,28.62,359.61,2,5.56,1,,,,,,,32,,,
torchinferno,few_shot,23,21,482.74,30.28,513.02,2,3.90,1,,,,,,,23,,,
torchinferno,few_shot,15,22,617.55,32.06,649.61,2,3.08,1,,,,,,,15,,,
torchinferno,few_shot,30,23,364.33,30.67,395.00,2,5.06,1,,,,,,,30,,,
torchinferno,few_shot,16,24,600.92,32.71,633.63,2,3.16,1,,,,,,,16,,,
torchinferno,few_shot,3,25,821.47,34.11,855.59,2,2.34,1,,,,,,,3,,,
torchinferno,few_shot,21,26,519.47,30.61,550.08,2,3.64,1,,,,,,,21,,,
torchinferno,few_shot,20,27,535.80,31.77,567.57,2,3.52,1,,,,,,,20,,,
torchinferno,few_shot,6,28,772.11,34.27,806.37,2,2.48,1,,,,,,,6,,,
torchinferno,few_shot,27,29,417.10,32.88,449.98,2,4.44,1,,,,,,,27,,,
torchinferno,few_shot,18,30,566.75,37.74,604.49,2,3.31,1,,,,,,,18,,,
torchinferno,few_shot,22,31,499.82,37.62,537.44,2,3.72,1,,,,,,,22,,,
torchinferno,few_shot,19,32,552.03,37.36,589.39,2,3.39,1,,,,,,,19,,,
torchinferno,few_shot,2,33,842.26,39.75,882.01,2,2.27,1,,,,,,,2,,,
torchinferno,few_shot,35,34,362.67,0.00,374.08,1,2.67,1,,,,,,,35,,,
torchinferno,few_shot,38,35,311.79,0.00,323.77,1,3.09,1,,,,,,,38,,,
torchinferno,few_shot,46,36,175.40,0.00,187.27,1,5.34,1,,,,,,,46,,,
torchinferno,few_shot,68,37,68.89,0.00,81.75,1,12.23,1,,,,,,,68,,,
torchinferno,few_shot,43,38,224.25,0.00,239.81,1,4.17,1,,,,,,,43,,,
