model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-06T19:02:01.161556

Build Times
provider,build_time_s
torchinferno,408.9
vllm,1284.2
sglang,206.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,373.49,163.31,141.49,sglang
ttft_p99_ms,1656.70,290.47,7616.04,vllm
tpot_median_ms,57.18,57.89,71.92,torchinferno
tpot_p99_ms,181.69,152.90,403.24,vllm
e2e_median_ms,424.73,216.85,208.68,sglang
e2e_p99_ms,1737.75,358.82,7982.75,vllm
throughput_median_tps,3.02,6.78,5.78,vllm
total_output_tokens,1466,1458,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,269.66,204.08,203.52,sglang
ttft_p99_ms,766.64,451.11,69932.84,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,398.14,228.98,344.80,vllm
e2e_p99_ms,886.54,474.89,70023.95,vllm
throughput_median_tps,2.51,4.37,2.90,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,708.56,172.96,166.92,sglang
ttft_p99_ms,2139.47,335.73,860.63,vllm
tpot_median_ms,62.82,61.03,112.31,vllm
tpot_p99_ms,149.24,195.88,256.43,torchinferno
e2e_median_ms,760.80,228.07,272.39,vllm
e2e_p99_ms,2165.39,424.17,943.37,vllm
throughput_median_tps,1.72,6.20,4.75,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,878.29,139.85,117.72,sglang
ttft_last_turn_ms,875.53,176.43,198.46,vllm
ttft_growth_ratio,1.00,1.26,1.69,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,407.72,62.20,81.59,vllm
ttft_p99_ms,1177.02,181.52,615.92,vllm
tpot_median_ms,32.48,28.00,45.51,vllm
tpot_p99_ms,248.74,116.23,582.93,vllm
e2e_median_ms,438.73,83.02,143.81,vllm
e2e_p99_ms,1243.03,273.08,669.90,vllm
throughput_median_tps,3.17,14.71,9.54,vllm
total_output_tokens,1473,1475,1469,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,512.13,75.41,77.25,vllm
ttft_p99_ms,2086.24,224.13,166.04,sglang
tpot_median_ms,30.73,15.08,23.61,vllm
tpot_p99_ms,75.83,26.41,29.09,vllm
e2e_median_ms,1578.57,627.94,884.63,vllm
e2e_p99_ms,3816.28,1016.42,1679.02,vllm
throughput_median_tps,22.31,58.35,39.64,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1134.37,0.00,1140.00,1,0.88,1
torchinferno,few_shot,1,1129.04,0.00,1140.94,1,0.88,1
torchinferno,few_shot,2,1137.35,0.00,1147.86,1,0.87,1
torchinferno,few_shot,3,1130.75,0.00,1145.87,1,0.87,1
torchinferno,few_shot,4,1129.10,0.00,1147.36,1,0.87,1
torchinferno,few_shot,5,1132.40,0.00,1149.18,1,0.87,1
torchinferno,few_shot,6,1131.31,180.47,1311.78,2,1.52,1
torchinferno,few_shot,7,1136.13,181.69,1317.82,2,1.52,1
torchinferno,few_shot,8,1134.46,182.49,1316.95,2,1.52,1
torchinferno,few_shot,9,1659.77,0.00,1665.49,1,0.60,1
torchinferno,few_shot,10,1647.27,0.00,1658.77,1,0.60,1
torchinferno,few_shot,11,1649.20,0.00,1670.23,1,0.60,1
torchinferno,few_shot,12,1644.37,0.00,1666.32,1,0.60,1
torchinferno,few_shot,13,1644.08,0.00,1666.82,1,0.60,1
torchinferno,few_shot,14,1648.91,0.00,1671.08,1,0.60,1
torchinferno,few_shot,15,1650.55,0.00,1670.09,1,0.60,1
torchinferno,few_shot,16,1645.84,0.00,1674.75,1,0.60,1
torchinferno,few_shot,17,1652.58,0.00,1682.88,1,0.59,1
torchinferno,few_shot,18,1653.97,0.00,1677.42,1,0.60,1
torchinferno,few_shot,19,1643.48,0.00,1678.23,1,0.60,1
torchinferno,few_shot,20,1641.69,0.00,1677.19,1,0.60,1
torchinferno,few_shot,21,1640.50,35.67,1676.16,2,1.19,1
torchinferno,few_shot,22,1641.95,0.00,1678.71,1,0.60,1
torchinferno,few_shot,23,1650.03,0.00,1686.35,1,0.59,1
torchinferno,few_shot,24,1653.49,36.06,1689.55,2,1.18,1
torchinferno,few_shot,25,1650.18,46.08,1696.26,2,1.18,1
torchinferno,few_shot,26,1646.14,47.00,1693.14,2,1.18,1
torchinferno,few_shot,27,1643.49,47.38,1690.87,2,1.18,1
torchinferno,few_shot,28,1654.46,39.28,1693.75,2,1.18,1
torchinferno,few_shot,29,1652.88,40.83,1693.71,2,1.18,1
torchinferno,few_shot,30,1647.13,0.00,1696.91,1,0.59,1
torchinferno,few_shot,31,1648.95,0.00,1699.29,1,0.59,1
torchinferno,few_shot,32,1651.31,51.27,1702.57,2,1.17,1
torchinferno,few_shot,33,1649.06,50.68,1699.74,2,1.18,1
torchinferno,few_shot,34,1652.93,57.88,1710.81,2,1.17,1
torchinferno,few_shot,35,1654.60,57.71,1712.31,2,1.17,1
torchinferno,few_shot,36,1646.39,65.98,1712.37,2,1.17,1
torchinferno,few_shot,37,1641.28,68.23,1709.52,2,1.17,1
torchinferno,few_shot,38,1647.03,65.56,1712.59,2,1.17,1
torchinferno,few_shot,39,1645.57,72.90,1718.47,2,1.16,1
torchinferno,few_shot,40,1650.81,61.83,1712.63,2,1.17,1
torchinferno,few_shot,41,1647.19,0.00,1715.84,1,0.58,1
torchinferno,few_shot,42,1642.98,71.73,1714.71,2,1.17,1
torchinferno,few_shot,43,1656.70,0.00,1723.04,1,0.58,1
torchinferno,few_shot,44,1654.52,69.53,1724.05,2,1.16,1
torchinferno,few_shot,45,1659.49,67.59,1727.08,2,1.16,1
torchinferno,few_shot,46,1650.14,74.44,1724.58,2,1.16,1
torchinferno,few_shot,47,1649.80,74.50,1724.30,2,1.16,1
torchinferno,few_shot,48,1647.61,0.00,1730.31,1,0.58,1
torchinferno,few_shot,49,1647.16,85.42,1732.58,2,1.15,1
torchinferno,few_shot,50,1640.44,0.00,1728.52,1,0.58,1
torchinferno,few_shot,51,1650.71,81.83,1732.54,2,1.15,1
