model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-26T19:50:35.557437+00:00

Build Times
provider,build_time_s
vllm,0.0
sglang,0.0
torchinferno,0.0

few_shot
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,153.87,145.86,167.47,sglang
ttft_p99_ms,820.82,659.41,4685.25,sglang
tpot_median_ms,59.15,80.89,54.31,torchinferno
tpot_p99_ms,148.61,265.99,1271.47,vllm
e2e_median_ms,207.55,224.27,217.65,vllm
e2e_p99_ms,877.04,737.48,4737.30,sglang
throughput_median_tps,7.14,5.23,5.39,vllm
total_output_tokens,1464,1457,1454,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,194.70,254.80,328.40,vllm
ttft_p99_ms,504.91,63872.96,897.40,vllm
tpot_median_ms,0.00,0.00,0.00,vllm
tpot_p99_ms,0.00,0.00,0.00,vllm
e2e_median_ms,282.70,414.57,354.79,vllm
e2e_p99_ms,860.44,63997.73,923.15,vllm
throughput_median_tps,3.54,2.41,2.82,vllm
total_output_tokens,1000,1000,1000,vllm
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,vllm
unique_final_answers,1,1,1,vllm

multi_turn
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,184.15,175.75,432.31,sglang
ttft_p99_ms,401.17,676.77,2110.84,vllm
tpot_median_ms,69.39,121.89,69.89,vllm
tpot_p99_ms,235.75,304.84,285.65,vllm
e2e_median_ms,239.96,286.93,504.57,vllm
e2e_p99_ms,518.27,841.15,2158.71,vllm
throughput_median_tps,5.81,4.43,2.31,vllm
total_output_tokens,1450,1442,1446,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,147.48,140.18,1041.57,sglang
ttft_last_turn_ms,167.81,191.72,973.20,vllm
ttft_growth_ratio,1.14,1.37,0.93,torchinferno

tree_of_thought
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,72.56,81.26,352.60,vllm
ttft_p99_ms,176.00,509.85,1660.59,vllm
tpot_median_ms,35.71,71.93,56.06,vllm
tpot_p99_ms,124.86,583.16,558.98,vllm
e2e_median_ms,99.95,167.70,408.18,vllm
e2e_p99_ms,205.04,649.14,1910.75,vllm
throughput_median_tps,12.31,8.42,3.68,vllm
total_output_tokens,1466,1467,1480,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.96,vllm

long_output
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,87.89,86.50,350.13,sglang
ttft_p99_ms,232.49,550.66,1883.22,vllm
tpot_median_ms,18.78,26.96,27.32,vllm
tpot_p99_ms,24.40,41.27,93.71,vllm
e2e_median_ms,790.58,1031.19,1418.05,vllm
e2e_p99_ms,1276.83,1944.34,3727.78,vllm
throughput_median_tps,47.04,33.97,25.94,vllm
total_output_tokens,36715,36715,36715,vllm
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,686.08,0.00,687.05,1,1.46,1
vllm,few_shot,1,684.11,0.00,687.55,1,1.45,1
vllm,few_shot,2,686.26,0.00,689.54,1,1.45,1
vllm,few_shot,3,696.96,0.00,714.17,1,1.40,1
vllm,few_shot,4,713.83,0.00,737.74,1,1.36,1
vllm,few_shot,5,713.16,0.00,739.77,1,1.35,1
vllm,few_shot,6,735.31,0.00,766.75,1,1.30,1
vllm,few_shot,7,734.54,0.00,767.67,1,1.30,1
vllm,few_shot,8,730.35,0.00,762.58,1,1.31,1
vllm,few_shot,9,737.91,0.00,771.21,1,1.30,1
vllm,few_shot,10,728.28,0.00,768.99,1,1.30,1
vllm,few_shot,11,731.90,80.01,811.91,2,2.46,1
vllm,few_shot,12,754.56,0.00,810.49,1,1.23,1
vllm,few_shot,13,731.81,87.09,818.90,2,2.44,1
vllm,few_shot,14,754.33,0.00,813.30,1,1.23,1
vllm,few_shot,15,757.88,0.00,820.26,1,1.22,1
vllm,few_shot,16,732.79,92.39,825.18,2,2.42,1
vllm,few_shot,17,764.51,0.00,832.64,1,1.20,1
vllm,few_shot,18,734.06,94.42,828.48,2,2.41,1
vllm,few_shot,19,737.32,100.79,838.11,2,2.39,1
vllm,few_shot,20,757.50,0.00,824.76,1,1.21,1
vllm,few_shot,21,764.75,0.00,830.56,1,1.20,1
vllm,few_shot,22,739.13,102.78,841.91,2,2.38,1
vllm,few_shot,23,762.08,0.00,831.51,1,1.20,1
vllm,few_shot,24,730.03,107.59,837.61,2,2.39,1
vllm,few_shot,25,808.17,0.00,830.96,1,1.20,1
vllm,few_shot,26,798.79,0.00,830.37,1,1.20,1
vllm,few_shot,27,805.41,0.00,824.09,1,1.21,1
vllm,few_shot,28,823.43,0.00,828.48,1,1.21,1
vllm,few_shot,29,824.74,0.00,840.88,1,1.19,1
vllm,few_shot,30,828.51,0.00,842.04,1,1.19,1
vllm,few_shot,31,811.99,0.00,832.68,1,1.20,1
vllm,few_shot,32,817.84,0.00,839.26,1,1.19,1
vllm,few_shot,33,796.75,0.00,836.88,1,1.19,1
vllm,few_shot,34,823.87,0.00,842.45,1,1.19,1
vllm,few_shot,35,756.89,99.71,856.60,2,2.33,1
vllm,few_shot,36,174.88,0.00,182.33,1,5.48,1
vllm,few_shot,37,755.61,105.09,860.70,2,2.32,1
vllm,few_shot,38,820.82,32.56,853.38,2,2.34,1
vllm,few_shot,39,809.02,37.07,846.09,2,2.36,1
vllm,few_shot,40,755.78,109.48,865.26,2,2.31,1
vllm,few_shot,41,757.42,109.87,867.30,2,2.31,1
vllm,few_shot,42,172.48,0.00,192.69,1,5.19,1
vllm,few_shot,43,763.64,106.03,869.68,2,2.30,1
vllm,few_shot,44,812.15,0.00,857.87,1,1.17,1
vllm,few_shot,45,830.17,36.69,866.86,2,2.31,1
vllm,few_shot,46,760.11,109.86,869.98,2,2.30,1
vllm,few_shot,47,797.31,61.26,858.57,2,2.33,1
vllm,few_shot,48,107.26,0.00,145.39,1,6.88,1
vllm,few_shot,49,111.41,0.00,149.68,1,6.68,1
vllm,few_shot,50,165.11,0.00,174.08,1,5.74,1
vllm,few_shot,51,802.31,0.00,861.43,1,1.16,1
vllm,few_shot,52,762.16,112.85,875.01,2,2.29,1
vllm,few_shot,53,111.86,0.00,120.84,1,8.28,1
vllm,few_shot,54,809.35,0.00,869.64,1,1.15,1
vllm,few_shot,55,812.24,0.00,876.36,1,1.14,1
vllm,few_shot,56,797.57,72.21,869.77,2,2.30,1
vllm,few_shot,57,819.02,48.09,867.10,2,2.31,1
vllm,few_shot,58,759.90,125.24,885.14,2,2.26,1
vllm,few_shot,59,178.61,0.00,210.25,1,4.76,1
vllm,few_shot,60,800.38,76.66,877.04,2,2.28,1
vllm,few_shot,61,797.46,78.59,876.06,2,2.28,1
vllm,few_shot,62,838.63,33.94,872.57,2,2.29,1
vllm,few_shot,63,813.32,0.00,885.64,1,1.13,1
vllm,few_shot,64,815.55,72.58,888.13,2,2.25,1
vllm,few_shot,65,808.19,74.43,882.62,2,2.27,1
vllm,few_shot,66,96.19,0.00,130.07,1,7.69,1
vllm,few_shot,67,816.31,67.77,884.08,2,2.26,1
vllm,few_shot,68,848.20,35.20,883.41,2,2.26,1
vllm,few_shot,69,827.81,57.48,885.29,2,2.26,1
vllm,few_shot,70,804.34,0.00,892.05,1,1.12,1
vllm,few_shot,71,138.73,0.00,145.59,1,6.87,1
vllm,few_shot,72,110.41,38.46,148.86,2,13.44,1
vllm,few_shot,73,99.50,49.82,149.32,2,13.39,1
vllm,few_shot,74,78.35,0.00,90.36,1,11.07,1
vllm,few_shot,75,838.39,57.78,896.17,2,2.23,1
vllm,few_shot,76,102.82,0.00,121.68,1,8.22,1
vllm,few_shot,77,110.70,34.59,145.29,2,13.77,1
vllm,few_shot,78,100.50,40.90,141.40,2,14.14,1
vllm,few_shot,79,122.57,0.00,137.79,1,7.26,1
vllm,few_shot,80,107.67,34.96,142.63,2,14.02,1
vllm,few_shot,81,92.04,0.00,109.57,1,9.13,1
vllm,few_shot,82,123.31,0.00,142.43,1,7.02,1
vllm,few_shot,83,116.22,38.49,154.71,2,12.93,1
vllm,few_shot,84,132.70,0.00,152.43,1,6.56,1
vllm,few_shot,85,113.19,0.00,136.20,1,7.34,1
vllm,few_shot,86,140.49,37.15,177.64,2,11.26,1
vllm,few_shot,87,132.60,0.00,161.17,1,6.20,1
vllm,few_shot,88,90.81,43.24,134.05,2,14.92,1
vllm,few_shot,89,130.60,0.00,183.98,1,5.44,1
vllm,few_shot,90,140.42,0.00,195.38,1,5.12,1
vllm,few_shot,91,114.36,0.00,169.40,1,5.90,1
vllm,few_shot,92,111.44,0.00,167.83,1,5.96,1
vllm,few_shot,93,121.11,0.00,177.44,1,5.64,1
vllm,few_shot,94,119.77,0.00,177.39,1,5.64,1
vllm,few_shot,95,125.48,0.00,187.80,1,5.32,1
vllm,few_shot,96,152.90,0.00,218.92,1,4.57,1
vllm,few_shot,97,87.82,0.00,153.80,1,6.50,1
vllm,few_shot,98,99.36,84.68,184.04,2,10.87,1
vllm,few_shot,99,205.02,0.00,234.10,1,4.27,1
vllm,few_shot,100,150.84,0.00,188.74,1,5.30,1
vllm,few_shot,101,213.69,0.00,252.68,1,3.96,1
vllm,few_shot,102,108.73,95.43,204.16,2,9.80,1
vllm,few_shot,103,183.97,0.00,214.07,1,4.67,1
vllm,few_shot,104,142.02,0.00,185.88,1,5.38,1
