model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-27T03:03:23.640088+00:00

Build Times
provider,build_time_s
torchinferno,450.2
vllm,653.9
sglang,270.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,137.44,144.31,vllm
ttft_p99_ms,,1318.07,650.93,sglang
tpot_median_ms,,51.64,79.23,vllm
tpot_p99_ms,,139.19,597.58,vllm
e2e_median_ms,,185.24,216.92,vllm
e2e_p99_ms,,1371.26,902.56,sglang
throughput_median_tps,,7.69,5.56,vllm
total_output_tokens,,1465,1461,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,201.60,219.87,vllm
ttft_p99_ms,,420.56,69669.17,vllm
tpot_median_ms,,0.00,0.00,
tpot_p99_ms,,0.00,0.00,
e2e_median_ms,,231.32,359.61,vllm
e2e_p99_ms,,524.62,69792.26,vllm
throughput_median_tps,,4.32,2.78,vllm
total_output_tokens,,1000,1000,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,
unique_final_answers,,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,163.98,165.17,vllm
ttft_p99_ms,,352.89,565.64,vllm
tpot_median_ms,,50.27,108.16,vllm
tpot_p99_ms,,197.37,512.53,vllm
e2e_median_ms,,210.24,272.66,vllm
e2e_p99_ms,,434.15,683.47,vllm
throughput_median_tps,,6.53,4.78,vllm
total_output_tokens,,1450,1450,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm
ttft_first_turn_ms,,133.56,113.05,sglang
ttft_last_turn_ms,,161.39,200.97,vllm
ttft_growth_ratio,,1.21,1.78,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,61.60,80.46,vllm
ttft_p99_ms,,3768.00,676.37,sglang
tpot_median_ms,,31.45,65.09,vllm
tpot_p99_ms,,1989.14,159.14,sglang
e2e_median_ms,,85.17,156.60,vllm
e2e_p99_ms,,3808.71,726.09,sglang
throughput_median_tps,,14.35,9.11,vllm
total_output_tokens,,1477,1454,vllm
num_requests,,992,992,
correctness_rate,,0.96,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,76.44,78.42,vllm
ttft_p99_ms,,174.60,134.54,sglang
tpot_median_ms,,14.91,22.91,vllm
tpot_p99_ms,,19.72,26.73,vllm
e2e_median_ms,,620.92,840.80,vllm
e2e_p99_ms,,1027.96,1630.87,vllm
throughput_median_tps,,58.80,40.54,vllm
total_output_tokens,,36715,36715,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,1191.71,0.00,1191.88,1,0.84,1
vllm,few_shot,1,1194.69,0.00,1195.66,1,0.84,1
vllm,few_shot,2,1198.29,0.00,1199.60,1,0.83,1
vllm,few_shot,3,1190.87,0.00,1199.30,1,0.83,1
vllm,few_shot,4,1214.32,37.52,1251.83,2,1.60,1
vllm,few_shot,5,1212.24,40.54,1252.78,2,1.60,1
vllm,few_shot,6,1252.60,0.00,1267.89,1,0.79,1
vllm,few_shot,7,1251.54,0.00,1270.98,1,0.79,1
vllm,few_shot,8,1252.84,0.00,1271.60,1,0.79,1
vllm,few_shot,9,1248.37,0.00,1273.47,1,0.79,1
vllm,few_shot,10,1254.73,0.00,1273.83,1,0.79,1
vllm,few_shot,11,1259.17,0.00,1279.52,1,0.78,1
vllm,few_shot,12,1251.70,0.00,1276.97,1,0.78,1
vllm,few_shot,13,1245.28,49.50,1294.79,2,1.54,1
vllm,few_shot,14,1246.54,54.16,1300.70,2,1.54,1
vllm,few_shot,15,1246.58,54.64,1301.22,2,1.54,1
vllm,few_shot,16,1274.13,0.00,1303.43,1,0.77,1
vllm,few_shot,17,1250.24,60.62,1310.86,2,1.53,1
vllm,few_shot,18,1255.72,53.27,1308.99,2,1.53,1
vllm,few_shot,19,1255.02,55.75,1310.77,2,1.53,1
vllm,few_shot,20,1263.98,0.00,1308.97,1,0.76,1
vllm,few_shot,21,1260.49,56.46,1316.95,2,1.52,1
vllm,few_shot,22,1273.36,0.00,1310.04,1,0.76,1
vllm,few_shot,23,1243.82,68.74,1312.56,2,1.52,1
vllm,few_shot,24,1271.49,0.00,1313.22,1,0.76,1
vllm,few_shot,25,1268.48,0.00,1314.97,1,0.76,1
vllm,few_shot,26,1294.79,0.00,1317.55,1,0.76,1
vllm,few_shot,27,1293.87,0.00,1325.93,1,0.75,1
vllm,few_shot,28,1291.63,0.00,1324.10,1,0.76,1
vllm,few_shot,29,1293.91,0.00,1326.45,1,0.75,1
vllm,few_shot,30,1313.12,0.00,1328.78,1,0.75,1
vllm,few_shot,31,1292.54,0.00,1328.16,1,0.75,1
vllm,few_shot,32,1269.10,62.48,1331.58,2,1.50,1
vllm,few_shot,33,1261.55,72.33,1333.87,2,1.50,1
vllm,few_shot,34,1302.32,0.00,1333.77,1,0.75,1
vllm,few_shot,35,1298.60,0.00,1333.16,1,0.75,1
vllm,few_shot,36,1296.78,0.00,1336.57,1,0.75,1
vllm,few_shot,37,1263.15,78.28,1341.43,2,1.49,1
vllm,few_shot,38,1264.87,77.49,1342.37,2,1.49,1
vllm,few_shot,39,147.16,0.00,147.39,1,6.78,1
vllm,few_shot,40,1294.61,0.00,1342.02,1,0.75,1
vllm,few_shot,41,1295.64,0.00,1345.25,1,0.74,1
vllm,few_shot,42,73.26,0.00,98.98,1,10.10,1
