model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-24T08:42:16.853608

Build Times
provider,build_time_s
torchinferno,3.9
vllm,86.2
sglang,9.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,157.92,158.76,149.28,sglang
ttft_p99_ms,1829.47,366.81,595.94,vllm
tpot_median_ms,53.01,60.59,80.19,torchinferno
tpot_p99_ms,89.83,255.54,164.46,torchinferno
e2e_median_ms,202.28,209.95,225.89,torchinferno
e2e_p99_ms,1885.34,443.44,682.10,vllm
throughput_median_tps,5.81,6.85,5.60,vllm
total_output_tokens,1454,1453,1466,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,277.58,196.76,213.60,vllm
ttft_p99_ms,701.02,581.40,58468.12,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,393.16,278.46,420.61,vllm
e2e_p99_ms,875.38,749.23,58673.80,vllm
throughput_median_tps,2.54,3.59,2.38,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,431.61,192.76,184.79,sglang
ttft_p99_ms,1924.96,436.36,658.93,vllm
tpot_median_ms,71.74,63.80,113.80,vllm
tpot_p99_ms,223.27,239.19,555.93,torchinferno
e2e_median_ms,509.01,247.79,310.50,vllm
e2e_p99_ms,1982.37,483.27,812.42,vllm
throughput_median_tps,2.32,5.43,4.13,vllm
total_output_tokens,1452,1450,1448,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,955.64,180.15,210.10,vllm
ttft_last_turn_ms,954.64,202.06,218.89,vllm
ttft_growth_ratio,1.00,1.12,1.04,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,269.33,71.98,76.74,vllm
ttft_p99_ms,1213.03,3377.80,539.86,sglang
tpot_median_ms,52.04,35.71,89.51,vllm
tpot_p99_ms,571.01,1659.40,266.19,sglang
e2e_median_ms,314.13,98.87,177.17,vllm
e2e_p99_ms,1267.67,3437.36,552.37,sglang
throughput_median_tps,4.35,12.05,8.23,vllm
total_output_tokens,1472,1462,1460,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,418.15,78.91,96.10,vllm
ttft_p99_ms,2075.92,407.96,604.18,vllm
tpot_median_ms,25.44,18.87,26.32,vllm
tpot_p99_ms,49.90,31.77,37.71,vllm
e2e_median_ms,1480.16,769.17,1072.42,vllm
e2e_p99_ms,3835.14,1403.95,1881.85,vllm
throughput_median_tps,25.55,46.99,34.69,vllm
total_output_tokens,36715,36715,36689,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1036.50,0.00,1046.25,1,0.96,1
torchinferno,few_shot,1,1026.07,0.00,1037.04,1,0.96,1
torchinferno,few_shot,2,1034.99,0.00,1050.17,1,0.95,1
torchinferno,few_shot,3,1024.68,23.20,1047.88,2,1.91,1
torchinferno,few_shot,4,1024.45,24.01,1048.46,2,1.91,1
torchinferno,few_shot,5,1034.19,28.31,1062.49,2,1.88,1
torchinferno,few_shot,6,1034.86,29.71,1064.57,2,1.88,1
torchinferno,few_shot,7,1021.94,30.60,1052.55,2,1.90,1
torchinferno,few_shot,8,1022.26,33.64,1055.89,2,1.89,1
torchinferno,few_shot,9,1022.72,33.36,1056.08,2,1.89,1
torchinferno,few_shot,10,1760.03,0.00,1773.03,1,0.56,1
torchinferno,few_shot,11,1748.95,0.00,1763.80,1,0.57,1
torchinferno,few_shot,12,1746.21,0.00,1771.43,1,0.56,1
torchinferno,few_shot,13,1745.52,0.00,1769.47,1,0.57,1
torchinferno,few_shot,14,1740.47,0.00,1759.47,1,0.57,1
torchinferno,few_shot,15,1739.46,0.00,1771.06,1,0.56,1
torchinferno,few_shot,16,1741.68,0.00,1768.47,1,0.57,1
torchinferno,few_shot,17,1746.53,0.00,1771.36,1,0.56,1
torchinferno,few_shot,18,1743.27,27.64,1770.90,2,1.13,1
torchinferno,few_shot,19,1743.67,0.00,1774.15,1,0.56,1
torchinferno,few_shot,20,1744.90,0.00,1785.90,1,0.56,1
torchinferno,few_shot,21,1737.62,39.77,1777.39,2,1.13,1
torchinferno,few_shot,22,1741.43,38.28,1779.71,2,1.12,1
torchinferno,few_shot,23,1743.41,0.00,1777.28,1,0.56,1
torchinferno,few_shot,24,1747.97,43.16,1791.14,2,1.12,1
torchinferno,few_shot,25,1745.12,0.00,1790.08,1,0.56,1
torchinferno,few_shot,26,1742.19,0.00,1788.15,1,0.56,1
torchinferno,few_shot,27,1743.56,0.00,1794.71,1,0.56,1
torchinferno,few_shot,28,1762.63,46.12,1808.75,2,1.11,1
torchinferno,few_shot,29,1756.46,0.00,1803.13,1,0.55,1
torchinferno,few_shot,30,1751.45,51.22,1802.67,2,1.11,1
torchinferno,few_shot,31,1738.36,58.86,1797.22,2,1.11,1
torchinferno,few_shot,32,1754.38,0.00,1809.04,1,0.55,1
torchinferno,few_shot,33,1753.52,0.00,1809.19,1,0.55,1
torchinferno,few_shot,34,1743.74,62.44,1806.17,2,1.11,1
torchinferno,few_shot,35,1743.39,61.13,1804.52,2,1.11,1
torchinferno,few_shot,36,1755.49,0.00,1822.96,1,0.55,1
torchinferno,few_shot,37,1754.28,74.31,1828.59,2,1.09,1
torchinferno,few_shot,38,1738.42,0.00,1809.55,1,0.55,1
torchinferno,few_shot,39,1755.44,65.62,1821.05,2,1.10,1
torchinferno,few_shot,40,1750.86,71.14,1822.00,2,1.10,1
torchinferno,few_shot,41,1750.65,79.07,1829.72,2,1.09,1
torchinferno,few_shot,42,788.67,0.00,805.36,1,1.24,1
torchinferno,few_shot,43,1817.76,0.00,1842.66,1,0.54,1
torchinferno,few_shot,44,794.55,0.00,810.00,1,1.23,1
torchinferno,few_shot,45,1831.19,0.00,1851.55,1,0.54,1
torchinferno,few_shot,46,789.69,0.00,820.03,1,1.22,1
torchinferno,few_shot,47,781.41,0.00,815.92,1,1.23,1
torchinferno,few_shot,48,1830.76,0.00,1862.67,1,0.54,1
torchinferno,few_shot,49,1822.00,0.00,1854.98,1,0.54,1
torchinferno,few_shot,50,806.16,0.00,838.30,1,1.19,1
torchinferno,few_shot,51,817.16,0.00,844.39,1,1.18,1
torchinferno,few_shot,52,1820.58,42.53,1863.11,2,1.07,1
torchinferno,few_shot,53,1820.48,0.00,1865.38,1,0.54,1
torchinferno,few_shot,54,1829.14,41.83,1870.97,2,1.07,1
torchinferno,few_shot,55,1827.12,0.00,1866.50,1,0.54,1
torchinferno,few_shot,56,1832.72,0.00,1882.64,1,0.53,1
torchinferno,few_shot,57,1829.04,42.55,1871.59,2,1.07,1
torchinferno,few_shot,58,1815.87,59.51,1875.38,2,1.07,1
torchinferno,few_shot,59,805.45,0.00,861.00,1,1.16,1
torchinferno,few_shot,60,791.19,0.00,850.86,1,1.18,1
torchinferno,few_shot,61,1832.62,0.00,1885.34,1,0.53,1
torchinferno,few_shot,62,787.79,61.10,848.89,2,2.36,1
torchinferno,few_shot,63,1864.94,0.00,1884.46,1,0.53,1
torchinferno,few_shot,64,1831.21,59.97,1891.18,2,1.06,1
torchinferno,few_shot,65,1831.21,59.33,1890.54,2,1.06,1
torchinferno,few_shot,66,1828.38,68.11,1896.49,2,1.05,1
torchinferno,few_shot,67,1837.12,63.58,1900.70,2,1.05,1
torchinferno,few_shot,68,787.84,72.03,859.87,2,2.33,1
torchinferno,few_shot,69,1825.41,78.48,1903.88,2,1.05,1
torchinferno,few_shot,70,1825.84,77.24,1903.08,2,1.05,1
torchinferno,few_shot,71,1823.28,87.24,1910.52,2,1.05,1
torchinferno,few_shot,72,1829.47,0.00,1919.85,1,0.52,1
torchinferno,few_shot,73,1836.79,88.16,1924.95,2,1.04,1
torchinferno,few_shot,74,130.59,0.00,131.20,1,7.62,1
torchinferno,few_shot,75,125.77,0.00,137.65,1,7.26,1
torchinferno,few_shot,76,147.46,0.00,176.35,1,5.67,1
torchinferno,few_shot,77,139.89,0.00,165.98,1,6.02,1
torchinferno,few_shot,78,127.96,0.00,156.00,1,6.41,1
torchinferno,few_shot,79,168.59,0.00,202.19,1,4.95,1
torchinferno,few_shot,80,111.03,35.16,146.19,2,13.68,1
torchinferno,few_shot,81,163.92,0.00,189.99,1,5.26,1
torchinferno,few_shot,82,152.84,21.31,174.16,2,11.48,1
torchinferno,few_shot,83,162.66,0.00,203.82,1,4.91,1
torchinferno,few_shot,84,140.98,0.00,182.85,1,5.47,1
torchinferno,few_shot,85,146.31,29.08,175.39,2,11.40,1
torchinferno,few_shot,86,149.09,0.00,189.78,1,5.27,1
torchinferno,few_shot,87,160.32,0.00,194.35,1,5.15,1
torchinferno,few_shot,88,120.79,0.00,176.33,1,5.67,1
torchinferno,few_shot,89,147.27,57.12,204.38,2,9.79,1
torchinferno,few_shot,90,151.10,0.00,211.23,1,4.73,1
torchinferno,few_shot,91,162.55,53.34,215.88,2,9.26,1
torchinferno,few_shot,92,138.00,0.00,194.80,1,5.13,1
torchinferno,few_shot,93,168.99,0.00,192.82,1,5.19,1
torchinferno,few_shot,94,119.93,68.18,188.11,2,10.63,1
torchinferno,few_shot,95,160.96,69.02,229.99,2,8.70,1
torchinferno,few_shot,96,152.94,0.00,216.11,1,4.63,1
torchinferno,few_shot,97,221.04,19.01,240.05,2,8.33,1
torchinferno,few_shot,98,136.97,74.06,211.03,2,9.48,1
torchinferno,few_shot,99,185.26,58.13,243.39,2,8.22,1
torchinferno,few_shot,100,160.40,81.31,241.72,2,8.27,1
torchinferno,few_shot,101,619.65,0.00,633.05,1,1.58,1
torchinferno,few_shot,102,731.86,0.00,745.29,1,1.34,1
torchinferno,few_shot,103,616.55,0.00,635.10,1,1.57,1
torchinferno,few_shot,104,645.60,0.00,668.26,1,1.50,1
torchinferno,few_shot,105,684.11,0.00,707.38,1,1.41,1
torchinferno,few_shot,106,635.05,0.00,658.66,1,1.52,1
torchinferno,few_shot,107,696.37,0.00,720.84,1,1.39,1
