model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-12T07:01:15.882317

Build Times
provider,build_time_s
torchinferno,85.5
vllm,1194.6
sglang,169.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,572.10,169.48,144.73,sglang
ttft_p99_ms,3287.80,524.05,8039.49,vllm
tpot_median_ms,453.16,58.77,82.72,vllm
tpot_p99_ms,949.62,178.74,7306.66,vllm
e2e_median_ms,885.59,233.14,219.82,sglang
e2e_p99_ms,3927.69,630.59,15326.81,vllm
throughput_median_tps,1.58,6.28,5.40,vllm
total_output_tokens,1460,1460,1466,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,458.11,180.03,213.95,vllm
ttft_p99_ms,914.97,384.37,699.28,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,558.95,206.20,366.45,vllm
e2e_p99_ms,1139.69,436.32,802.09,vllm
throughput_median_tps,1.79,4.85,2.73,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,1193.61,183.47,161.83,sglang
ttft_p99_ms,2959.98,394.13,276.76,sglang
tpot_median_ms,781.15,63.99,112.02,vllm
tpot_p99_ms,1135.93,204.97,590.57,vllm
e2e_median_ms,1941.18,239.16,267.75,vllm
e2e_p99_ms,3867.47,451.24,747.06,vllm
throughput_median_tps,0.73,5.93,4.94,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,1887.18,158.79,152.47,sglang
ttft_last_turn_ms,1325.59,171.78,173.75,vllm
ttft_growth_ratio,0.70,1.08,1.14,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,582.78,61.27,79.37,vllm
ttft_p99_ms,1266.87,222.19,442.27,vllm
tpot_median_ms,501.88,27.18,62.83,vllm
tpot_p99_ms,592.10,43.98,227.30,vllm
e2e_median_ms,978.70,82.51,157.10,vllm
e2e_p99_ms,1769.19,243.58,520.23,vllm
throughput_median_tps,1.57,14.95,8.78,vllm
total_output_tokens,1468,1471,1477,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,1348.38,75.08,75.45,vllm
ttft_p99_ms,4413.04,279.14,316.33,vllm
tpot_median_ms,29.67,15.11,21.70,vllm
tpot_p99_ms,71.98,23.31,43.36,vllm
e2e_median_ms,2435.35,672.61,842.35,vllm
e2e_p99_ms,5823.19,1036.79,1571.76,vllm
throughput_median_tps,13.74,57.75,42.57,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,780.66,389.65,1170.31,2,1.71,1
torchinferno,few_shot,1,2232.87,0.00,2926.42,1,0.34,1
torchinferno,few_shot,2,2228.31,0.00,2928.88,1,0.34,1
torchinferno,few_shot,3,2231.10,0.00,2928.21,1,0.34,1
torchinferno,few_shot,4,2237.30,0.00,2948.87,1,0.34,1
torchinferno,few_shot,5,2231.76,0.00,2950.10,1,0.34,1
torchinferno,few_shot,6,2221.10,0.00,2938.40,1,0.34,1
torchinferno,few_shot,7,2216.81,0.00,2934.46,1,0.34,1
torchinferno,few_shot,8,2235.88,0.00,2943.28,1,0.34,1
torchinferno,few_shot,9,2224.93,0.00,2941.14,1,0.34,1
torchinferno,few_shot,10,2223.08,0.00,2946.97,1,0.34,1
torchinferno,few_shot,11,2239.22,0.00,2958.37,1,0.34,1
torchinferno,few_shot,12,2220.30,0.00,2947.20,1,0.34,1
torchinferno,few_shot,13,2248.09,0.00,2965.46,1,0.34,1
torchinferno,few_shot,14,2240.16,0.00,2963.50,1,0.34,1
torchinferno,few_shot,15,2234.94,0.00,2957.33,1,0.34,1
torchinferno,few_shot,16,2230.42,0.00,2966.44,1,0.34,1
torchinferno,few_shot,17,2221.87,0.00,2957.27,1,0.34,1
torchinferno,few_shot,18,2217.55,0.00,2950.31,1,0.34,1
torchinferno,few_shot,19,2240.36,0.00,2972.51,1,0.34,1
torchinferno,few_shot,20,2234.71,0.00,2973.89,1,0.34,1
torchinferno,few_shot,21,2239.76,0.00,2974.79,1,0.34,1
torchinferno,few_shot,22,2224.57,0.00,2964.06,1,0.34,1
torchinferno,few_shot,23,2224.32,0.00,2963.17,1,0.34,1
torchinferno,few_shot,24,2227.35,0.00,2968.49,1,0.34,1
torchinferno,few_shot,25,2222.48,0.00,2974.27,1,0.34,1
torchinferno,few_shot,26,2221.75,920.55,3142.30,2,0.64,1
torchinferno,few_shot,27,2226.01,917.65,3143.65,2,0.64,1
torchinferno,few_shot,28,2239.70,918.41,3158.11,2,0.63,1
torchinferno,few_shot,29,2235.32,929.81,3165.14,2,0.63,1
torchinferno,few_shot,30,2222.45,921.51,3143.95,2,0.64,1
torchinferno,few_shot,31,2225.10,928.93,3154.03,2,0.63,1
torchinferno,few_shot,32,2221.19,934.95,3156.13,2,0.63,1
torchinferno,few_shot,33,2243.85,923.41,3167.26,2,0.63,1
torchinferno,few_shot,34,2246.98,925.48,3172.46,2,0.63,1
torchinferno,few_shot,35,2244.97,932.70,3177.67,2,0.63,1
torchinferno,few_shot,36,2226.57,938.60,3165.16,2,0.63,1
torchinferno,few_shot,37,2236.15,931.18,3167.33,2,0.63,1
torchinferno,few_shot,38,2237.04,932.42,3169.45,2,0.63,1
torchinferno,few_shot,39,2230.98,935.79,3166.77,2,0.63,1
torchinferno,few_shot,40,2229.48,934.12,3163.60,2,0.63,1
torchinferno,few_shot,41,2224.84,940.06,3164.90,2,0.63,1
torchinferno,few_shot,42,2223.35,946.94,3170.29,2,0.63,1
torchinferno,few_shot,43,2232.02,944.67,3176.69,2,0.63,1
torchinferno,few_shot,44,2220.63,954.58,3175.21,2,0.63,1
torchinferno,few_shot,45,2228.74,959.98,3188.72,2,0.63,1
torchinferno,few_shot,46,2219.56,953.11,3172.67,2,0.63,1
torchinferno,few_shot,47,2236.15,949.62,3185.77,2,0.63,1
torchinferno,few_shot,48,2234.43,965.55,3199.98,2,0.63,1
torchinferno,few_shot,49,3289.14,0.00,3899.18,1,0.26,1
torchinferno,few_shot,50,333.86,0.00,951.28,1,1.05,1
torchinferno,few_shot,51,3299.98,0.00,3913.02,1,0.26,1
torchinferno,few_shot,52,3296.40,0.00,3919.96,1,0.26,1
torchinferno,few_shot,53,347.74,0.00,967.47,1,1.03,1
torchinferno,few_shot,54,372.69,0.00,1000.48,1,1.00,1
torchinferno,few_shot,55,360.24,0.00,979.94,1,1.02,1
torchinferno,few_shot,56,342.13,0.00,973.10,1,1.03,1
torchinferno,few_shot,57,368.10,0.00,995.46,1,1.00,1
torchinferno,few_shot,58,3290.42,0.00,3922.88,1,0.25,1
torchinferno,few_shot,59,365.76,0.00,991.93,1,1.01,1
torchinferno,few_shot,60,3292.62,0.00,3926.62,1,0.25,1
torchinferno,few_shot,61,3290.84,0.00,3927.69,1,0.25,1
torchinferno,few_shot,62,2143.75,0.00,2779.42,1,0.36,1
torchinferno,few_shot,63,360.62,0.00,995.85,1,1.00,1
torchinferno,few_shot,64,338.29,0.00,978.80,1,1.02,1
torchinferno,few_shot,65,359.85,0.00,1007.32,1,0.99,1
torchinferno,few_shot,66,350.43,0.00,991.61,1,1.01,1
torchinferno,few_shot,67,369.86,0.00,1020.81,1,0.98,1
torchinferno,few_shot,68,335.45,0.00,975.34,1,1.03,1
torchinferno,few_shot,69,339.59,0.00,983.46,1,1.02,1
torchinferno,few_shot,70,330.86,0.00,982.13,1,1.02,1
torchinferno,few_shot,71,365.48,0.00,1013.89,1,0.99,1
torchinferno,few_shot,72,374.62,0.00,1027.13,1,0.97,1
torchinferno,few_shot,73,3286.79,0.00,3950.74,1,0.25,1
torchinferno,few_shot,74,3296.46,791.90,4088.37,2,0.49,1
torchinferno,few_shot,75,3287.38,811.23,4098.61,2,0.49,1
torchinferno,few_shot,76,3286.22,812.54,4098.76,2,0.49,1
torchinferno,few_shot,77,352.06,812.02,1164.08,2,1.72,1
torchinferno,few_shot,78,3284.24,815.77,4100.02,2,0.49,1
torchinferno,few_shot,79,351.25,810.45,1161.70,2,1.72,1
torchinferno,few_shot,80,357.91,807.64,1165.56,2,1.72,1
torchinferno,few_shot,81,3287.80,816.81,4104.62,2,0.49,1
torchinferno,few_shot,82,364.75,810.17,1174.92,2,1.70,1
torchinferno,few_shot,83,3290.67,821.98,4112.65,2,0.49,1
torchinferno,few_shot,84,344.55,815.17,1159.72,2,1.72,1
torchinferno,few_shot,85,343.90,826.44,1170.35,2,1.71,1
torchinferno,few_shot,86,345.38,819.54,1164.92,2,1.72,1
torchinferno,few_shot,87,358.31,829.51,1187.82,2,1.68,1
torchinferno,few_shot,88,3293.80,826.58,4120.39,2,0.49,1
torchinferno,few_shot,89,3285.60,834.64,4120.24,2,0.49,1
torchinferno,few_shot,90,1051.71,0.00,1244.06,1,0.80,1
torchinferno,few_shot,91,252.40,0.00,438.73,1,2.28,1
torchinferno,few_shot,92,1027.55,0.00,1219.43,1,0.82,1
torchinferno,few_shot,93,1037.14,0.00,1229.27,1,0.81,1
torchinferno,few_shot,94,1015.10,0.00,1218.20,1,0.82,1
torchinferno,few_shot,95,259.33,0.00,456.49,1,2.19,1
torchinferno,few_shot,96,270.37,0.00,459.07,1,2.18,1
torchinferno,few_shot,97,1040.59,0.00,1236.48,1,0.81,1
torchinferno,few_shot,98,281.05,0.00,484.36,1,2.06,1
torchinferno,few_shot,99,1042.35,0.00,1251.48,1,0.80,1
torchinferno,few_shot,100,249.65,0.00,460.53,1,2.17,1
torchinferno,few_shot,101,1049.92,0.00,1251.51,1,0.80,1
torchinferno,few_shot,102,1043.57,0.00,1251.16,1,0.80,1
torchinferno,few_shot,103,298.12,0.00,508.54,1,1.97,1
torchinferno,few_shot,104,270.39,0.00,486.98,1,2.05,1
torchinferno,few_shot,105,1062.28,0.00,1268.80,1,0.79,1
torchinferno,few_shot,106,265.99,0.00,481.80,1,2.08,1
torchinferno,few_shot,107,257.77,0.00,476.93,1,2.10,1
torchinferno,few_shot,108,1019.47,0.00,1249.15,1,0.80,1
torchinferno,few_shot,109,1040.10,0.00,1268.93,1,0.79,1
torchinferno,few_shot,110,1048.73,0.00,1278.69,1,0.78,1
torchinferno,few_shot,111,277.11,0.00,508.08,1,1.97,1
torchinferno,few_shot,112,270.50,0.00,503.55,1,1.99,1
torchinferno,few_shot,113,1074.11,0.00,1300.36,1,0.77,1
torchinferno,few_shot,114,1050.54,0.00,1284.70,1,0.78,1
