model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-21T16:43:24.339997

Build Times
provider,build_time_s
torchinferno,346.0
vllm,1182.5
sglang,187.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,276.22,151.82,134.30,sglang
ttft_p99_ms,1927.22,258.81,6360.22,vllm
tpot_median_ms,153.61,53.91,76.17,vllm
tpot_p99_ms,210.51,140.99,7295.67,vllm
e2e_median_ms,365.18,199.55,204.87,vllm
e2e_p99_ms,2120.76,318.91,13619.37,vllm
throughput_median_tps,4.03,7.46,5.93,vllm
total_output_tokens,1460,1462,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,234.59,188.37,189.03,vllm
ttft_p99_ms,1879.62,481.09,70805.63,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,311.67,211.05,337.16,vllm
e2e_p99_ms,1917.04,612.13,70920.63,vllm
throughput_median_tps,3.21,4.74,2.97,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,785.08,178.07,162.42,sglang
ttft_p99_ms,1908.24,331.46,615.26,vllm
tpot_median_ms,169.70,57.05,101.21,vllm
tpot_p99_ms,460.41,193.23,522.45,vllm
e2e_median_ms,866.37,229.37,255.98,vllm
e2e_p99_ms,2151.53,432.71,757.79,vllm
throughput_median_tps,1.54,6.19,5.15,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,976.73,148.74,108.57,sglang
ttft_last_turn_ms,658.29,175.96,190.96,vllm
ttft_growth_ratio,0.67,1.18,1.76,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,349.03,58.56,71.99,vllm
ttft_p99_ms,1202.72,150.61,458.10,vllm
tpot_median_ms,130.07,26.81,67.49,vllm
tpot_p99_ms,150.65,52.33,433.28,vllm
e2e_median_ms,447.07,78.52,158.87,vllm
e2e_p99_ms,1327.88,175.48,517.06,vllm
throughput_median_tps,2.94,15.52,9.08,vllm
total_output_tokens,1470,1462,1466,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,755.16,68.66,65.76,sglang
ttft_p99_ms,2606.50,143.63,115.13,sglang
tpot_median_ms,15.41,14.97,22.96,vllm
tpot_p99_ms,38.91,19.75,27.76,vllm
e2e_median_ms,1427.92,603.29,864.30,vllm
e2e_p99_ms,3429.91,1003.41,1606.99,vllm
throughput_median_tps,24.99,59.14,41.18,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,893.22,263.58,1156.81,2,1.73,1
torchinferno,few_shot,1,1917.51,0.00,2008.96,1,0.50,1
torchinferno,few_shot,2,1930.86,0.00,2011.22,1,0.50,1
torchinferno,few_shot,3,1922.36,0.00,2007.23,1,0.50,1
torchinferno,few_shot,4,1927.98,0.00,2008.86,1,0.50,1
torchinferno,few_shot,5,1932.21,0.00,2015.35,1,0.50,1
torchinferno,few_shot,6,1919.52,0.00,2013.54,1,0.50,1
torchinferno,few_shot,7,1918.37,0.00,2017.36,1,0.50,1
torchinferno,few_shot,8,1917.46,0.00,2017.65,1,0.50,1
torchinferno,few_shot,9,1916.46,0.00,2023.75,1,0.49,1
torchinferno,few_shot,10,1923.08,0.00,2020.36,1,0.49,1
torchinferno,few_shot,11,1923.14,0.00,2021.90,1,0.49,1
torchinferno,few_shot,12,1915.11,0.00,2020.80,1,0.49,1
torchinferno,few_shot,13,1917.81,0.00,2026.63,1,0.49,1
torchinferno,few_shot,14,1922.03,0.00,2028.76,1,0.49,1
torchinferno,few_shot,15,1917.32,0.00,2029.51,1,0.49,1
torchinferno,few_shot,16,1924.02,0.00,2035.34,1,0.49,1
torchinferno,few_shot,17,1918.73,0.00,2030.92,1,0.49,1
torchinferno,few_shot,18,1921.60,0.00,2030.93,1,0.49,1
torchinferno,few_shot,19,777.00,0.00,886.08,1,1.13,1
torchinferno,few_shot,20,1929.36,0.00,2038.85,1,0.49,1
torchinferno,few_shot,21,1926.69,0.00,2040.68,1,0.49,1
torchinferno,few_shot,22,1923.19,0.00,2040.39,1,0.49,1
torchinferno,few_shot,23,1929.95,0.00,2050.66,1,0.49,1
torchinferno,few_shot,24,1934.50,0.00,2050.10,1,0.49,1
torchinferno,few_shot,25,1915.83,0.00,2050.08,1,0.49,1
torchinferno,few_shot,26,1917.31,0.00,2044.72,1,0.49,1
torchinferno,few_shot,27,1915.86,0.00,2047.77,1,0.49,1
torchinferno,few_shot,28,1916.03,0.00,2049.94,1,0.49,1
torchinferno,few_shot,29,1918.72,0.00,2055.56,1,0.49,1
torchinferno,few_shot,30,1917.75,0.00,2053.18,1,0.49,1
torchinferno,few_shot,31,1923.78,0.00,2064.04,1,0.48,1
torchinferno,few_shot,32,1929.66,0.00,2066.59,1,0.48,1
torchinferno,few_shot,33,1929.52,0.00,2068.94,1,0.48,1
torchinferno,few_shot,34,1915.57,176.52,2092.09,2,0.96,1
torchinferno,few_shot,35,1925.12,173.11,2098.23,2,0.95,1
torchinferno,few_shot,36,1927.22,165.04,2092.26,2,0.96,1
torchinferno,few_shot,37,1926.05,168.90,2094.96,2,0.95,1
torchinferno,few_shot,38,1909.68,183.99,2093.67,2,0.96,1
torchinferno,few_shot,39,1914.19,184.80,2098.99,2,0.95,1
torchinferno,few_shot,40,1927.96,173.53,2101.49,2,0.95,1
torchinferno,few_shot,41,1915.95,188.05,2104.00,2,0.95,1
torchinferno,few_shot,42,1912.09,187.17,2099.27,2,0.95,1
torchinferno,few_shot,43,1915.94,185.72,2101.66,2,0.95,1
torchinferno,few_shot,44,1916.00,187.54,2103.54,2,0.95,1
torchinferno,few_shot,45,1923.13,180.02,2103.15,2,0.95,1
torchinferno,few_shot,46,1926.85,183.84,2110.68,2,0.95,1
torchinferno,few_shot,47,1922.44,186.59,2109.03,2,0.95,1
torchinferno,few_shot,48,1920.95,186.97,2107.91,2,0.95,1
torchinferno,few_shot,49,1916.81,197.52,2114.33,2,0.95,1
torchinferno,few_shot,50,1925.32,191.71,2117.03,2,0.94,1
torchinferno,few_shot,51,1918.81,199.47,2118.28,2,0.94,1
torchinferno,few_shot,52,1920.58,197.92,2118.49,2,0.94,1
torchinferno,few_shot,53,1926.79,193.12,2119.92,2,0.94,1
torchinferno,few_shot,54,1925.32,197.29,2122.61,2,0.94,1
torchinferno,few_shot,55,1913.73,207.03,2120.76,2,0.94,1
torchinferno,few_shot,56,1910.97,206.90,2117.87,2,0.94,1
torchinferno,few_shot,57,1916.77,208.77,2125.54,2,0.94,1
torchinferno,few_shot,58,1919.69,201.46,2121.16,2,0.94,1
torchinferno,few_shot,59,1926.06,206.23,2132.29,2,0.94,1
torchinferno,few_shot,60,1914.56,212.97,2127.53,2,0.94,1
torchinferno,few_shot,61,1923.73,200.49,2124.22,2,0.94,1
torchinferno,few_shot,62,1924.94,213.12,2138.06,2,0.94,1
torchinferno,few_shot,63,1919.60,210.51,2130.11,2,0.94,1
torchinferno,few_shot,64,1919.96,216.70,2136.66,2,0.94,1
torchinferno,few_shot,65,201.85,0.00,271.86,1,3.68,1
torchinferno,few_shot,66,191.50,0.00,266.01,1,3.76,1
torchinferno,few_shot,67,192.12,0.00,259.69,1,3.85,1
torchinferno,few_shot,68,214.08,0.00,290.56,1,3.44,1
torchinferno,few_shot,69,219.79,0.00,297.36,1,3.36,1
torchinferno,few_shot,70,215.43,0.00,298.47,1,3.35,1
torchinferno,few_shot,71,164.00,0.00,246.40,1,4.06,1
torchinferno,few_shot,72,161.57,0.00,243.75,1,4.10,1
torchinferno,few_shot,73,178.80,0.00,266.06,1,3.76,1
torchinferno,few_shot,74,207.00,0.00,295.17,1,3.39,1
torchinferno,few_shot,75,180.97,0.00,274.32,1,3.65,1
torchinferno,few_shot,76,167.67,0.00,259.59,1,3.85,1
torchinferno,few_shot,77,217.28,0.00,313.17,1,3.19,1
torchinferno,few_shot,78,189.21,0.00,278.86,1,3.59,1
torchinferno,few_shot,79,181.94,0.00,278.37,1,3.59,1
torchinferno,few_shot,80,225.65,0.00,321.64,1,3.11,1
torchinferno,few_shot,81,174.07,0.00,275.32,1,3.63,1
torchinferno,few_shot,82,188.88,0.00,292.53,1,3.42,1
torchinferno,few_shot,83,207.21,0.00,311.10,1,3.21,1
torchinferno,few_shot,84,216.11,0.00,314.16,1,3.18,1
torchinferno,few_shot,85,196.36,0.00,298.42,1,3.35,1
torchinferno,few_shot,86,183.72,0.00,287.61,1,3.48,1
torchinferno,few_shot,87,182.24,142.33,324.58,2,6.16,1
torchinferno,few_shot,88,197.25,151.21,348.46,2,5.74,1
torchinferno,few_shot,89,174.20,146.55,320.75,2,6.24,1
torchinferno,few_shot,90,178.37,147.74,326.11,2,6.13,1
torchinferno,few_shot,91,212.38,153.43,365.81,2,5.47,1
torchinferno,few_shot,92,204.74,155.08,359.82,2,5.56,1
torchinferno,few_shot,93,194.40,160.30,354.70,2,5.64,1
torchinferno,few_shot,94,209.90,156.27,366.17,2,5.46,1
torchinferno,few_shot,95,197.51,164.55,362.06,2,5.52,1
torchinferno,few_shot,96,194.62,157.80,352.42,2,5.68,1
torchinferno,few_shot,97,194.41,157.76,352.17,2,5.68,1
torchinferno,few_shot,98,412.93,0.00,479.34,1,2.09,1
torchinferno,few_shot,99,407.77,0.00,474.25,1,2.11,1
torchinferno,few_shot,100,426.32,0.00,489.13,1,2.04,1
torchinferno,few_shot,101,404.53,0.00,473.96,1,2.11,1
torchinferno,few_shot,102,385.36,0.00,457.93,1,2.18,1
torchinferno,few_shot,103,207.42,0.00,275.44,1,3.63,1
torchinferno,few_shot,104,411.86,0.00,490.68,1,2.04,1
torchinferno,few_shot,105,417.14,0.00,483.76,1,2.07,1
torchinferno,few_shot,106,419.16,0.00,488.19,1,2.05,1
torchinferno,few_shot,107,407.54,0.00,480.74,1,2.08,1
torchinferno,few_shot,108,218.56,0.00,294.50,1,3.40,1
torchinferno,few_shot,109,221.99,0.00,301.03,1,3.32,1
torchinferno,few_shot,110,212.22,0.00,288.73,1,3.46,1
torchinferno,few_shot,111,222.08,0.00,307.77,1,3.25,1
torchinferno,few_shot,112,211.34,0.00,296.48,1,3.37,1
torchinferno,few_shot,113,406.91,0.00,491.60,1,2.03,1
torchinferno,few_shot,114,197.56,0.00,281.65,1,3.55,1
torchinferno,few_shot,115,405.59,0.00,488.88,1,2.05,1
torchinferno,few_shot,116,191.23,0.00,280.42,1,3.57,1
torchinferno,few_shot,117,415.47,0.00,514.98,1,1.94,1
torchinferno,few_shot,118,388.85,0.00,490.20,1,2.04,1
torchinferno,few_shot,119,400.10,0.00,492.62,1,2.03,1
torchinferno,few_shot,120,220.99,0.00,320.90,1,3.12,1
torchinferno,few_shot,121,214.27,0.00,307.02,1,3.26,1
torchinferno,few_shot,122,196.09,0.00,299.95,1,3.33,1
torchinferno,few_shot,123,423.23,0.00,527.24,1,1.90,1
torchinferno,few_shot,124,435.63,0.00,536.75,1,1.86,1
torchinferno,few_shot,125,405.64,129.77,535.41,2,3.74,1
torchinferno,few_shot,126,389.36,142.89,532.25,2,3.76,1
torchinferno,few_shot,127,193.62,134.72,328.34,2,6.09,1
torchinferno,few_shot,128,389.94,142.30,532.24,2,3.76,1
torchinferno,few_shot,129,403.69,145.83,549.52,2,3.64,1
torchinferno,few_shot,130,201.16,141.74,342.90,2,5.83,1
torchinferno,few_shot,131,401.83,145.51,547.34,2,3.65,1
torchinferno,few_shot,132,413.54,149.26,562.80,2,3.55,1
torchinferno,few_shot,133,413.22,147.33,560.55,2,3.57,1
torchinferno,few_shot,134,415.38,151.89,567.27,2,3.53,1
torchinferno,few_shot,135,416.27,158.20,574.47,2,3.48,1
torchinferno,few_shot,136,395.07,151.52,546.59,2,3.66,1
torchinferno,few_shot,137,203.78,154.34,358.12,2,5.58,1
torchinferno,few_shot,138,194.48,149.52,344.00,2,5.81,1
torchinferno,few_shot,139,195.37,157.45,352.82,2,5.67,1
torchinferno,few_shot,140,222.52,156.48,379.00,2,5.28,1
torchinferno,few_shot,141,420.35,169.32,589.67,2,3.39,1
torchinferno,few_shot,142,191.19,167.59,358.78,2,5.57,1
torchinferno,few_shot,143,195.28,170.29,365.57,2,5.47,1
torchinferno,few_shot,144,392.29,171.91,564.20,2,3.54,1
torchinferno,few_shot,145,400.42,172.22,572.64,2,3.49,1
torchinferno,few_shot,146,207.38,172.04,379.42,2,5.27,1
torchinferno,few_shot,147,195.30,178.02,373.32,2,5.36,1
torchinferno,few_shot,148,421.14,174.10,595.24,2,3.36,1
torchinferno,few_shot,149,380.33,180.81,561.14,2,3.56,1
torchinferno,few_shot,150,191.61,171.08,533.78,3,5.62,0
torchinferno,few_shot,151,444.28,0.00,496.60,1,2.01,1
torchinferno,few_shot,152,392.00,0.00,442.39,1,2.26,1
torchinferno,few_shot,153,666.98,0.00,729.80,1,1.37,1
torchinferno,few_shot,154,369.31,0.00,433.28,1,2.31,1
torchinferno,few_shot,155,667.44,0.00,739.66,1,1.35,1
torchinferno,few_shot,156,439.35,0.00,504.57,1,1.98,1
torchinferno,few_shot,157,384.51,0.00,460.77,1,2.17,1
torchinferno,few_shot,158,384.68,0.00,460.44,1,2.17,1
torchinferno,few_shot,159,438.40,0.00,519.65,1,1.92,1
torchinferno,few_shot,160,376.11,0.00,455.88,1,2.19,1
torchinferno,few_shot,161,464.69,0.00,553.47,1,1.81,1
torchinferno,few_shot,162,371.21,0.00,451.97,1,2.21,1
torchinferno,few_shot,163,453.64,0.00,541.83,1,1.85,1
torchinferno,few_shot,164,396.08,0.00,478.14,1,2.09,1
torchinferno,few_shot,165,367.08,0.00,444.69,1,2.25,1
torchinferno,few_shot,166,453.60,0.00,544.11,1,1.84,1
torchinferno,few_shot,167,360.77,0.00,454.25,1,2.20,1
torchinferno,few_shot,168,458.14,0.00,551.93,1,1.81,1
torchinferno,few_shot,169,357.96,0.00,453.47,1,2.21,1
torchinferno,few_shot,170,458.73,0.00,559.77,1,1.79,1
torchinferno,few_shot,171,375.82,0.00,467.61,1,2.14,1
torchinferno,few_shot,172,473.12,0.00,565.09,1,1.77,1
torchinferno,few_shot,173,439.28,0.00,533.33,1,1.88,1
torchinferno,few_shot,174,447.38,0.00,546.65,1,1.83,1
torchinferno,few_shot,175,454.75,0.00,550.44,1,1.82,1
torchinferno,few_shot,176,674.71,0.00,771.00,1,1.30,1
torchinferno,few_shot,177,365.96,0.00,475.35,1,2.10,1
torchinferno,few_shot,178,367.29,0.00,479.03,1,2.09,1
torchinferno,few_shot,179,669.65,0.00,778.33,1,1.28,1
torchinferno,few_shot,180,447.25,0.00,553.64,1,1.81,1
torchinferno,few_shot,181,403.99,0.00,505.12,1,1.98,1
torchinferno,few_shot,182,668.31,0.00,789.17,1,1.27,1
