model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-25T01:02:59.666531+00:00

Build Times
provider,build_time_s
torchinferno,386.4
vllm,565.9
sglang,267.2

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,132.63,140.77,vllm
ttft_p99_ms,,1024.01,605.73,sglang
tpot_median_ms,,48.02,74.17,vllm
tpot_p99_ms,,120.26,384.06,vllm
e2e_median_ms,,171.72,210.52,vllm
e2e_p99_ms,,1073.03,883.94,sglang
throughput_median_tps,,7.96,5.83,vllm
total_output_tokens,,1463,1461,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,185.20,206.82,vllm
ttft_p99_ms,,437.05,71651.88,vllm
tpot_median_ms,,0.00,0.00,vllm
tpot_p99_ms,,0.00,0.00,vllm
e2e_median_ms,,207.77,338.11,vllm
e2e_p99_ms,,462.63,71734.57,vllm
throughput_median_tps,,4.81,2.96,vllm
total_output_tokens,,1000,1000,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm
unique_final_answers,,1,1,vllm

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,166.19,164.10,sglang
ttft_p99_ms,,313.17,596.55,vllm
tpot_median_ms,,51.84,96.15,vllm
tpot_p99_ms,,175.58,213.61,vllm
e2e_median_ms,,207.47,265.22,vllm
e2e_p99_ms,,423.23,655.33,vllm
throughput_median_tps,,6.45,5.03,vllm
total_output_tokens,,1450,1450,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang
ttft_first_turn_ms,,134.81,120.13,sglang
ttft_last_turn_ms,,166.88,195.40,vllm
ttft_growth_ratio,,1.24,1.63,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,60.83,80.10,vllm
ttft_p99_ms,,2051.65,990.43,sglang
tpot_median_ms,,29.84,45.35,vllm
tpot_p99_ms,,1732.66,141.02,sglang
e2e_median_ms,,84.07,136.89,vllm
e2e_p99_ms,,2099.44,1025.71,sglang
throughput_median_tps,,14.33,10.10,vllm
total_output_tokens,,1471,1470,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,78.10,65.49,sglang
ttft_p99_ms,,182.42,137.55,sglang
tpot_median_ms,,14.75,22.13,vllm
tpot_p99_ms,,22.94,26.54,vllm
e2e_median_ms,,620.40,819.76,vllm
e2e_p99_ms,,1012.88,1545.43,vllm
throughput_median_tps,,58.40,42.85,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,870.48,0.00,870.67,1,1.15,1
vllm,few_shot,1,874.42,0.00,876.92,1,1.14,1
vllm,few_shot,2,873.57,0.00,878.47,1,1.14,1
vllm,few_shot,3,881.55,0.00,881.67,1,1.13,1
vllm,few_shot,4,877.12,0.00,879.85,1,1.14,1
vllm,few_shot,5,874.16,0.00,880.93,1,1.14,1
vllm,few_shot,6,881.11,0.00,883.13,1,1.13,1
vllm,few_shot,7,883.63,0.00,891.28,1,1.12,1
vllm,few_shot,8,881.16,31.40,912.56,2,2.19,1
vllm,few_shot,9,910.38,0.00,928.53,1,1.08,1
vllm,few_shot,10,914.54,0.00,935.19,1,1.07,1
vllm,few_shot,11,913.68,0.00,937.00,1,1.07,1
vllm,few_shot,12,926.95,0.00,946.06,1,1.06,1
vllm,few_shot,13,913.11,45.78,958.89,2,2.09,1
vllm,few_shot,14,911.03,46.57,957.60,2,2.09,1
vllm,few_shot,15,923.79,0.00,955.48,1,1.05,1
vllm,few_shot,16,909.03,49.56,958.59,2,2.09,1
vllm,few_shot,17,911.79,49.82,961.61,2,2.08,1
vllm,few_shot,18,907.35,54.09,961.44,2,2.08,1
vllm,few_shot,19,929.91,0.00,963.36,1,1.04,1
vllm,few_shot,20,912.04,52.41,964.45,2,2.07,1
vllm,few_shot,21,919.63,53.13,972.76,2,2.06,1
vllm,few_shot,22,953.46,0.00,975.27,1,1.03,1
vllm,few_shot,23,941.07,0.00,970.23,1,1.03,1
vllm,few_shot,24,933.87,44.34,978.21,2,2.04,1
vllm,few_shot,25,945.36,0.00,969.94,1,1.03,1
vllm,few_shot,26,923.99,56.22,980.21,2,2.04,1
vllm,few_shot,27,926.98,60.96,987.94,2,2.02,1
vllm,few_shot,28,940.49,0.00,977.87,1,1.02,1
vllm,few_shot,29,941.51,0.00,981.50,1,1.02,1
vllm,few_shot,30,952.23,0.00,980.81,1,1.02,1
vllm,few_shot,31,943.99,0.00,984.29,1,1.02,1
vllm,few_shot,32,942.45,0.00,984.58,1,1.02,1
vllm,few_shot,33,926.56,69.41,995.97,2,2.01,1
vllm,few_shot,34,943.80,92.93,1036.74,2,1.93,1
vllm,few_shot,35,947.72,96.35,1044.07,2,1.92,1
vllm,few_shot,36,971.25,0.00,1037.11,1,0.96,1
vllm,few_shot,37,172.49,0.00,172.73,1,5.79,1
vllm,few_shot,38,947.31,95.47,1042.77,2,1.92,1
vllm,few_shot,39,961.20,0.00,1041.51,1,0.96,1
vllm,few_shot,40,941.99,105.32,1047.31,2,1.91,1
vllm,few_shot,41,975.18,0.00,1047.18,1,0.95,1
vllm,few_shot,42,1024.01,0.00,1043.15,1,0.96,1
vllm,few_shot,43,963.62,83.79,1047.42,2,1.91,1
vllm,few_shot,44,975.61,74.39,1050.00,2,1.90,1
vllm,few_shot,45,150.58,0.00,173.44,1,5.77,1
