model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-16T05:02:46.307109+00:00

Build Times
provider,build_time_s
torchinferno,42.5
vllm,313.1
sglang,193.5

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,141.13,78.00,87.06,vllm
ttft_p99_ms,724.16,166.18,532.66,vllm
tpot_median_ms,32.44,37.66,71.18,torchinferno
tpot_p99_ms,45.28,101.46,871.27,torchinferno
e2e_median_ms,165.42,107.10,147.98,vllm
e2e_p99_ms,741.15,197.84,980.05,vllm
throughput_median_tps,6.99,12.20,8.98,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,57.30,66.53,125.86,torchinferno
ttft_p99_ms,346.53,279.07,70001.47,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,74.26,85.82,202.95,torchinferno
e2e_p99_ms,370.58,316.10,70050.88,vllm
throughput_median_tps,13.47,11.65,4.93,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,188.90,86.15,87.27,vllm
ttft_p99_ms,1010.84,177.69,510.30,vllm
tpot_median_ms,35.38,37.16,77.03,torchinferno
tpot_p99_ms,49.86,124.49,913.02,torchinferno
e2e_median_ms,218.60,114.64,152.97,vllm
e2e_p99_ms,1042.56,229.19,964.52,vllm
throughput_median_tps,5.20,12.01,8.89,vllm
total_output_tokens,1442,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,428.47,86.11,68.41,sglang
ttft_last_turn_ms,172.83,90.32,87.95,sglang
ttft_growth_ratio,0.40,1.05,1.29,torchinferno
ttft_first_turn_median_ms,223.87,79.82,60.82,sglang
ttft_first_turn_p99_ms,1100.26,176.02,108.43,sglang
ttft_last_turn_median_ms,185.90,89.03,88.97,sglang
ttft_last_turn_p99_ms,207.44,187.99,116.89,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.33,35.11,53.05,vllm
ttft_p99_ms,1544.67,102.35,379.05,vllm
tpot_median_ms,34.70,23.14,415.89,vllm
tpot_p99_ms,74.77,34.87,1148.68,vllm
e2e_median_ms,74.44,53.77,461.04,vllm
e2e_p99_ms,1732.37,142.79,1232.92,vllm
throughput_median_tps,19.48,24.48,3.14,vllm
total_output_tokens,1469,1455,1474,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,187.71,47.04,53.12,vllm
ttft_p99_ms,441.81,64.59,90.57,vllm
tpot_median_ms,19.38,15.25,25.36,vllm
tpot_p99_ms,25.47,17.27,91.64,vllm
e2e_median_ms,878.42,576.62,981.73,vllm
e2e_p99_ms,1599.49,1031.67,1794.90,vllm
throughput_median_tps,40.81,60.71,38.21,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,783.46,0.00,794.95,1,1.26,1,,,,,,,1,,,
torchinferno,few_shot,0,1,801.21,23.78,824.99,2,2.42,1,,,,,,,0,,,
torchinferno,few_shot,12,2,673.12,0.00,686.15,1,1.46,1,,,,,,,12,,,
torchinferno,few_shot,25,3,451.95,0.00,465.94,1,2.15,1,,,,,,,25,,,
torchinferno,few_shot,4,4,811.35,0.00,824.54,1,1.21,1,,,,,,,4,,,
torchinferno,few_shot,17,5,588.69,0.00,603.69,1,1.66,1,,,,,,,17,,,
torchinferno,few_shot,7,6,755.60,0.00,774.38,1,1.29,1,,,,,,,7,,,
torchinferno,few_shot,9,7,724.16,0.00,741.15,1,1.35,1,,,,,,,9,,,
torchinferno,few_shot,31,8,349.07,0.00,368.20,1,2.72,1,,,,,,,31,,,
torchinferno,few_shot,29,9,385.34,0.00,403.11,1,2.48,1,,,,,,,29,,,
torchinferno,few_shot,8,10,738.42,0.00,760.67,1,1.31,1,,,,,,,8,,,
torchinferno,few_shot,10,11,705.10,0.00,727.71,1,1.37,1,,,,,,,10,,,
torchinferno,few_shot,28,12,399.47,0.00,422.24,1,2.37,1,,,,,,,28,,,
torchinferno,few_shot,11,13,691.22,0.00,712.20,1,1.40,1,,,,,,,11,,,
torchinferno,few_shot,26,14,434.40,0.00,459.89,1,2.17,1,,,,,,,26,,,
torchinferno,few_shot,24,15,467.85,0.00,494.82,1,2.02,1,,,,,,,24,,,
torchinferno,few_shot,20,16,535.13,29.94,565.06,2,3.54,1,,,,,,,20,,,
torchinferno,few_shot,30,17,366.15,29.42,395.57,2,5.06,1,,,,,,,30,,,
torchinferno,few_shot,19,18,554.48,28.73,583.21,2,3.43,1,,,,,,,19,,,
torchinferno,few_shot,22,19,504.83,28.40,533.23,2,3.75,1,,,,,,,22,,,
torchinferno,few_shot,14,20,640.07,30.65,670.72,2,2.98,1,,,,,,,14,,,
torchinferno,few_shot,5,21,793.12,0.00,824.58,1,1.21,1,,,,,,,5,,,
torchinferno,few_shot,23,22,487.81,31.03,518.85,2,3.85,1,,,,,,,23,,,
torchinferno,few_shot,3,23,827.68,33.51,861.19,2,2.32,1,,,,,,,3,,,
torchinferno,few_shot,33,24,316.49,34.74,351.23,2,5.69,1,,,,,,,33,,,
torchinferno,few_shot,18,25,569.33,37.17,606.50,2,3.30,1,,,,,,,18,,,
torchinferno,few_shot,16,26,603.48,37.93,641.40,2,3.12,1,,,,,,,16,,,
torchinferno,few_shot,2,27,845.44,35.54,880.98,2,2.27,1,,,,,,,2,,,
torchinferno,few_shot,27,28,417.48,38.92,456.40,2,4.38,1,,,,,,,27,,,
torchinferno,few_shot,21,29,521.36,37.93,559.29,2,3.58,1,,,,,,,21,,,
torchinferno,few_shot,13,30,657.13,38.54,695.68,2,2.87,1,,,,,,,13,,,
torchinferno,few_shot,6,31,772.20,42.81,815.01,2,2.45,1,,,,,,,6,,,
torchinferno,few_shot,15,32,622.73,40.79,663.52,2,3.01,1,,,,,,,15,,,
torchinferno,few_shot,32,33,332.81,43.61,376.42,2,5.31,1,,,,,,,32,,,
torchinferno,few_shot,34,34,381.38,0.00,393.90,1,2.54,1,,,,,,,34,,,
torchinferno,few_shot,41,35,263.08,0.00,275.71,1,3.63,1,,,,,,,41,,,
torchinferno,few_shot,48,36,143.34,0.00,157.36,1,6.35,1,,,,,,,48,,,
torchinferno,few_shot,38,37,313.02,0.00,328.36,1,3.05,1,,,,,,,38,,,
torchinferno,few_shot,35,38,362.20,0.00,379.83,1,2.63,1,,,,,,,35,,,
torchinferno,few_shot,43,39,226.50,0.00,244.05,1,4.10,1,,,,,,,43,,,
torchinferno,few_shot,74,40,61.06,0.00,78.53,1,12.73,1,,,,,,,74,,,
torchinferno,few_shot,68,41,65.79,0.00,84.09,1,11.89,1,,,,,,,68,,,
torchinferno,few_shot,69,42,65.30,0.00,83.87,1,11.92,1,,,,,,,69,,,
torchinferno,few_shot,42,43,243.15,0.00,263.82,1,3.79,1,,,,,,,42,,,
torchinferno,few_shot,47,44,160.75,0.00,179.88,1,5.56,1,,,,,,,47,,,
torchinferno,few_shot,37,45,328.22,0.00,350.71,1,2.85,1,,,,,,,37,,,
torchinferno,few_shot,65,46,136.77,0.00,156.82,1,6.38,1,,,,,,,65,,,
torchinferno,few_shot,39,47,295.01,0.00,318.07,1,3.14,1,,,,,,,39,,,
torchinferno,few_shot,66,48,68.61,0.00,90.95,1,11.00,1,,,,,,,66,,,
torchinferno,few_shot,67,49,69.16,0.00,91.15,1,10.97,1,,,,,,,67,,,
torchinferno,few_shot,46,50,178.21,0.00,203.68,1,4.91,1,,,,,,,46,,,
torchinferno,few_shot,64,51,146.03,0.00,174.86,1,5.72,1,,,,,,,64,,,
torchinferno,few_shot,36,52,348.12,27.06,375.18,2,5.33,1,,,,,,,36,,,
torchinferno,few_shot,40,53,277.25,30.86,308.12,2,6.49,1,,,,,,,40,,,
torchinferno,few_shot,51,54,89.91,30.79,120.70,2,16.57,1,,,,,,,51,,,
torchinferno,few_shot,75,55,61.74,29.79,91.53,2,21.85,1,,,,,,,75,,,
torchinferno,few_shot,73,56,64.01,29.90,93.91,2,21.30,1,,,,,,,73,,,
torchinferno,few_shot,52,57,74.03,31.94,105.97,2,18.87,1,,,,,,,52,,,
torchinferno,few_shot,77,58,59.64,32.48,92.12,2,21.71,1,,,,,,,77,,,
torchinferno,few_shot,50,59,108.22,33.11,141.33,2,14.15,1,,,,,,,50,,,
torchinferno,few_shot,44,60,211.43,35.19,246.61,2,8.11,1,,,,,,,44,,,
torchinferno,few_shot,70,61,64.35,37.35,101.70,2,19.67,1,,,,,,,70,,,
torchinferno,few_shot,49,62,126.97,36.03,163.00,2,12.27,1,,,,,,,49,,,
torchinferno,few_shot,45,63,192.71,38.99,231.70,2,8.63,1,,,,,,,45,,,
torchinferno,few_shot,72,64,64.30,0.00,102.52,1,9.75,1,,,,,,,72,,,
torchinferno,few_shot,71,65,65.66,0.00,104.22,1,9.60,1,,,,,,,71,,,
torchinferno,few_shot,76,66,142.04,0.00,153.41,1,6.52,1,,,,,,,76,,,
torchinferno,few_shot,96,67,119.87,0.00,134.10,1,7.46,1,,,,,,,96,,,
torchinferno,few_shot,102,68,65.46,0.00,78.53,1,12.73,1,,,,,,,102,,,
torchinferno,few_shot,53,69,134.51,0.00,149.96,1,6.67,1,,,,,,,53,,,
torchinferno,few_shot,86,70,128.11,0.00,144.55,1,6.92,1,,,,,,,86,,,
torchinferno,few_shot,89,71,127.66,0.00,142.69,1,7.01,1,,,,,,,89,,,
torchinferno,few_shot,55,72,84.09,0.00,100.60,1,9.94,1,,,,,,,55,,,
torchinferno,few_shot,85,73,130.50,0.00,147.18,1,6.79,1,,,,,,,85,,,
torchinferno,few_shot,81,74,135.12,0.00,151.56,1,6.60,1,,,,,,,81,,,
torchinferno,few_shot,100,75,65.67,0.00,84.23,1,11.87,1,,,,,,,100,,,
torchinferno,few_shot,95,76,123.32,0.00,141.63,1,7.06,1,,,,,,,95,,,
torchinferno,few_shot,90,77,127.71,0.00,146.28,1,6.84,1,,,,,,,90,,,
torchinferno,few_shot,92,78,124.44,0.00,144.36,1,6.93,1,,,,,,,92,,,
torchinferno,few_shot,98,79,68.48,0.00,88.83,1,11.26,1,,,,,,,98,,,
torchinferno,few_shot,87,80,127.88,0.00,150.64,1,6.64,1,,,,,,,87,,,
torchinferno,few_shot,88,81,126.73,0.00,150.95,1,6.62,1,,,,,,,88,,,
torchinferno,few_shot,106,82,63.66,0.00,87.01,1,11.49,1,,,,,,,106,,,
torchinferno,few_shot,101,83,65.63,0.00,90.72,1,11.02,1,,,,,,,101,,,
torchinferno,few_shot,84,84,130.61,27.78,158.39,2,12.63,1,,,,,,,84,,,
torchinferno,few_shot,83,85,131.53,28.92,160.45,2,12.46,1,,,,,,,83,,,
torchinferno,few_shot,107,86,61.25,29.52,90.77,2,22.03,1,,,,,,,107,,,
torchinferno,few_shot,97,87,120.19,0.00,149.43,1,6.69,1,,,,,,,97,,,
torchinferno,few_shot,103,88,63.88,31.53,95.41,2,20.96,1,,,,,,,103,,,
torchinferno,few_shot,91,89,124.67,32.35,157.01,2,12.74,1,,,,,,,91,,,
torchinferno,few_shot,80,90,132.81,0.00,166.70,1,6.00,1,,,,,,,80,,,
torchinferno,few_shot,79,91,137.87,31.42,169.29,2,11.81,1,,,,,,,79,,,
torchinferno,few_shot,54,92,101.06,33.63,134.69,2,14.85,1,,,,,,,54,,,
torchinferno,few_shot,93,93,123.62,34.04,157.65,2,12.69,1,,,,,,,93,,,
torchinferno,few_shot,104,94,62.95,36.76,99.71,2,20.06,1,,,,,,,104,,,
torchinferno,few_shot,94,95,121.53,42.16,163.69,2,12.22,1,,,,,,,94,,,
torchinferno,few_shot,82,96,131.74,0.00,175.74,1,5.69,1,,,,,,,82,,,
torchinferno,few_shot,78,97,139.58,41.40,180.97,2,11.05,1,,,,,,,78,,,
torchinferno,few_shot,105,98,146.85,0.00,158.78,1,6.30,1,,,,,,,105,,,
torchinferno,few_shot,112,99,140.72,0.00,154.41,1,6.48,1,,,,,,,112,,,
torchinferno,few_shot,133,100,69.15,0.00,82.18,1,12.17,1,,,,,,,133,,,
torchinferno,few_shot,110,101,141.66,0.00,156.89,1,6.37,1,,,,,,,110,,,
torchinferno,few_shot,109,102,140.98,0.00,158.08,1,6.33,1,,,,,,,109,,,
torchinferno,few_shot,58,103,99.29,0.00,114.60,1,8.73,1,,,,,,,58,,,
torchinferno,few_shot,123,104,131.51,0.00,146.49,1,6.83,1,,,,,,,123,,,
torchinferno,few_shot,129,105,123.80,0.00,140.75,1,7.10,1,,,,,,,129,,,
torchinferno,few_shot,113,106,137.86,0.00,157.77,1,6.34,1,,,,,,,113,,,
torchinferno,few_shot,117,107,134.54,0.00,152.72,1,6.55,1,,,,,,,117,,,
torchinferno,few_shot,115,108,136.24,0.00,155.82,1,6.42,1,,,,,,,115,,,
torchinferno,few_shot,127,109,127.70,0.00,146.05,1,6.85,1,,,,,,,127,,,
torchinferno,few_shot,131,110,68.92,0.00,90.33,1,11.07,1,,,,,,,131,,,
torchinferno,few_shot,122,111,129.78,0.00,152.66,1,6.55,1,,,,,,,122,,,
torchinferno,few_shot,57,112,116.91,0.00,139.15,1,7.19,1,,,,,,,57,,,
torchinferno,few_shot,130,113,72.28,0.00,94.59,1,10.57,1,,,,,,,130,,,
torchinferno,few_shot,119,114,131.49,0.00,157.64,1,6.34,1,,,,,,,119,,,
torchinferno,few_shot,108,115,143.66,26.15,169.81,2,11.78,1,,,,,,,108,,,
torchinferno,few_shot,118,116,133.21,27.15,160.36,2,12.47,1,,,,,,,118,,,
torchinferno,few_shot,116,117,134.34,29.27,163.61,2,12.22,1,,,,,,,116,,,
torchinferno,few_shot,126,118,127.91,27.08,154.99,2,12.90,1,,,,,,,126,,,
torchinferno,few_shot,56,119,151.70,28.20,179.90,2,11.12,1,,,,,,,56,,,
torchinferno,few_shot,124,120,129.13,30.17,159.30,2,12.55,1,,,,,,,124,,,
torchinferno,few_shot,99,121,148.90,32.67,181.57,2,11.01,1,,,,,,,99,,,
torchinferno,few_shot,120,122,133.11,32.31,165.42,2,12.09,1,,,,,,,120,,,
torchinferno,few_shot,128,123,123.66,34.83,158.49,2,12.62,1,,,,,,,128,,,
torchinferno,few_shot,125,124,126.59,35.53,162.12,2,12.34,1,,,,,,,125,,,
torchinferno,few_shot,135,125,66.73,35.96,102.69,2,19.48,1,,,,,,,135,,,
torchinferno,few_shot,59,126,80.12,38.68,118.80,2,16.83,1,,,,,,,59,,,
torchinferno,few_shot,111,127,142.98,37.33,180.31,2,11.09,1,,,,,,,111,,,
torchinferno,few_shot,121,128,133.66,40.22,173.88,2,11.50,1,,,,,,,121,,,
torchinferno,few_shot,114,129,135.58,45.87,181.45,2,11.02,1,,,,,,,114,,,
torchinferno,few_shot,137,130,149.32,0.00,160.19,1,6.24,1,,,,,,,137,,,
torchinferno,few_shot,153,131,134.24,0.00,146.26,1,6.84,1,,,,,,,153,,,
torchinferno,few_shot,142,132,142.82,0.00,158.10,1,6.33,1,,,,,,,142,,,
torchinferno,few_shot,148,133,138.75,0.00,151.59,1,6.60,1,,,,,,,148,,,
torchinferno,few_shot,138,134,148.55,0.00,162.89,1,6.14,1,,,,,,,138,,,
torchinferno,few_shot,134,135,150.61,0.00,166.13,1,6.02,1,,,,,,,134,,,
torchinferno,few_shot,158,136,128.88,0.00,146.00,1,6.85,1,,,,,,,158,,,
torchinferno,few_shot,157,137,129.71,0.00,148.24,1,6.75,1,,,,,,,157,,,
torchinferno,few_shot,156,138,130.83,0.00,149.62,1,6.68,1,,,,,,,156,,,
torchinferno,few_shot,160,139,122.03,0.00,141.83,1,7.05,1,,,,,,,160,,,
torchinferno,few_shot,145,140,140.49,0.00,162.04,1,6.17,1,,,,,,,145,,,
torchinferno,few_shot,136,141,148.39,0.00,169.66,1,5.89,1,,,,,,,136,,,
torchinferno,few_shot,159,142,123.36,0.00,147.15,1,6.80,1,,,,,,,159,,,
torchinferno,few_shot,60,143,147.78,0.00,170.32,1,5.87,1,,,,,,,60,,,
torchinferno,few_shot,139,144,144.95,28.45,173.40,2,11.53,1,,,,,,,139,,,
torchinferno,few_shot,144,145,142.57,27.31,169.88,2,11.77,1,,,,,,,144,,,
torchinferno,few_shot,149,146,137.24,27.54,164.78,2,12.14,1,,,,,,,149,,,
torchinferno,few_shot,61,147,115.82,28.56,144.38,2,13.85,1,,,,,,,61,,,
torchinferno,few_shot,150,148,136.59,28.67,165.26,2,12.10,1,,,,,,,150,,,
torchinferno,few_shot,151,149,133.60,31.12,164.72,2,12.14,1,,,,,,,151,,,
torchinferno,few_shot,152,150,135.16,29.20,164.36,2,12.17,1,,,,,,,152,,,
torchinferno,few_shot,63,151,83.35,29.20,112.55,2,17.77,1,,,,,,,63,,,
torchinferno,few_shot,140,152,144.00,33.08,177.08,2,11.29,1,,,,,,,140,,,
torchinferno,few_shot,154,153,133.75,31.17,164.92,2,12.13,1,,,,,,,154,,,
torchinferno,few_shot,146,154,139.25,34.49,173.74,2,11.51,1,,,,,,,146,,,
torchinferno,few_shot,161,155,121.15,35.07,156.22,2,12.80,1,,,,,,,161,,,
torchinferno,few_shot,155,156,132.32,35.72,168.04,2,11.90,1,,,,,,,155,,,
torchinferno,few_shot,62,157,99.90,35.69,135.59,2,14.75,1,,,,,,,62,,,
torchinferno,few_shot,132,158,151.73,37.31,189.04,2,10.58,1,,,,,,,132,,,
torchinferno,few_shot,141,159,146.67,36.56,183.23,2,10.91,1,,,,,,,141,,,
torchinferno,few_shot,143,160,144.49,38.41,182.90,2,10.94,1,,,,,,,143,,,
torchinferno,few_shot,147,161,138.86,20.89,180.63,3,16.61,0,,,,,,,147,,,
torchinferno,few_shot,169,162,156.85,0.00,168.53,1,5.93,1,,,,,,,169,,,
torchinferno,few_shot,191,163,134.85,0.00,147.70,1,6.77,1,,,,,,,191,,,
torchinferno,few_shot,171,164,157.01,0.00,168.53,1,5.93,1,,,,,,,171,,,
torchinferno,few_shot,163,165,160.48,0.00,174.32,1,5.74,1,,,,,,,163,,,
torchinferno,few_shot,178,166,147.69,0.00,164.09,1,6.09,1,,,,,,,178,,,
torchinferno,few_shot,179,167,147.05,0.00,163.60,1,6.11,1,,,,,,,179,,,
torchinferno,few_shot,180,168,145.95,0.00,163.43,1,6.12,1,,,,,,,180,,,
torchinferno,few_shot,162,169,161.10,0.00,178.51,1,5.60,1,,,,,,,162,,,
torchinferno,few_shot,189,170,138.30,0.00,156.14,1,6.40,1,,,,,,,189,,,
torchinferno,few_shot,166,171,158.68,0.00,177.45,1,5.64,1,,,,,,,166,,,
