model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-11T00:02:48.601184+00:00

Build Times
provider,build_time_s
torchinferno,36.6
vllm,246.9
sglang,207.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,141.21,76.96,77.54,vllm
ttft_p99_ms,715.33,180.93,505.89,vllm
tpot_median_ms,31.26,37.00,66.10,torchinferno
tpot_p99_ms,42.98,120.75,843.26,torchinferno
e2e_median_ms,165.42,105.34,129.16,vllm
e2e_p99_ms,731.46,222.96,938.46,vllm
throughput_median_tps,6.89,12.46,10.39,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,24.05,75.57,120.77,torchinferno
ttft_p99_ms,122.11,280.10,70094.81,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,24.63,92.62,197.04,torchinferno
e2e_p99_ms,122.18,303.65,70526.44,torchinferno
throughput_median_tps,40.60,10.80,5.08,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,75.89,77.83,vllm
ttft_p99_ms,,162.02,530.35,vllm
tpot_median_ms,,34.21,74.58,vllm
tpot_p99_ms,,121.92,903.51,vllm
e2e_median_ms,,103.14,134.06,vllm
e2e_p99_ms,,227.73,947.97,vllm
throughput_median_tps,,12.76,9.82,vllm
total_output_tokens,,1450,1450,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,
ttft_first_turn_ms,,77.17,60.58,sglang
ttft_last_turn_ms,,81.01,80.06,sglang
ttft_growth_ratio,,1.05,1.32,vllm
ttft_first_turn_median_ms,,71.37,57.55,sglang
ttft_first_turn_p99_ms,,148.18,99.74,sglang
ttft_last_turn_median_ms,,73.15,82.28,vllm
ttft_last_turn_p99_ms,,180.73,103.87,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,33.36,48.87,vllm
ttft_p99_ms,,101.78,471.55,vllm
tpot_median_ms,,22.06,364.49,vllm
tpot_p99_ms,,38.20,1026.76,vllm
e2e_median_ms,,50.45,456.20,vllm
e2e_p99_ms,,137.68,1072.69,vllm
throughput_median_tps,,25.84,3.17,vllm
total_output_tokens,,1467,1448,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,45.78,48.22,vllm
ttft_p99_ms,,63.52,122.44,vllm
tpot_median_ms,,14.98,24.46,vllm
tpot_p99_ms,,17.33,67.54,vllm
e2e_median_ms,,567.38,901.14,vllm
e2e_p99_ms,,1015.56,1690.48,vllm
throughput_median_tps,,62.19,39.64,vllm
total_output_tokens,,36715,36715,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,771.67,0.00,783.64,1,1.28,1,,,,,,,1,,,
torchinferno,few_shot,0,1,788.85,24.29,813.14,2,2.46,1,,,,,,,0,,,
torchinferno,few_shot,5,2,781.61,0.00,795.10,1,1.26,1,,,,,,,5,,,
torchinferno,few_shot,4,3,797.74,0.00,812.57,1,1.23,1,,,,,,,4,,,
torchinferno,few_shot,31,4,347.91,0.00,362.65,1,2.76,1,,,,,,,31,,,
torchinferno,few_shot,12,5,664.79,0.00,680.56,1,1.47,1,,,,,,,12,,,
torchinferno,few_shot,9,6,715.33,0.00,731.46,1,1.37,1,,,,,,,9,,,
torchinferno,few_shot,17,7,580.70,0.00,598.75,1,1.67,1,,,,,,,17,,,
torchinferno,few_shot,25,8,448.03,0.00,464.91,1,2.15,1,,,,,,,25,,,
torchinferno,few_shot,11,9,680.53,0.00,699.90,1,1.43,1,,,,,,,11,,,
torchinferno,few_shot,10,10,699.60,0.00,716.96,1,1.39,1,,,,,,,10,,,
torchinferno,few_shot,8,11,730.73,0.00,750.85,1,1.33,1,,,,,,,8,,,
torchinferno,few_shot,28,12,398.51,0.00,417.37,1,2.40,1,,,,,,,28,,,
torchinferno,few_shot,24,13,463.15,0.00,484.96,1,2.06,1,,,,,,,24,,,
torchinferno,few_shot,26,14,430.07,0.00,452.06,1,2.21,1,,,,,,,26,,,
torchinferno,few_shot,7,15,746.86,0.00,770.32,1,1.30,1,,,,,,,7,,,
torchinferno,few_shot,29,16,380.65,0.00,404.09,1,2.47,1,,,,,,,29,,,
torchinferno,few_shot,14,17,631.66,28.16,659.82,2,3.03,1,,,,,,,14,,,
torchinferno,few_shot,6,18,763.43,30.23,793.66,2,2.52,1,,,,,,,6,,,
torchinferno,few_shot,27,19,414.81,28.43,443.24,2,4.51,1,,,,,,,27,,,
torchinferno,few_shot,13,20,647.63,30.37,678.00,2,2.95,1,,,,,,,13,,,
torchinferno,few_shot,15,21,614.11,31.08,645.19,2,3.10,1,,,,,,,15,,,
torchinferno,few_shot,30,22,364.12,30.74,394.87,2,5.06,1,,,,,,,30,,,
torchinferno,few_shot,16,23,599.41,30.23,629.64,2,3.18,1,,,,,,,16,,,
torchinferno,few_shot,32,24,331.83,31.02,362.85,2,5.51,1,,,,,,,32,,,
torchinferno,few_shot,2,25,830.06,34.06,864.12,2,2.31,1,,,,,,,2,,,
torchinferno,few_shot,21,26,515.43,32.62,548.05,2,3.65,1,,,,,,,21,,,
torchinferno,few_shot,20,27,532.93,32.59,565.52,2,3.54,1,,,,,,,20,,,
torchinferno,few_shot,22,28,499.86,32.67,532.52,2,3.76,1,,,,,,,22,,,
torchinferno,few_shot,19,29,549.06,34.66,583.72,2,3.43,1,,,,,,,19,,,
torchinferno,few_shot,18,30,565.37,35.57,600.94,2,3.33,1,,,,,,,18,,,
torchinferno,few_shot,33,31,314.00,36.97,350.97,2,5.70,1,,,,,,,33,,,
torchinferno,few_shot,3,32,813.57,39.10,852.66,2,2.35,1,,,,,,,3,,,
torchinferno,few_shot,23,33,483.17,37.79,520.96,2,3.84,1,,,,,,,23,,,
torchinferno,few_shot,34,34,382.91,0.00,394.88,1,2.53,1,,,,,,,34,,,
torchinferno,few_shot,71,35,68.12,0.00,80.51,1,12.42,1,,,,,,,71,,,
