model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-13T01:02:25.446688+00:00

Build Times
provider,build_time_s
torchinferno,42.6
vllm,212.7
sglang,156.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,141.71,71.08,77.41,vllm
ttft_p99_ms,731.84,159.77,532.07,vllm
tpot_median_ms,32.16,38.56,65.56,torchinferno
tpot_p99_ms,45.24,91.91,909.15,torchinferno
e2e_median_ms,166.30,100.60,134.57,vllm
e2e_p99_ms,748.41,226.61,862.34,vllm
throughput_median_tps,6.96,12.71,10.15,vllm
total_output_tokens,1460,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,64.68,78.47,123.88,torchinferno
ttft_p99_ms,339.45,313.12,70771.91,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,84.17,100.93,206.00,torchinferno
e2e_p99_ms,361.42,327.98,70834.93,vllm
throughput_median_tps,11.88,9.91,4.85,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,190.04,77.81,84.41,vllm
ttft_p99_ms,1019.00,179.68,502.27,vllm
tpot_median_ms,34.53,34.10,80.28,vllm
tpot_p99_ms,44.22,114.45,903.75,torchinferno
e2e_median_ms,217.85,104.37,146.70,vllm
e2e_p99_ms,1046.07,220.94,959.89,vllm
throughput_median_tps,5.12,12.61,9.19,vllm
total_output_tokens,1442,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,435.68,80.39,64.68,sglang
ttft_last_turn_ms,174.69,80.85,88.90,vllm
ttft_growth_ratio,0.40,1.01,1.37,torchinferno
ttft_first_turn_median_ms,242.05,72.42,62.71,sglang
ttft_first_turn_p99_ms,1101.49,180.42,105.09,sglang
ttft_last_turn_median_ms,187.22,75.74,91.25,vllm
ttft_last_turn_p99_ms,207.32,162.77,113.39,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.85,37.26,51.41,vllm
ttft_p99_ms,1019.75,93.47,95.59,vllm
tpot_median_ms,35.12,27.30,430.83,vllm
tpot_p99_ms,88.60,35.51,1068.65,vllm
e2e_median_ms,76.12,56.00,447.58,vllm
e2e_p99_ms,1033.96,131.66,1113.70,vllm
throughput_median_tps,19.55,22.61,3.24,vllm
total_output_tokens,1473,1463,1474,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,185.28,47.07,51.04,vllm
ttft_p99_ms,411.48,67.77,449.54,vllm
tpot_median_ms,19.29,15.61,24.59,vllm
tpot_p99_ms,24.38,19.74,64.40,vllm
e2e_median_ms,842.67,584.68,918.98,vllm
e2e_p99_ms,1537.87,1071.96,1715.73,vllm
throughput_median_tps,40.90,59.89,39.27,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,789.11,0.00,800.98,1,1.25,1,,,,,,,1,,,
torchinferno,few_shot,0,1,805.90,23.78,829.67,2,2.41,1,,,,,,,0,,,
torchinferno,few_shot,4,2,815.43,0.00,828.93,1,1.21,1,,,,,,,4,,,
torchinferno,few_shot,5,3,797.99,0.00,812.86,1,1.23,1,,,,,,,5,,,
torchinferno,few_shot,26,4,442.38,0.00,458.91,1,2.18,1,,,,,,,26,,,
torchinferno,few_shot,8,5,744.75,0.00,762.87,1,1.31,1,,,,,,,8,,,
torchinferno,few_shot,12,6,677.94,0.00,696.30,1,1.44,1,,,,,,,12,,,
torchinferno,few_shot,28,7,411.97,0.00,427.54,1,2.34,1,,,,,,,28,,,
torchinferno,few_shot,9,8,731.84,0.00,748.41,1,1.34,1,,,,,,,9,,,
torchinferno,few_shot,17,9,596.58,0.00,614.05,1,1.63,1,,,,,,,17,,,
torchinferno,few_shot,25,10,461.80,0.00,480.07,1,2.08,1,,,,,,,25,,,
torchinferno,few_shot,11,11,694.75,0.00,716.75,1,1.40,1,,,,,,,11,,,
torchinferno,few_shot,29,12,394.68,0.00,414.10,1,2.41,1,,,,,,,29,,,
torchinferno,few_shot,31,13,358.74,0.00,381.18,1,2.62,1,,,,,,,31,,,
torchinferno,few_shot,7,14,765.92,0.00,786.55,1,1.27,1,,,,,,,7,,,
torchinferno,few_shot,10,15,711.29,0.00,736.44,1,1.36,1,,,,,,,10,,,
torchinferno,few_shot,24,16,477.68,0.00,501.18,1,2.00,1,,,,,,,24,,,
torchinferno,few_shot,27,17,426.70,29.45,456.15,2,4.38,1,,,,,,,27,,,
torchinferno,few_shot,6,18,778.76,32.32,811.07,2,2.47,1,,,,,,,6,,,
torchinferno,few_shot,33,19,326.51,30.27,356.78,2,5.61,1,,,,,,,33,,,
torchinferno,few_shot,21,20,526.47,33.11,559.58,2,3.57,1,,,,,,,21,,,
torchinferno,few_shot,14,21,644.16,33.90,678.06,2,2.95,1,,,,,,,14,,,
torchinferno,few_shot,23,22,493.53,33.49,527.02,2,3.79,1,,,,,,,23,,,
torchinferno,few_shot,18,23,576.81,35.10,611.91,2,3.27,1,,,,,,,18,,,
torchinferno,few_shot,32,24,343.96,32.94,376.89,2,5.31,1,,,,,,,32,,,
torchinferno,few_shot,20,25,545.52,35.88,581.39,2,3.44,1,,,,,,,20,,,
torchinferno,few_shot,13,26,663.64,37.05,700.69,2,2.85,1,,,,,,,13,,,
torchinferno,few_shot,22,27,509.91,39.69,549.59,2,3.64,1,,,,,,,22,,,
torchinferno,few_shot,16,28,612.86,39.68,652.54,2,3.06,1,,,,,,,16,,,
torchinferno,few_shot,2,29,849.23,41.90,891.13,2,2.24,1,,,,,,,2,,,
torchinferno,few_shot,30,30,377.45,40.97,418.43,2,4.78,1,,,,,,,30,,,
torchinferno,few_shot,19,31,562.22,42.86,605.08,2,3.31,1,,,,,,,19,,,
torchinferno,few_shot,3,32,832.20,44.32,876.52,2,2.28,1,,,,,,,3,,,
torchinferno,few_shot,15,33,628.45,45.93,674.38,2,2.97,1,,,,,,,15,,,
torchinferno,few_shot,34,34,394.71,0.00,406.66,1,2.46,1,,,,,,,34,,,
torchinferno,few_shot,38,35,327.27,0.00,339.71,1,2.94,1,,,,,,,38,,,
torchinferno,few_shot,66,36,71.08,0.00,84.92,1,11.78,1,,,,,,,66,,,
torchinferno,few_shot,48,37,156.89,0.00,172.48,1,5.80,1,,,,,,,48,,,
torchinferno,few_shot,67,38,70.07,0.00,85.68,1,11.67,1,,,,,,,67,,,
