model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-22T10:03:29.683010

Build Times
provider,build_time_s
torchinferno,325.4
vllm,1264.0
sglang,182.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,286.88,152.61,140.31,sglang
ttft_p99_ms,1593.70,524.14,5504.21,vllm
tpot_median_ms,149.97,55.37,75.85,vllm
tpot_p99_ms,207.32,176.75,7571.69,vllm
e2e_median_ms,383.88,202.65,211.19,vllm
e2e_p99_ms,1781.77,654.53,13023.25,vllm
throughput_median_tps,3.91,6.93,5.75,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,248.88,196.55,198.93,vllm
ttft_p99_ms,1669.06,466.65,70940.76,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,306.77,219.43,340.53,vllm
e2e_p99_ms,1684.39,493.20,71056.49,vllm
throughput_median_tps,3.26,4.56,2.94,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,656.78,179.61,159.95,sglang
ttft_p99_ms,2035.78,333.81,638.57,vllm
tpot_median_ms,102.89,60.54,100.96,vllm
tpot_p99_ms,549.95,190.49,238.69,vllm
e2e_median_ms,760.63,236.25,261.06,vllm
e2e_p99_ms,2159.28,417.61,679.50,vllm
throughput_median_tps,1.69,5.98,5.00,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,1014.91,142.73,109.74,sglang
ttft_last_turn_ms,665.29,179.98,185.65,vllm
ttft_growth_ratio,0.66,1.26,1.69,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,400.73,57.92,75.61,vllm
ttft_p99_ms,923.71,133.48,484.20,vllm
tpot_median_ms,129.55,26.67,69.09,vllm
tpot_p99_ms,148.49,97.37,483.93,vllm
e2e_median_ms,514.91,78.21,158.05,vllm
e2e_p99_ms,1041.97,157.14,583.42,vllm
throughput_median_tps,2.69,15.39,9.21,vllm
total_output_tokens,1500,1467,1479,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,822.62,73.48,67.47,sglang
ttft_p99_ms,2381.23,128.07,131.12,vllm
tpot_median_ms,18.72,15.06,22.64,vllm
tpot_p99_ms,35.07,22.07,27.65,vllm
e2e_median_ms,1443.62,615.95,838.64,vllm
e2e_p99_ms,3306.54,1017.81,1594.44,vllm
throughput_median_tps,23.90,58.27,41.56,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,797.13,191.19,988.32,2,2.02,1
torchinferno,few_shot,1,1584.11,0.00,1670.24,1,0.60,1
torchinferno,few_shot,2,1585.69,0.00,1677.04,1,0.60,1
torchinferno,few_shot,3,1587.87,0.00,1675.08,1,0.60,1
torchinferno,few_shot,4,1588.69,0.00,1678.23,1,0.60,1
torchinferno,few_shot,5,1579.05,0.00,1675.53,1,0.60,1
torchinferno,few_shot,6,1582.59,0.00,1668.39,1,0.60,1
torchinferno,few_shot,7,1591.40,0.00,1680.03,1,0.60,1
torchinferno,few_shot,8,1592.40,0.00,1680.18,1,0.60,1
torchinferno,few_shot,9,600.42,0.00,699.96,1,1.43,1
torchinferno,few_shot,10,1586.77,0.00,1678.68,1,0.60,1
torchinferno,few_shot,11,1587.37,0.00,1679.61,1,0.60,1
torchinferno,few_shot,12,1599.94,0.00,1693.27,1,0.59,1
torchinferno,few_shot,13,1579.22,0.00,1690.41,1,0.59,1
torchinferno,few_shot,14,1577.43,0.00,1683.97,1,0.59,1
torchinferno,few_shot,15,1574.34,0.00,1683.80,1,0.59,1
torchinferno,few_shot,16,1583.52,0.00,1698.31,1,0.59,1
torchinferno,few_shot,17,1588.12,0.00,1694.97,1,0.59,1
torchinferno,few_shot,18,1590.37,0.00,1694.92,1,0.59,1
torchinferno,few_shot,19,1596.25,0.00,1700.46,1,0.59,1
torchinferno,few_shot,20,1578.12,0.00,1692.81,1,0.59,1
torchinferno,few_shot,21,1600.77,0.00,1706.94,1,0.59,1
torchinferno,few_shot,22,1582.37,0.00,1707.55,1,0.59,1
torchinferno,few_shot,23,1581.55,0.00,1705.91,1,0.59,1
torchinferno,few_shot,24,1577.61,0.00,1697.34,1,0.59,1
torchinferno,few_shot,25,1591.70,0.00,1710.26,1,0.58,1
torchinferno,few_shot,26,1601.85,0.00,1718.01,1,0.58,1
torchinferno,few_shot,27,1578.56,0.00,1704.38,1,0.59,1
torchinferno,few_shot,28,1593.70,0.00,1720.42,1,0.58,1
torchinferno,few_shot,29,1574.55,0.00,1708.98,1,0.59,1
torchinferno,few_shot,30,1598.44,0.00,1726.80,1,0.58,1
torchinferno,few_shot,31,1594.69,0.00,1722.53,1,0.58,1
torchinferno,few_shot,32,1591.65,0.00,1731.88,1,0.58,1
torchinferno,few_shot,33,1595.29,0.00,1737.62,1,0.58,1
torchinferno,few_shot,34,1579.65,160.40,1740.05,2,1.15,1
torchinferno,few_shot,35,1581.17,172.49,1753.66,2,1.14,1
torchinferno,few_shot,36,1585.63,173.69,1759.32,2,1.14,1
torchinferno,few_shot,37,1581.97,175.94,1757.91,2,1.14,1
torchinferno,few_shot,38,1583.17,172.97,1756.13,2,1.14,1
torchinferno,few_shot,39,1573.57,175.02,1748.59,2,1.14,1
torchinferno,few_shot,40,1588.33,172.65,1760.98,2,1.14,1
torchinferno,few_shot,41,1574.07,178.41,1752.49,2,1.14,1
torchinferno,few_shot,42,1581.44,175.30,1756.73,2,1.14,1
torchinferno,few_shot,43,1574.27,180.77,1755.04,2,1.14,1
torchinferno,few_shot,44,1588.67,179.83,1768.50,2,1.13,1
torchinferno,few_shot,45,1572.75,186.35,1759.10,2,1.14,1
