model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-14T09:02:46.746731

Build Times
provider,build_time_s
torchinferno,339.6
vllm,1285.7
sglang,209.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,282.63,171.11,142.61,sglang
ttft_p99_ms,2213.63,294.70,1289.82,vllm
tpot_median_ms,80.93,61.56,71.87,vllm
tpot_p99_ms,634.97,176.19,393.05,vllm
e2e_median_ms,355.52,226.95,213.55,sglang
e2e_p99_ms,2307.31,379.76,1663.22,vllm
throughput_median_tps,3.50,6.41,5.57,vllm
total_output_tokens,1461,1462,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,325.48,210.92,207.47,sglang
ttft_p99_ms,597.42,521.27,71048.57,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,443.97,236.77,334.99,vllm
e2e_p99_ms,731.55,546.50,71134.44,vllm
throughput_median_tps,2.25,4.22,2.99,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,717.00,175.60,171.93,sglang
ttft_p99_ms,1682.31,330.15,873.59,vllm
tpot_median_ms,68.09,59.85,105.69,vllm
tpot_p99_ms,193.74,207.56,220.56,torchinferno
e2e_median_ms,807.34,229.34,268.85,vllm
e2e_p99_ms,1761.87,412.60,997.42,vllm
throughput_median_tps,1.57,6.14,5.05,vllm
total_output_tokens,1450,1458,1450,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,740.32,143.89,125.15,sglang
ttft_last_turn_ms,1060.43,171.03,187.29,vllm
ttft_growth_ratio,1.43,1.19,1.50,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,269.25,62.19,79.82,vllm
ttft_p99_ms,1008.35,2063.51,870.81,sglang
tpot_median_ms,49.58,28.80,44.16,vllm
tpot_p99_ms,289.79,883.68,150.01,sglang
e2e_median_ms,313.19,83.42,138.23,vllm
e2e_p99_ms,1213.33,2093.12,911.96,sglang
throughput_median_tps,4.45,14.35,9.97,vllm
total_output_tokens,1485,1461,1469,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.96,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,340.97,79.26,68.32,sglang
ttft_p99_ms,1360.18,218.53,143.79,sglang
tpot_median_ms,21.40,15.02,22.21,vllm
tpot_p99_ms,43.77,23.38,27.30,vllm
e2e_median_ms,1113.51,635.24,854.64,vllm
e2e_p99_ms,2105.04,1015.72,1597.77,vllm
throughput_median_tps,32.75,57.30,41.87,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1042.66,0.00,1050.47,1,0.95,1
torchinferno,few_shot,1,1046.62,0.00,1055.72,1,0.95,1
torchinferno,few_shot,2,1043.30,270.83,1314.13,2,1.52,1
torchinferno,few_shot,3,1692.57,0.00,2221.03,1,0.45,1
torchinferno,few_shot,4,1689.19,0.00,2225.20,1,0.45,1
torchinferno,few_shot,5,1668.69,0.00,2210.42,1,0.45,1
torchinferno,few_shot,6,1682.40,0.00,2232.00,1,0.45,1
torchinferno,few_shot,7,1688.39,0.00,2236.44,1,0.45,1
torchinferno,few_shot,8,1673.64,0.00,2221.85,1,0.45,1
torchinferno,few_shot,9,1694.03,0.00,2240.37,1,0.45,1
torchinferno,few_shot,10,1688.49,0.00,2241.36,1,0.45,1
torchinferno,few_shot,11,1666.41,0.00,2227.00,1,0.45,1
torchinferno,few_shot,12,1688.85,564.37,2253.22,2,0.89,1
torchinferno,few_shot,13,1670.18,563.41,2233.59,2,0.90,1
torchinferno,few_shot,14,1692.83,553.52,2246.35,2,0.89,1
torchinferno,few_shot,15,1673.35,0.00,2238.61,1,0.45,1
torchinferno,few_shot,16,1680.63,573.00,2253.63,2,0.89,1
torchinferno,few_shot,17,1674.48,0.00,2240.01,1,0.45,1
torchinferno,few_shot,18,1698.86,563.07,2261.93,2,0.88,1
torchinferno,few_shot,19,1680.29,0.00,2244.73,1,0.45,1
torchinferno,few_shot,20,2215.81,24.54,2240.36,2,0.89,1
torchinferno,few_shot,21,1690.28,571.17,2261.45,2,0.88,1
torchinferno,few_shot,22,1669.84,576.47,2246.31,2,0.89,1
torchinferno,few_shot,23,1667.47,0.00,2248.01,1,0.44,1
torchinferno,few_shot,24,1180.08,0.00,1217.41,1,0.82,1
torchinferno,few_shot,25,2229.34,0.00,2244.94,1,0.45,1
torchinferno,few_shot,26,1667.13,584.49,2251.62,2,0.89,1
torchinferno,few_shot,27,1674.15,0.00,2257.09,1,0.44,1
torchinferno,few_shot,28,2240.47,0.00,2250.95,1,0.44,1
torchinferno,few_shot,29,1674.62,0.00,2254.06,1,0.44,1
torchinferno,few_shot,30,1224.60,0.00,1224.88,1,0.82,1
torchinferno,few_shot,31,1683.62,589.71,2273.33,2,0.88,1
torchinferno,few_shot,32,2216.03,41.61,2257.64,2,0.89,1
torchinferno,few_shot,33,2207.41,50.10,2257.51,2,0.89,1
torchinferno,few_shot,34,2213.63,50.85,2264.48,2,0.88,1
torchinferno,few_shot,35,1678.15,0.00,2273.74,1,0.44,1
torchinferno,few_shot,36,1668.89,601.08,2269.97,2,0.88,1
torchinferno,few_shot,37,1682.59,604.32,2286.91,2,0.87,1
torchinferno,few_shot,38,1670.70,600.28,2270.98,2,0.88,1
torchinferno,few_shot,39,1674.95,0.00,2276.27,1,0.44,1
torchinferno,few_shot,40,1687.20,599.44,2286.64,2,0.87,1
torchinferno,few_shot,41,1677.94,0.00,2282.33,1,0.44,1
torchinferno,few_shot,42,2206.36,69.95,2276.31,2,0.88,1
torchinferno,few_shot,43,1677.22,0.00,2283.90,1,0.44,1
torchinferno,few_shot,44,1674.14,612.70,2286.84,2,0.87,1
torchinferno,few_shot,45,2209.90,72.61,2282.51,2,0.88,1
