model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-20T13:08:43.931283

Build Times
provider,build_time_s
torchinferno,275.9
vllm,1154.1
sglang,205.8

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,286.36,167.50,135.14,sglang
ttft_p99_ms,1410.70,490.64,4441.67,vllm
tpot_median_ms,148.51,55.29,76.54,vllm
tpot_p99_ms,211.66,181.39,7309.53,vllm
e2e_median_ms,384.82,223.34,206.77,sglang
e2e_p99_ms,1600.49,645.17,11728.16,vllm
throughput_median_tps,4.13,6.59,5.88,vllm
total_output_tokens,1461,1461,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,285.17,211.96,186.90,sglang
ttft_p99_ms,1332.30,275.92,70583.35,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,307.53,292.82,323.64,vllm
e2e_p99_ms,1386.28,378.82,70675.52,vllm
throughput_median_tps,3.25,3.42,3.09,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,541.62,173.83,158.18,sglang
ttft_p99_ms,1542.60,349.50,597.57,vllm
tpot_median_ms,128.23,60.45,91.91,vllm
tpot_p99_ms,480.63,206.30,226.48,vllm
e2e_median_ms,635.17,227.00,256.71,vllm
e2e_p99_ms,1658.51,435.78,670.35,vllm
throughput_median_tps,2.06,6.09,5.20,vllm
total_output_tokens,1462,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,823.24,146.98,106.82,sglang
ttft_last_turn_ms,455.86,165.68,193.23,vllm
ttft_growth_ratio,0.55,1.13,1.81,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,313.69,57.98,75.26,vllm
ttft_p99_ms,972.68,118.39,624.37,vllm
tpot_median_ms,127.90,26.70,57.54,vllm
tpot_p99_ms,150.68,72.93,158.89,vllm
e2e_median_ms,409.74,77.98,150.74,vllm
e2e_p99_ms,1083.68,148.03,659.41,vllm
throughput_median_tps,3.36,15.71,9.67,vllm
total_output_tokens,1457,1469,1460,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,739.34,77.83,65.80,sglang
ttft_p99_ms,2740.59,253.37,120.30,sglang
tpot_median_ms,15.96,14.87,22.19,vllm
tpot_p99_ms,118.39,20.94,27.03,vllm
e2e_median_ms,1494.79,637.15,829.81,vllm
e2e_p99_ms,3150.72,1017.16,1552.70,vllm
throughput_median_tps,22.73,57.22,42.40,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,738.85,0.00,922.25,1,1.08,1
torchinferno,few_shot,1,1407.74,0.00,1487.27,1,0.67,1
torchinferno,few_shot,2,1410.48,0.00,1495.79,1,0.67,1
torchinferno,few_shot,3,1403.76,0.00,1481.26,1,0.68,1
torchinferno,few_shot,4,1408.52,0.00,1500.02,1,0.67,1
torchinferno,few_shot,5,1411.03,0.00,1501.17,1,0.67,1
torchinferno,few_shot,6,1400.54,0.00,1500.45,1,0.67,1
torchinferno,few_shot,7,1414.87,0.00,1505.10,1,0.66,1
torchinferno,few_shot,8,1403.16,0.00,1492.22,1,0.67,1
torchinferno,few_shot,9,1403.43,0.00,1503.71,1,0.67,1
torchinferno,few_shot,10,1409.45,0.00,1502.39,1,0.67,1
torchinferno,few_shot,11,1390.98,0.00,1493.46,1,0.67,1
torchinferno,few_shot,12,1400.23,0.00,1508.09,1,0.66,1
torchinferno,few_shot,13,1392.97,0.00,1502.51,1,0.67,1
torchinferno,few_shot,14,1420.55,0.00,1519.45,1,0.66,1
torchinferno,few_shot,15,1400.11,0.00,1514.12,1,0.66,1
torchinferno,few_shot,16,1391.28,0.00,1504.90,1,0.66,1
torchinferno,few_shot,17,484.73,0.00,598.19,1,1.67,1
torchinferno,few_shot,18,1419.01,0.00,1523.81,1,0.66,1
torchinferno,few_shot,19,1404.42,0.00,1526.25,1,0.66,1
torchinferno,few_shot,20,1389.92,0.00,1513.82,1,0.66,1
torchinferno,few_shot,21,1397.15,0.00,1515.96,1,0.66,1
torchinferno,few_shot,22,1407.39,0.00,1525.16,1,0.66,1
torchinferno,few_shot,23,1400.49,0.00,1518.63,1,0.66,1
torchinferno,few_shot,24,1403.12,0.00,1517.06,1,0.66,1
torchinferno,few_shot,25,1396.27,0.00,1529.82,1,0.65,1
torchinferno,few_shot,26,1396.88,0.00,1523.39,1,0.66,1
torchinferno,few_shot,27,1392.26,0.00,1525.64,1,0.66,1
torchinferno,few_shot,28,1391.80,0.00,1526.40,1,0.66,1
torchinferno,few_shot,29,1399.75,0.00,1539.39,1,0.65,1
torchinferno,few_shot,30,1397.14,0.00,1525.95,1,0.66,1
torchinferno,few_shot,31,1412.90,0.00,1547.05,1,0.65,1
torchinferno,few_shot,32,1408.32,0.00,1552.05,1,0.64,1
torchinferno,few_shot,33,1395.35,166.23,1561.58,2,1.28,1
torchinferno,few_shot,34,1404.60,176.93,1581.53,2,1.26,1
torchinferno,few_shot,35,1403.30,174.61,1577.91,2,1.27,1
torchinferno,few_shot,36,1395.11,171.75,1566.86,2,1.28,1
torchinferno,few_shot,37,1393.73,171.87,1565.60,2,1.28,1
torchinferno,few_shot,38,1407.71,174.77,1582.48,2,1.26,1
torchinferno,few_shot,39,1398.55,181.21,1579.77,2,1.27,1
torchinferno,few_shot,40,1398.86,172.29,1571.15,2,1.27,1
torchinferno,few_shot,41,1409.12,172.86,1581.98,2,1.26,1
torchinferno,few_shot,42,1410.70,174.29,1584.98,2,1.26,1
torchinferno,few_shot,43,1401.69,191.12,1592.80,2,1.26,1
torchinferno,few_shot,44,1403.82,186.70,1590.53,2,1.26,1
torchinferno,few_shot,45,1397.44,180.18,1577.62,2,1.27,1
torchinferno,few_shot,46,1414.00,180.09,1594.09,2,1.25,1
torchinferno,few_shot,47,1401.19,183.87,1585.06,2,1.26,1
torchinferno,few_shot,48,1406.28,190.35,1596.64,2,1.25,1
torchinferno,few_shot,49,1385.35,197.73,1583.08,2,1.26,1
torchinferno,few_shot,50,1398.70,188.43,1587.13,2,1.26,1
torchinferno,few_shot,51,1397.60,188.70,1586.30,2,1.26,1
torchinferno,few_shot,52,1399.62,188.52,1588.14,2,1.26,1
torchinferno,few_shot,53,1389.51,201.43,1590.94,2,1.26,1
torchinferno,few_shot,54,1408.89,191.60,1600.49,2,1.25,1
torchinferno,few_shot,55,1418.99,189.95,1608.94,2,1.24,1
torchinferno,few_shot,56,1414.02,191.06,1605.08,2,1.25,1
torchinferno,few_shot,57,1397.62,197.61,1595.23,2,1.25,1
torchinferno,few_shot,58,1405.84,209.06,1614.90,2,1.24,1
torchinferno,few_shot,59,1413.52,198.17,1611.69,2,1.24,1
torchinferno,few_shot,60,1406.95,207.33,1614.28,2,1.24,1
torchinferno,few_shot,61,1404.48,211.66,1616.14,2,1.24,1
torchinferno,few_shot,62,1399.87,218.41,1618.28,2,1.24,1
torchinferno,few_shot,63,1404.06,216.68,1620.74,2,1.23,1
torchinferno,few_shot,64,1390.48,215.67,1606.15,2,1.25,1
torchinferno,few_shot,65,174.22,0.00,232.44,1,4.30,1
torchinferno,few_shot,66,165.74,0.00,228.84,1,4.37,1
torchinferno,few_shot,67,117.13,0.00,179.06,1,5.58,1
torchinferno,few_shot,68,150.07,0.00,216.90,1,4.61,1
torchinferno,few_shot,69,148.52,0.00,212.63,1,4.70,1
torchinferno,few_shot,70,163.62,0.00,234.38,1,4.27,1
torchinferno,few_shot,71,170.89,0.00,244.78,1,4.09,1
torchinferno,few_shot,72,157.17,0.00,232.02,1,4.31,1
torchinferno,few_shot,73,157.84,0.00,227.37,1,4.40,1
torchinferno,few_shot,74,136.79,0.00,209.04,1,4.78,1
torchinferno,few_shot,75,143.42,0.00,217.21,1,4.60,1
torchinferno,few_shot,76,171.98,0.00,249.25,1,4.01,1
torchinferno,few_shot,77,179.62,0.00,258.53,1,3.87,1
torchinferno,few_shot,78,148.56,0.00,225.98,1,4.43,1
torchinferno,few_shot,79,144.51,0.00,229.44,1,4.36,1
torchinferno,few_shot,80,187.02,0.00,269.51,1,3.71,1
torchinferno,few_shot,81,141.59,0.00,230.09,1,4.35,1
torchinferno,few_shot,82,139.39,0.00,229.29,1,4.36,1
torchinferno,few_shot,83,149.92,0.00,244.40,1,4.09,1
torchinferno,few_shot,84,179.44,0.00,273.53,1,3.66,1
torchinferno,few_shot,85,139.09,126.67,265.75,2,7.53,1
torchinferno,few_shot,86,166.12,132.21,298.34,2,6.70,1
torchinferno,few_shot,87,132.72,134.07,266.78,2,7.50,1
torchinferno,few_shot,88,153.42,130.83,284.25,2,7.04,1
torchinferno,few_shot,89,157.36,138.16,295.52,2,6.77,1
torchinferno,few_shot,90,161.28,133.07,294.35,2,6.79,1
torchinferno,few_shot,91,171.57,137.60,309.17,2,6.47,1
torchinferno,few_shot,92,130.90,141.29,272.19,2,7.35,1
torchinferno,few_shot,93,161.04,138.30,299.33,2,6.68,1
torchinferno,few_shot,94,168.51,138.68,307.19,2,6.51,1
torchinferno,few_shot,95,149.00,142.88,291.88,2,6.85,1
torchinferno,few_shot,96,349.70,0.00,404.48,1,2.47,1
torchinferno,few_shot,97,209.45,0.00,266.68,1,3.75,1
torchinferno,few_shot,98,363.78,0.00,423.40,1,2.36,1
torchinferno,few_shot,99,365.33,0.00,434.91,1,2.30,1
torchinferno,few_shot,100,198.95,0.00,269.77,1,3.71,1
torchinferno,few_shot,101,356.16,0.00,428.69,1,2.33,1
torchinferno,few_shot,102,349.86,0.00,425.61,1,2.35,1
torchinferno,few_shot,103,396.98,0.00,477.27,1,2.10,1
torchinferno,few_shot,104,374.06,0.00,443.59,1,2.25,1
torchinferno,few_shot,105,346.24,0.00,413.39,1,2.42,1
torchinferno,few_shot,106,210.46,0.00,291.62,1,3.43,1
torchinferno,few_shot,107,348.68,0.00,430.36,1,2.32,1
torchinferno,few_shot,108,192.18,0.00,274.05,1,3.65,1
torchinferno,few_shot,109,214.45,0.00,299.25,1,3.34,1
torchinferno,few_shot,110,349.43,0.00,428.64,1,2.33,1
torchinferno,few_shot,111,348.34,0.00,439.37,1,2.28,1
torchinferno,few_shot,112,192.45,0.00,276.02,1,3.62,1
torchinferno,few_shot,113,347.26,0.00,438.74,1,2.28,1
torchinferno,few_shot,114,216.23,0.00,301.98,1,3.31,1
torchinferno,few_shot,115,200.95,0.00,294.44,1,3.40,1
torchinferno,few_shot,116,353.87,0.00,450.05,1,2.22,1
torchinferno,few_shot,117,202.21,0.00,299.39,1,3.34,1
torchinferno,few_shot,118,367.46,0.00,464.39,1,2.15,1
torchinferno,few_shot,119,336.41,0.00,428.81,1,2.33,1
torchinferno,few_shot,120,184.38,0.00,283.45,1,3.53,1
torchinferno,few_shot,121,329.10,0.00,439.92,1,2.27,1
torchinferno,few_shot,122,208.95,0.00,319.27,1,3.13,1
torchinferno,few_shot,123,372.15,0.00,474.62,1,2.11,1
torchinferno,few_shot,124,385.25,0.00,482.97,1,2.07,1
torchinferno,few_shot,125,204.49,133.75,338.24,2,5.91,1
torchinferno,few_shot,126,326.18,150.55,476.73,2,4.20,1
torchinferno,few_shot,127,347.84,143.93,491.77,2,4.07,1
torchinferno,few_shot,128,350.78,138.37,489.15,2,4.09,1
torchinferno,few_shot,129,345.22,146.67,491.89,2,4.07,1
torchinferno,few_shot,130,371.37,151.49,522.86,2,3.83,1
torchinferno,few_shot,131,360.86,144.96,505.82,2,3.95,1
