model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-28T03:03:09.483225+00:00

Build Times
provider,build_time_s
torchinferno,403.4
vllm,515.7
sglang,275.2

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,139.10,141.97,149.91,torchinferno
ttft_p99_ms,2109.25,227.00,617.63,vllm
tpot_median_ms,45.85,45.24,77.41,vllm
tpot_p99_ms,796.34,113.55,549.33,vllm
e2e_median_ms,177.26,177.59,223.33,torchinferno
e2e_p99_ms,2159.85,285.35,911.86,vllm
throughput_median_tps,6.32,8.13,5.51,vllm
total_output_tokens,1460,1456,1461,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,248.78,198.99,206.77,vllm
ttft_p99_ms,560.82,477.04,70773.73,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,265.48,223.77,344.59,vllm
e2e_p99_ms,582.82,504.45,70905.66,vllm
throughput_median_tps,3.77,4.47,2.90,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,411.70,161.65,158.99,sglang
ttft_p99_ms,1036.44,321.45,584.36,vllm
tpot_median_ms,57.63,49.44,107.26,vllm
tpot_p99_ms,114.21,199.66,254.45,torchinferno
e2e_median_ms,465.95,200.57,263.87,vllm
e2e_p99_ms,1085.53,400.95,681.51,vllm
throughput_median_tps,2.81,6.70,5.22,vllm
total_output_tokens,1455,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,653.73,124.17,122.54,sglang
ttft_last_turn_ms,629.14,154.93,177.93,vllm
ttft_growth_ratio,0.96,1.25,1.45,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,295.18,60.59,78.93,vllm
ttft_p99_ms,768.50,175.26,566.50,vllm
tpot_median_ms,42.36,31.68,55.17,vllm
tpot_p99_ms,431.87,119.26,145.17,vllm
e2e_median_ms,360.59,84.40,140.67,vllm
e2e_p99_ms,805.13,200.88,575.64,vllm
throughput_median_tps,3.48,14.56,9.94,vllm
total_output_tokens,1480,1467,1463,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,310.21,72.26,68.72,sglang
ttft_p99_ms,931.08,160.42,148.63,sglang
tpot_median_ms,22.26,14.99,22.66,vllm
tpot_p99_ms,109.65,24.45,26.67,vllm
e2e_median_ms,1190.07,600.16,848.39,vllm
e2e_p99_ms,2427.22,1046.42,1583.42,vllm
throughput_median_tps,32.39,59.40,41.55,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1255.24,0.00,1697.01,1,0.59,1
torchinferno,few_shot,1,1261.35,0.00,1701.18,1,0.59,1
torchinferno,few_shot,2,1258.30,0.00,1701.02,1,0.59,1
torchinferno,few_shot,3,1257.45,0.00,1700.39,1,0.59,1
torchinferno,few_shot,4,1259.80,0.00,1703.55,1,0.59,1
torchinferno,few_shot,5,1261.54,0.00,1709.18,1,0.59,1
torchinferno,few_shot,6,1264.30,0.00,1708.91,1,0.59,1
torchinferno,few_shot,7,1263.71,0.00,1709.09,1,0.59,1
torchinferno,few_shot,8,1260.11,0.00,1710.29,1,0.58,1
torchinferno,few_shot,9,1262.06,0.00,1712.78,1,0.58,1
torchinferno,few_shot,10,1254.66,0.00,1712.59,1,0.58,1
torchinferno,few_shot,11,1264.02,781.54,2045.56,2,0.98,1
torchinferno,few_shot,12,1255.60,787.57,2043.17,2,0.98,1
torchinferno,few_shot,13,1256.39,786.90,2043.29,2,0.98,1
torchinferno,few_shot,14,1258.24,786.84,2045.08,2,0.98,1
torchinferno,few_shot,15,1255.01,790.66,2045.66,2,0.98,1
torchinferno,few_shot,16,1259.38,791.63,2051.01,2,0.98,1
torchinferno,few_shot,17,1253.99,794.57,2048.56,2,0.98,1
torchinferno,few_shot,18,1259.21,796.82,2056.03,2,0.97,1
torchinferno,few_shot,19,1260.40,792.14,2052.53,2,0.97,1
torchinferno,few_shot,20,1263.85,796.34,2060.19,2,0.97,1
torchinferno,few_shot,21,1259.33,797.52,2056.85,2,0.97,1
torchinferno,few_shot,22,1262.28,796.68,2058.96,2,0.97,1
torchinferno,few_shot,23,1259.67,801.03,2060.70,2,0.97,1
torchinferno,few_shot,24,2103.84,0.00,2118.04,1,0.47,1
torchinferno,few_shot,25,2105.49,0.00,2119.01,1,0.47,1
torchinferno,few_shot,26,2103.89,0.00,2122.23,1,0.47,1
torchinferno,few_shot,27,2108.37,0.00,2122.98,1,0.47,1
torchinferno,few_shot,28,2103.34,0.00,2123.68,1,0.47,1
torchinferno,few_shot,29,2105.05,0.00,2123.74,1,0.47,1
torchinferno,few_shot,30,2106.84,0.00,2127.92,1,0.47,1
torchinferno,few_shot,31,2103.15,0.00,2128.72,1,0.47,1
torchinferno,few_shot,32,2106.87,0.00,2129.88,1,0.47,1
torchinferno,few_shot,33,2104.64,0.00,2130.49,1,0.47,1
torchinferno,few_shot,34,2102.10,28.57,2130.68,2,0.94,1
torchinferno,few_shot,35,2103.76,32.02,2135.79,2,0.94,1
torchinferno,few_shot,36,2104.44,0.00,2136.23,1,0.47,1
torchinferno,few_shot,37,2107.22,0.00,2136.83,1,0.47,1
torchinferno,few_shot,38,2103.59,0.00,2136.16,1,0.47,1
torchinferno,few_shot,39,2105.31,34.76,2140.07,2,0.93,1
torchinferno,few_shot,40,2109.03,31.61,2140.64,2,0.93,1
torchinferno,few_shot,41,2106.58,33.76,2140.34,2,0.93,1
torchinferno,few_shot,42,2109.49,34.43,2143.92,2,0.93,1
torchinferno,few_shot,43,2104.86,0.00,2147.01,1,0.47,1
torchinferno,few_shot,44,2104.34,0.00,2148.11,1,0.47,1
