model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-16T13:02:33.717993+00:00

Build Times
provider,build_time_s
torchinferno,50.0
vllm,261.2
sglang,177.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,141.18,71.75,79.86,vllm
ttft_p99_ms,717.15,137.26,590.35,vllm
tpot_median_ms,32.04,36.69,69.77,torchinferno
tpot_p99_ms,45.08,85.50,880.77,torchinferno
e2e_median_ms,165.17,95.98,136.39,vllm
e2e_p99_ms,744.20,173.19,962.21,vllm
throughput_median_tps,6.95,13.95,9.77,vllm
total_output_tokens,1460,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,56.67,73.46,126.53,torchinferno
ttft_p99_ms,295.36,341.22,71076.77,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,74.70,90.55,208.99,torchinferno
e2e_p99_ms,310.94,372.36,71123.85,torchinferno
throughput_median_tps,13.39,11.04,4.79,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,198.94,77.32,84.83,vllm
ttft_p99_ms,1012.62,163.90,567.63,vllm
tpot_median_ms,35.32,37.41,75.60,torchinferno
tpot_p99_ms,48.90,94.91,927.52,torchinferno
e2e_median_ms,228.64,106.68,145.06,vllm
e2e_p99_ms,1045.23,204.39,907.66,vllm
throughput_median_tps,5.10,12.35,9.39,vllm
total_output_tokens,1442,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,433.21,79.38,67.62,sglang
ttft_last_turn_ms,177.82,83.70,111.77,vllm
ttft_growth_ratio,0.41,1.05,1.65,torchinferno
ttft_first_turn_median_ms,221.39,70.62,65.44,sglang
ttft_first_turn_p99_ms,1096.03,158.09,107.87,sglang
ttft_last_turn_median_ms,188.47,74.84,92.92,vllm
ttft_last_turn_p99_ms,211.96,157.15,562.45,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.40,35.39,52.06,vllm
ttft_p99_ms,761.73,97.46,115.74,vllm
tpot_median_ms,34.99,23.17,447.52,vllm
tpot_p99_ms,134.25,38.99,1089.47,vllm
e2e_median_ms,74.16,53.99,417.84,vllm
e2e_p99_ms,792.96,145.57,1134.08,vllm
throughput_median_tps,19.23,24.12,3.31,vllm
total_output_tokens,1460,1467,1458,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,183.35,46.91,54.53,vllm
ttft_p99_ms,436.11,63.80,473.68,vllm
tpot_median_ms,19.27,15.39,24.15,vllm
tpot_p99_ms,25.20,18.20,78.74,vllm
e2e_median_ms,861.96,573.44,904.13,vllm
e2e_p99_ms,1569.54,1050.37,1747.41,vllm
throughput_median_tps,40.76,60.33,39.94,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,775.73,0.00,787.72,1,1.27,1,,,,,,,1,,,
torchinferno,few_shot,0,1,793.41,24.15,817.57,2,2.45,1,,,,,,,0,,,
torchinferno,few_shot,4,2,801.28,0.00,816.39,1,1.22,1,,,,,,,4,,,
torchinferno,few_shot,11,3,686.43,0.00,699.02,1,1.43,1,,,,,,,11,,,
torchinferno,few_shot,17,4,583.13,0.00,597.91,1,1.67,1,,,,,,,17,,,
torchinferno,few_shot,31,5,344.69,0.00,360.44,1,2.77,1,,,,,,,31,,,
torchinferno,few_shot,7,6,753.97,0.00,768.90,1,1.30,1,,,,,,,7,,,
torchinferno,few_shot,12,7,666.73,0.00,684.45,1,1.46,1,,,,,,,12,,,
torchinferno,few_shot,28,8,397.36,0.00,413.20,1,2.42,1,,,,,,,28,,,
torchinferno,few_shot,26,9,430.78,0.00,447.60,1,2.23,1,,,,,,,26,,,
torchinferno,few_shot,24,10,463.01,0.00,482.05,1,2.07,1,,,,,,,24,,,
torchinferno,few_shot,25,11,448.60,0.00,465.61,1,2.15,1,,,,,,,25,,,
torchinferno,few_shot,29,12,378.78,0.00,398.24,1,2.51,1,,,,,,,29,,,
torchinferno,few_shot,5,13,786.65,0.00,807.68,1,1.24,1,,,,,,,5,,,
torchinferno,few_shot,8,14,734.27,0.00,757.61,1,1.32,1,,,,,,,8,,,
torchinferno,few_shot,10,15,703.09,0.00,723.99,1,1.38,1,,,,,,,10,,,
torchinferno,few_shot,9,16,717.15,0.00,744.20,1,1.34,1,,,,,,,9,,,
torchinferno,few_shot,2,17,837.48,27.03,864.52,2,2.31,1,,,,,,,2,,,
torchinferno,few_shot,15,18,617.04,28.55,645.58,2,3.10,1,,,,,,,15,,,
torchinferno,few_shot,23,19,481.95,28.22,510.17,2,3.92,1,,,,,,,23,,,
torchinferno,few_shot,21,20,515.30,29.78,545.08,2,3.67,1,,,,,,,21,,,
torchinferno,few_shot,16,21,600.32,30.65,630.97,2,3.17,1,,,,,,,16,,,
torchinferno,few_shot,33,22,312.49,29.82,342.31,2,5.84,1,,,,,,,33,,,
torchinferno,few_shot,32,23,328.86,30.70,359.56,2,5.56,1,,,,,,,32,,,
torchinferno,few_shot,19,24,549.78,31.60,581.38,2,3.44,1,,,,,,,19,,,
torchinferno,few_shot,20,25,530.95,33.73,564.68,2,3.54,1,,,,,,,20,,,
torchinferno,few_shot,13,26,649.60,34.75,684.36,2,2.92,1,,,,,,,13,,,
torchinferno,few_shot,30,27,362.91,32.77,395.68,2,5.05,1,,,,,,,30,,,
torchinferno,few_shot,18,28,564.54,35.66,600.21,2,3.33,1,,,,,,,18,,,
torchinferno,few_shot,22,29,497.58,35.56,533.13,2,3.75,1,,,,,,,22,,,
torchinferno,few_shot,3,30,820.24,35.77,856.01,2,2.34,1,,,,,,,3,,,
torchinferno,few_shot,6,31,767.66,38.55,806.22,2,2.48,1,,,,,,,6,,,
torchinferno,few_shot,27,32,412.51,37.98,450.49,2,4.44,1,,,,,,,27,,,
torchinferno,few_shot,14,33,633.00,40.36,673.36,2,2.97,1,,,,,,,14,,,
torchinferno,few_shot,34,34,379.87,0.00,392.02,1,2.55,1,,,,,,,34,,,
torchinferno,few_shot,71,35,70.11,0.00,82.12,1,12.18,1,,,,,,,71,,,
torchinferno,few_shot,72,36,67.20,0.00,82.02,1,12.19,1,,,,,,,72,,,
torchinferno,few_shot,35,37,361.89,0.00,377.28,1,2.65,1,,,,,,,35,,,
torchinferno,few_shot,74,38,66.67,0.00,82.43,1,12.13,1,,,,,,,74,,,
