model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-27T00:07:10.662646+00:00

Build Times
provider,build_time_s
vllm,0.0
sglang,0.0
torchinferno,0.0

few_shot
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,155.94,150.11,162.85,sglang
ttft_p99_ms,726.87,699.93,4704.47,sglang
tpot_median_ms,59.14,79.83,54.62,torchinferno
tpot_p99_ms,147.50,612.01,1237.99,vllm
e2e_median_ms,200.54,229.32,211.48,vllm
e2e_p99_ms,792.58,795.64,4754.63,vllm
throughput_median_tps,6.87,5.19,5.32,vllm
total_output_tokens,1463,1457,1454,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,167.59,215.70,164.26,torchinferno
ttft_p99_ms,561.16,58694.38,624.39,vllm
tpot_median_ms,0.00,0.00,0.00,vllm
tpot_p99_ms,0.00,0.00,0.00,vllm
e2e_median_ms,288.60,419.28,339.62,vllm
e2e_p99_ms,816.23,58785.98,870.82,vllm
throughput_median_tps,3.46,2.39,2.94,vllm
total_output_tokens,1000,1000,1000,vllm
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,vllm
unique_final_answers,1,1,1,vllm

multi_turn
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,178.32,171.60,502.54,sglang
ttft_p99_ms,367.50,648.28,2917.00,vllm
tpot_median_ms,60.02,104.49,66.24,vllm
tpot_p99_ms,227.70,444.68,136.72,torchinferno
e2e_median_ms,231.23,284.87,552.59,vllm
e2e_p99_ms,494.72,745.60,2974.48,vllm
throughput_median_tps,5.93,4.34,2.18,vllm
total_output_tokens,1450,1446,1450,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,155.88,104.15,1481.02,sglang
ttft_last_turn_ms,179.19,231.08,900.51,vllm
ttft_growth_ratio,1.15,2.22,0.61,torchinferno

tree_of_thought
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,72.60,77.03,318.09,vllm
ttft_p99_ms,153.85,600.89,1507.53,vllm
tpot_median_ms,35.28,68.06,57.30,vllm
tpot_p99_ms,51.75,242.96,611.18,vllm
e2e_median_ms,100.08,150.74,362.38,vllm
e2e_p99_ms,180.57,633.99,1608.68,vllm
throughput_median_tps,12.45,8.78,3.85,vllm
total_output_tokens,1461,1476,1479,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,88.66,91.09,306.94,vllm
ttft_p99_ms,243.48,457.44,1966.18,vllm
tpot_median_ms,18.89,26.18,27.44,vllm
tpot_p99_ms,25.80,48.03,107.97,vllm
e2e_median_ms,790.46,989.13,1406.57,vllm
e2e_p99_ms,1260.65,1899.47,3600.29,vllm
throughput_median_tps,46.79,34.46,28.23,vllm
total_output_tokens,36715,36704,36715,vllm
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,605.33,0.00,606.54,1,1.65,1
vllm,few_shot,1,606.96,0.00,609.51,1,1.64,1
vllm,few_shot,2,606.99,0.00,610.19,1,1.64,1
vllm,few_shot,3,612.17,0.00,612.30,1,1.63,1
vllm,few_shot,4,614.77,0.00,614.89,1,1.63,1
vllm,few_shot,5,616.56,0.00,616.68,1,1.62,1
vllm,few_shot,6,613.23,0.00,629.63,1,1.59,1
vllm,few_shot,7,649.27,0.00,677.81,1,1.48,1
vllm,few_shot,8,651.24,0.00,682.48,1,1.47,1
vllm,few_shot,9,651.62,0.00,686.23,1,1.46,1
vllm,few_shot,10,649.86,0.00,685.88,1,1.46,1
vllm,few_shot,11,652.37,0.00,687.62,1,1.45,1
vllm,few_shot,12,651.20,0.00,689.39,1,1.45,1
vllm,few_shot,13,670.13,0.00,718.64,1,1.39,1
vllm,few_shot,14,671.92,0.00,724.76,1,1.38,1
vllm,few_shot,15,651.97,80.92,732.89,2,2.73,1
vllm,few_shot,16,645.87,88.40,734.27,2,2.72,1
vllm,few_shot,17,656.26,88.72,744.98,2,2.68,1
vllm,few_shot,18,680.42,0.00,731.03,1,1.37,1
vllm,few_shot,19,671.34,0.00,735.36,1,1.36,1
vllm,few_shot,20,650.43,92.41,742.84,2,2.69,1
vllm,few_shot,21,647.86,96.49,744.34,2,2.69,1
vllm,few_shot,22,678.41,0.00,737.92,1,1.36,1
vllm,few_shot,23,649.18,97.00,746.17,2,2.68,1
vllm,few_shot,24,676.39,0.00,742.82,1,1.35,1
vllm,few_shot,25,675.59,81.91,757.50,2,2.64,1
vllm,few_shot,26,671.54,85.17,756.70,2,2.64,1
vllm,few_shot,27,726.87,0.00,750.17,1,1.33,1
vllm,few_shot,28,669.41,84.16,753.58,2,2.65,1
vllm,few_shot,29,667.53,92.28,759.81,2,2.63,1
vllm,few_shot,30,718.63,0.00,754.11,1,1.33,1
vllm,few_shot,31,716.07,0.00,748.61,1,1.34,1
vllm,few_shot,32,678.64,86.33,764.97,2,2.61,1
vllm,few_shot,33,715.47,0.00,758.68,1,1.32,1
vllm,few_shot,34,706.15,0.00,754.31,1,1.33,1
vllm,few_shot,35,707.84,0.00,756.88,1,1.32,1
vllm,few_shot,36,724.15,0.00,762.34,1,1.31,1
vllm,few_shot,37,706.49,0.00,756.21,1,1.32,1
vllm,few_shot,38,718.55,0.00,764.50,1,1.31,1
vllm,few_shot,39,731.39,36.50,767.90,2,2.60,1
vllm,few_shot,40,734.37,0.00,761.40,1,1.31,1
vllm,few_shot,41,682.59,103.71,786.30,2,2.54,1
vllm,few_shot,42,675.68,107.15,782.84,2,2.55,1
vllm,few_shot,43,185.03,0.00,190.14,1,5.26,1
vllm,few_shot,44,704.86,63.24,768.10,2,2.60,1
vllm,few_shot,45,724.94,55.07,780.01,2,2.56,1
vllm,few_shot,46,720.11,0.00,776.53,1,1.29,1
vllm,few_shot,47,159.57,0.00,193.30,1,5.17,1
vllm,few_shot,48,116.11,0.00,116.35,1,8.59,1
vllm,few_shot,49,720.10,0.00,782.59,1,1.28,1
vllm,few_shot,50,92.14,0.00,110.20,1,9.07,1
