model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-11T01:02:10.517455+00:00

Build Times
provider,build_time_s
torchinferno,35.4
vllm,200.4
sglang,199.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,140.14,73.59,76.72,vllm
ttft_p99_ms,704.73,131.92,491.38,vllm
tpot_median_ms,32.16,36.03,65.68,torchinferno
tpot_p99_ms,46.97,84.21,879.88,torchinferno
e2e_median_ms,166.10,98.82,133.38,vllm
e2e_p99_ms,726.64,175.45,946.05,vllm
throughput_median_tps,6.95,13.89,10.33,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,24.76,82.01,124.59,torchinferno
ttft_p99_ms,134.54,325.80,69503.19,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,25.83,99.57,205.02,torchinferno
e2e_p99_ms,134.60,326.16,69545.97,torchinferno
throughput_median_tps,38.71,10.04,4.88,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,88.41,81.03,sglang
ttft_p99_ms,,177.46,595.99,vllm
tpot_median_ms,,33.18,73.68,vllm
tpot_p99_ms,,105.00,927.44,vllm
e2e_median_ms,,112.47,141.60,vllm
e2e_p99_ms,,225.67,970.31,vllm
throughput_median_tps,,12.09,9.47,vllm
total_output_tokens,,1450,1450,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang
ttft_first_turn_ms,,84.64,62.25,sglang
ttft_last_turn_ms,,88.40,83.46,sglang
ttft_growth_ratio,,1.04,1.34,vllm
ttft_first_turn_median_ms,,71.92,62.36,sglang
ttft_first_turn_p99_ms,,178.61,95.62,sglang
ttft_last_turn_median_ms,,85.87,85.13,sglang
ttft_last_turn_p99_ms,,175.29,117.08,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,32.94,47.66,vllm
ttft_p99_ms,,90.02,141.95,vllm
tpot_median_ms,,21.68,372.80,vllm
tpot_p99_ms,,32.42,1031.92,vllm
e2e_median_ms,,49.21,412.14,vllm
e2e_p99_ms,,127.36,1086.66,vllm
throughput_median_tps,,25.76,3.52,vllm
total_output_tokens,,1474,1457,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,46.44,49.13,vllm
ttft_p99_ms,,66.68,437.36,vllm
tpot_median_ms,,15.08,24.01,vllm
tpot_p99_ms,,17.22,63.26,vllm
e2e_median_ms,,569.49,888.58,vllm
e2e_p99_ms,,1030.55,1917.00,vllm
throughput_median_tps,,61.83,40.44,vllm
total_output_tokens,,36715,36715,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,763.22,0.00,775.35,1,1.29,1,,,,,,,1,,,
torchinferno,few_shot,0,1,782.08,23.07,805.15,2,2.48,1,,,,,,,0,,,
torchinferno,few_shot,5,2,770.81,0.00,786.32,1,1.27,1,,,,,,,5,,,
torchinferno,few_shot,11,3,672.92,0.00,685.33,1,1.46,1,,,,,,,11,,,
torchinferno,few_shot,4,4,787.49,0.00,804.91,1,1.24,1,,,,,,,4,,,
torchinferno,few_shot,7,5,737.44,0.00,754.83,1,1.32,1,,,,,,,7,,,
torchinferno,few_shot,29,6,365.22,0.00,380.99,1,2.62,1,,,,,,,29,,,
torchinferno,few_shot,10,7,686.16,0.00,705.81,1,1.42,1,,,,,,,10,,,
torchinferno,few_shot,24,8,446.92,0.00,467.15,1,2.14,1,,,,,,,24,,,
torchinferno,few_shot,17,9,569.06,0.00,589.90,1,1.70,1,,,,,,,17,,,
torchinferno,few_shot,9,10,704.73,0.00,726.64,1,1.38,1,,,,,,,9,,,
torchinferno,few_shot,31,11,332.08,0.00,352.77,1,2.83,1,,,,,,,31,,,
torchinferno,few_shot,26,12,415.96,0.00,437.34,1,2.29,1,,,,,,,26,,,
torchinferno,few_shot,28,13,382.55,0.00,404.20,1,2.47,1,,,,,,,28,,,
torchinferno,few_shot,8,14,720.09,0.00,745.91,1,1.34,1,,,,,,,8,,,
torchinferno,few_shot,12,15,653.38,0.00,678.96,1,1.47,1,,,,,,,12,,,
torchinferno,few_shot,25,16,430.33,0.00,458.34,1,2.18,1,,,,,,,25,,,
torchinferno,few_shot,18,17,552.09,28.90,581.00,2,3.44,1,,,,,,,18,,,
torchinferno,few_shot,16,18,585.38,30.93,616.31,2,3.25,1,,,,,,,16,,,
torchinferno,few_shot,6,19,755.09,31.82,786.91,2,2.54,1,,,,,,,6,,,
torchinferno,few_shot,23,20,465.84,30.75,496.59,2,4.03,1,,,,,,,23,,,
torchinferno,few_shot,14,21,619.94,31.78,651.72,2,3.07,1,,,,,,,14,,,
torchinferno,few_shot,21,22,501.15,30.84,532.00,2,3.76,1,,,,,,,21,,,
torchinferno,few_shot,30,23,347.49,34.36,381.85,2,5.24,1,,,,,,,30,,,
torchinferno,few_shot,13,24,638.02,34.21,672.22,2,2.98,1,,,,,,,13,,,
torchinferno,few_shot,2,25,821.55,38.28,859.83,2,2.33,1,,,,,,,2,,,
torchinferno,few_shot,22,26,483.33,35.61,518.94,2,3.85,1,,,,,,,22,,,
torchinferno,few_shot,19,27,533.36,37.01,570.37,2,3.51,1,,,,,,,19,,,
torchinferno,few_shot,3,28,806.24,39.06,845.30,2,2.37,1,,,,,,,3,,,
torchinferno,few_shot,32,29,315.31,37.33,352.64,2,5.67,1,,,,,,,32,,,
torchinferno,few_shot,33,30,298.24,38.54,336.79,2,5.94,1,,,,,,,33,,,
torchinferno,few_shot,27,31,397.86,41.80,439.67,2,4.55,1,,,,,,,27,,,
torchinferno,few_shot,20,32,514.41,46.66,561.07,2,3.56,1,,,,,,,20,,,
torchinferno,few_shot,15,33,602.05,47.40,649.45,2,3.08,1,,,,,,,15,,,
torchinferno,few_shot,34,34,362.17,0.00,376.14,1,2.66,1,,,,,,,34,,,
torchinferno,few_shot,68,35,69.59,0.00,81.69,1,12.24,1,,,,,,,68,,,
