model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-17T19:09:21.088923

Build Times
provider,build_time_s
torchinferno,327.8
vllm,1116.5
sglang,166.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,279.35,151.57,138.91,sglang
ttft_p99_ms,1269.85,268.92,6828.81,vllm
tpot_median_ms,154.11,54.33,77.45,vllm
tpot_p99_ms,216.26,144.40,7304.67,vllm
e2e_median_ms,378.10,203.60,211.67,vllm
e2e_p99_ms,1462.93,334.40,14102.21,vllm
throughput_median_tps,4.00,7.24,5.71,vllm
total_output_tokens,1461,1458,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,299.23,204.15,201.03,sglang
ttft_p99_ms,1578.14,483.14,71199.11,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,324.49,226.63,339.47,vllm
e2e_p99_ms,1611.74,523.74,71331.95,vllm
throughput_median_tps,3.08,4.41,2.95,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,533.73,165.10,155.10,sglang
ttft_p99_ms,1382.54,305.88,600.21,vllm
tpot_median_ms,193.17,67.21,108.05,vllm
tpot_p99_ms,438.35,188.40,235.38,vllm
e2e_median_ms,620.74,220.23,258.28,vllm
e2e_p99_ms,1623.11,409.14,760.53,vllm
throughput_median_tps,2.00,6.36,5.24,vllm
total_output_tokens,1450,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,772.58,131.94,122.99,sglang
ttft_last_turn_ms,492.04,157.51,166.29,vllm
ttft_growth_ratio,0.64,1.19,1.35,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,363.23,57.58,75.87,vllm
ttft_p99_ms,1004.56,126.18,461.45,vllm
tpot_median_ms,132.65,26.75,65.16,vllm
tpot_p99_ms,265.25,45.54,486.87,vllm
e2e_median_ms,464.16,78.20,151.76,vllm
e2e_p99_ms,1148.18,160.34,570.97,vllm
throughput_median_tps,3.01,15.86,9.44,vllm
total_output_tokens,1483,1473,1466,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.96,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,808.60,69.54,69.43,sglang
ttft_p99_ms,2647.11,201.06,121.39,sglang
tpot_median_ms,16.94,14.93,21.86,vllm
tpot_p99_ms,69.15,19.87,28.39,vllm
e2e_median_ms,1502.87,612.80,820.95,vllm
e2e_p99_ms,3566.83,990.19,1523.20,vllm
throughput_median_tps,21.26,59.28,42.91,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,606.37,0.00,794.02,1,1.26,1
torchinferno,few_shot,1,1268.34,0.00,1351.49,1,0.74,1
torchinferno,few_shot,2,474.73,0.00,561.55,1,1.78,1
torchinferno,few_shot,3,1272.30,0.00,1357.62,1,0.74,1
torchinferno,few_shot,4,1265.23,0.00,1357.41,1,0.74,1
torchinferno,few_shot,5,1254.59,0.00,1348.86,1,0.74,1
torchinferno,few_shot,6,1255.76,0.00,1349.39,1,0.74,1
torchinferno,few_shot,7,1263.67,0.00,1352.63,1,0.74,1
torchinferno,few_shot,8,1259.63,0.00,1370.93,1,0.73,1
torchinferno,few_shot,9,1256.72,0.00,1356.87,1,0.74,1
torchinferno,few_shot,10,1262.18,0.00,1358.46,1,0.74,1
torchinferno,few_shot,11,1275.85,0.00,1375.32,1,0.73,1
torchinferno,few_shot,12,1257.53,0.00,1372.92,1,0.73,1
torchinferno,few_shot,13,1261.97,0.00,1374.73,1,0.73,1
torchinferno,few_shot,14,1259.29,0.00,1369.10,1,0.73,1
torchinferno,few_shot,15,1265.30,0.00,1369.50,1,0.73,1
torchinferno,few_shot,16,1260.02,0.00,1371.20,1,0.73,1
torchinferno,few_shot,17,1259.56,0.00,1384.73,1,0.72,1
torchinferno,few_shot,18,1251.73,0.00,1376.12,1,0.73,1
torchinferno,few_shot,19,1251.48,0.00,1378.10,1,0.73,1
torchinferno,few_shot,20,1255.00,0.00,1377.73,1,0.73,1
torchinferno,few_shot,21,1270.09,0.00,1395.58,1,0.72,1
torchinferno,few_shot,22,1261.99,0.00,1381.83,1,0.72,1
torchinferno,few_shot,23,1251.63,0.00,1382.82,1,0.72,1
torchinferno,few_shot,24,1251.74,0.00,1384.58,1,0.72,1
torchinferno,few_shot,25,1255.23,0.00,1382.01,1,0.72,1
torchinferno,few_shot,26,1249.87,0.00,1382.32,1,0.72,1
torchinferno,few_shot,27,1261.97,0.00,1400.68,1,0.71,1
torchinferno,few_shot,28,1261.76,0.00,1405.25,1,0.71,1
torchinferno,few_shot,29,1259.84,0.00,1395.89,1,0.72,1
torchinferno,few_shot,30,1250.27,0.00,1393.40,1,0.72,1
torchinferno,few_shot,31,1252.11,0.00,1392.74,1,0.72,1
torchinferno,few_shot,32,1246.02,0.00,1396.01,1,0.72,1
torchinferno,few_shot,33,1250.64,169.95,1420.60,2,1.41,1
torchinferno,few_shot,34,1252.01,174.28,1426.29,2,1.40,1
torchinferno,few_shot,35,1260.11,163.71,1423.82,2,1.40,1
torchinferno,few_shot,36,1259.08,170.41,1429.49,2,1.40,1
torchinferno,few_shot,37,1265.85,174.61,1440.46,2,1.39,1
torchinferno,few_shot,38,1244.01,182.13,1426.14,2,1.40,1
torchinferno,few_shot,39,1250.79,179.09,1429.88,2,1.40,1
torchinferno,few_shot,40,1263.03,170.04,1433.07,2,1.40,1
torchinferno,few_shot,41,1257.17,177.92,1435.09,2,1.39,1
torchinferno,few_shot,42,1269.85,176.69,1446.54,2,1.38,1
torchinferno,few_shot,43,1259.12,173.76,1432.88,2,1.40,1
torchinferno,few_shot,44,1249.99,186.98,1436.97,2,1.39,1
torchinferno,few_shot,45,1260.80,194.52,1455.32,2,1.37,1
