model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-20T21:07:58.056298+00:00

Build Times
provider,build_time_s
torchinferno,354.1
vllm,209.8
sglang,239.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,50.91,74.21,92.97,torchinferno
ttft_p99_ms,647.75,146.75,562.95,vllm
tpot_median_ms,47.22,36.33,68.95,vllm
tpot_p99_ms,382.97,91.15,920.40,vllm
e2e_median_ms,89.28,102.80,154.05,torchinferno
e2e_p99_ms,979.97,185.63,1021.95,vllm
throughput_median_tps,14.29,12.73,8.60,torchinferno
total_output_tokens,1465,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,32.43,80.19,147.17,torchinferno
ttft_p99_ms,133.80,311.26,70878.32,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,48.75,98.69,226.02,torchinferno
e2e_p99_ms,148.78,320.44,70955.31,torchinferno
throughput_median_tps,20.51,10.13,4.42,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,42.51,72.95,97.54,torchinferno
ttft_p99_ms,944.49,138.22,507.91,vllm
tpot_median_ms,37.61,37.34,75.65,vllm
tpot_p99_ms,48.86,86.87,973.70,torchinferno
e2e_median_ms,76.23,100.88,163.91,torchinferno
e2e_p99_ms,958.39,182.52,870.49,vllm
throughput_median_tps,17.32,13.30,8.09,torchinferno
total_output_tokens,1457,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,368.81,74.17,74.16,sglang
ttft_last_turn_ms,39.01,73.31,100.88,torchinferno
ttft_growth_ratio,0.11,0.99,1.36,torchinferno
ttft_first_turn_median_ms,204.89,73.85,70.00,sglang
ttft_first_turn_p99_ms,1006.86,133.07,106.10,sglang
ttft_last_turn_median_ms,39.03,72.46,96.56,torchinferno
ttft_last_turn_p99_ms,67.00,131.89,139.37,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,23.60,37.36,59.51,torchinferno
ttft_p99_ms,77.02,97.29,442.52,torchinferno
tpot_median_ms,16.35,27.56,411.38,torchinferno
tpot_p99_ms,18.80,34.71,1081.55,torchinferno
e2e_median_ms,36.27,55.83,425.60,torchinferno
e2e_p99_ms,96.19,135.68,1219.28,torchinferno
throughput_median_tps,40.02,22.67,3.24,torchinferno
total_output_tokens,1490,1467,1466,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,47.17,47.12,55.73,vllm
ttft_p99_ms,327.50,64.15,135.26,vllm
tpot_median_ms,14.11,15.43,26.37,torchinferno
tpot_p99_ms,38.53,17.59,124.97,vllm
e2e_median_ms,544.11,578.51,1036.28,torchinferno
e2e_p99_ms,1200.58,1043.45,1846.14,vllm
throughput_median_tps,65.04,60.48,36.42,torchinferno
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,750.21,0.00,783.58,1,1.28,1,,,,,,,1,,,
torchinferno,few_shot,5,1,713.07,0.00,1057.72,1,0.95,1,,,,,,,5,,,
torchinferno,few_shot,7,2,679.09,0.00,1023.17,1,0.98,1,,,,,,,7,,,
torchinferno,few_shot,29,3,307.64,0.00,653.31,1,1.53,1,,,,,,,29,,,
torchinferno,few_shot,39,4,139.86,0.00,485.82,1,2.06,1,,,,,,,39,,,
torchinferno,few_shot,28,5,327.30,0.00,671.22,1,1.49,1,,,,,,,28,,,
torchinferno,few_shot,38,6,157.28,0.00,503.76,1,1.99,1,,,,,,,38,,,
torchinferno,few_shot,12,7,594.60,0.00,941.28,1,1.06,1,,,,,,,12,,,
torchinferno,few_shot,26,8,359.91,0.00,706.45,1,1.42,1,,,,,,,26,,,
torchinferno,few_shot,0,9,767.73,379.95,1147.68,2,1.74,1,,,,,,,0,,,
torchinferno,few_shot,8,10,661.21,0.00,1010.93,1,0.99,1,,,,,,,8,,,
torchinferno,few_shot,25,11,376.72,0.00,724.59,1,1.38,1,,,,,,,25,,,
torchinferno,few_shot,34,12,222.98,0.00,573.69,1,1.74,1,,,,,,,34,,,
torchinferno,few_shot,43,13,76.08,0.00,423.88,1,2.36,1,,,,,,,43,,,
torchinferno,few_shot,24,14,392.06,0.00,743.13,1,1.35,1,,,,,,,24,,,
torchinferno,few_shot,41,15,108.17,0.00,458.20,1,2.18,1,,,,,,,41,,,
torchinferno,few_shot,10,16,626.91,0.00,979.97,1,1.02,1,,,,,,,10,,,
torchinferno,few_shot,37,17,175.82,0.00,526.46,1,1.90,1,,,,,,,37,,,
torchinferno,few_shot,17,18,510.48,0.00,863.53,1,1.16,1,,,,,,,17,,,
torchinferno,few_shot,42,19,92.34,0.00,444.19,1,2.25,1,,,,,,,42,,,
torchinferno,few_shot,4,20,729.91,0.00,1086.03,1,0.92,1,,,,,,,4,,,
torchinferno,few_shot,31,21,277.83,0.00,629.95,1,1.59,1,,,,,,,31,,,
torchinferno,few_shot,11,22,613.79,0.00,966.90,1,1.03,1,,,,,,,11,,,
torchinferno,few_shot,9,23,647.75,0.00,1005.80,1,0.99,1,,,,,,,9,,,
torchinferno,few_shot,18,24,492.83,375.58,868.42,2,2.30,1,,,,,,,18,,,
torchinferno,few_shot,16,25,529.18,373.79,902.97,2,2.21,1,,,,,,,16,,,
torchinferno,few_shot,21,26,442.33,376.90,819.23,2,2.44,1,,,,,,,21,,,
torchinferno,few_shot,23,27,408.58,378.00,786.58,2,2.54,1,,,,,,,23,,,
torchinferno,few_shot,6,28,697.53,376.72,1074.24,2,1.86,1,,,,,,,6,,,
torchinferno,few_shot,14,29,563.24,375.45,938.69,2,2.13,1,,,,,,,14,,,
torchinferno,few_shot,40,30,123.37,378.97,502.34,2,3.98,0,,,,,,,40,,,
torchinferno,few_shot,19,31,477.05,378.32,855.37,2,2.34,1,,,,,,,19,,,
torchinferno,few_shot,13,32,576.73,380.11,956.84,2,2.09,1,,,,,,,13,,,
torchinferno,few_shot,45,33,40.45,379.63,420.09,2,4.76,1,,,,,,,45,,,
torchinferno,few_shot,27,34,344.45,378.72,723.17,2,2.77,1,,,,,,,27,,,
torchinferno,few_shot,2,35,765.85,381.30,1147.14,2,1.74,1,,,,,,,2,,,
torchinferno,few_shot,20,36,461.88,380.06,841.94,2,2.38,1,,,,,,,20,,,
torchinferno,few_shot,30,37,292.31,382.56,674.87,2,2.96,1,,,,,,,30,,,
torchinferno,few_shot,36,38,191.40,382.81,574.21,2,3.48,1,,,,,,,36,,,
torchinferno,few_shot,44,39,57.08,383.81,440.89,2,4.54,1,,,,,,,44,,,
