model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-13T13:02:24.193272+00:00

Build Times
provider,build_time_s
torchinferno,37.3
vllm,220.8
sglang,163.2

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,142.85,79.30,78.76,sglang
ttft_p99_ms,763.20,159.32,494.70,vllm
tpot_median_ms,32.81,38.24,66.84,torchinferno
tpot_p99_ms,44.21,101.84,883.60,torchinferno
e2e_median_ms,168.67,110.72,134.02,vllm
e2e_p99_ms,781.09,196.80,930.32,vllm
throughput_median_tps,7.03,11.96,9.94,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,50.89,73.75,121.91,torchinferno
ttft_p99_ms,264.57,297.95,70695.27,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,67.92,90.06,203.14,torchinferno
e2e_p99_ms,283.17,323.68,71144.80,torchinferno
throughput_median_tps,14.72,11.10,4.92,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,194.04,73.51,83.08,vllm
ttft_p99_ms,1709.95,156.62,540.19,vllm
tpot_median_ms,35.70,35.46,74.26,vllm
tpot_p99_ms,48.35,96.40,901.02,torchinferno
e2e_median_ms,223.72,100.41,142.45,vllm
e2e_p99_ms,1738.65,199.63,941.32,vllm
throughput_median_tps,5.05,12.79,9.44,vllm
total_output_tokens,1444,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,803.31,78.14,64.91,sglang
ttft_last_turn_ms,175.80,81.52,88.94,vllm
ttft_growth_ratio,0.22,1.04,1.37,torchinferno
ttft_first_turn_median_ms,770.93,66.98,62.41,sglang
ttft_first_turn_p99_ms,1827.08,154.80,103.52,sglang
ttft_last_turn_median_ms,186.73,74.21,90.70,vllm
ttft_last_turn_p99_ms,210.86,156.68,114.50,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.27,38.38,53.34,vllm
ttft_p99_ms,894.87,91.08,397.25,vllm
tpot_median_ms,34.72,28.62,400.67,vllm
tpot_p99_ms,136.43,38.92,1081.43,vllm
e2e_median_ms,76.64,58.54,454.06,vllm
e2e_p99_ms,944.33,135.81,1166.96,vllm
throughput_median_tps,19.83,21.61,3.09,vllm
total_output_tokens,1480,1476,1468,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,183.99,47.15,52.90,vllm
ttft_p99_ms,433.10,63.87,108.18,vllm
tpot_median_ms,19.60,15.57,24.57,vllm
tpot_p99_ms,25.42,17.59,75.05,vllm
e2e_median_ms,876.43,577.73,953.98,vllm
e2e_p99_ms,1567.81,1067.38,1748.06,vllm
throughput_median_tps,39.99,60.17,38.79,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,800.42,0.00,812.28,1,1.23,1,,,,,,,1,,,
torchinferno,few_shot,0,1,818.33,23.83,842.16,2,2.37,1,,,,,,,0,,,
torchinferno,few_shot,4,2,848.10,0.00,863.46,1,1.16,1,,,,,,,4,,,
torchinferno,few_shot,7,3,795.43,0.00,811.68,1,1.23,1,,,,,,,7,,,
torchinferno,few_shot,26,4,472.02,0.00,487.85,1,2.05,1,,,,,,,26,,,
torchinferno,few_shot,8,5,780.63,0.00,796.14,1,1.26,1,,,,,,,8,,,
torchinferno,few_shot,28,6,440.48,0.00,454.85,1,2.20,1,,,,,,,28,,,
torchinferno,few_shot,17,7,627.69,0.00,643.32,1,1.55,1,,,,,,,17,,,
torchinferno,few_shot,9,8,763.20,0.00,781.09,1,1.28,1,,,,,,,9,,,
torchinferno,few_shot,12,9,711.00,0.00,730.67,1,1.37,1,,,,,,,12,,,
torchinferno,few_shot,29,10,422.30,0.00,440.78,1,2.27,1,,,,,,,29,,,
torchinferno,few_shot,5,11,830.64,0.00,852.78,1,1.17,1,,,,,,,5,,,
torchinferno,few_shot,11,12,730.69,0.00,751.51,1,1.33,1,,,,,,,11,,,
torchinferno,few_shot,24,13,507.23,0.00,528.94,1,1.89,1,,,,,,,24,,,
torchinferno,few_shot,10,14,744.82,0.00,769.72,1,1.30,1,,,,,,,10,,,
torchinferno,few_shot,25,15,489.66,0.00,513.96,1,1.95,1,,,,,,,25,,,
torchinferno,few_shot,31,16,386.13,0.00,412.07,1,2.43,1,,,,,,,31,,,
torchinferno,few_shot,22,17,541.16,27.57,568.74,2,3.52,1,,,,,,,22,,,
torchinferno,few_shot,20,18,576.10,27.36,603.46,2,3.31,1,,,,,,,20,,,
torchinferno,few_shot,32,19,368.66,30.93,399.59,2,5.01,1,,,,,,,32,,,
torchinferno,few_shot,2,20,885.72,29.53,915.24,2,2.19,1,,,,,,,2,,,
torchinferno,few_shot,33,21,352.04,31.31,383.34,2,5.22,1,,,,,,,33,,,
torchinferno,few_shot,27,22,456.69,31.07,487.76,2,4.10,1,,,,,,,27,,,
torchinferno,few_shot,13,23,696.20,31.20,727.40,2,2.75,1,,,,,,,13,,,
torchinferno,few_shot,18,24,608.21,35.03,643.24,2,3.11,1,,,,,,,18,,,
torchinferno,few_shot,21,25,556.39,35.51,591.90,2,3.38,1,,,,,,,21,,,
torchinferno,few_shot,16,26,645.14,33.42,678.56,2,2.95,1,,,,,,,16,,,
torchinferno,few_shot,23,27,522.70,36.77,559.47,2,3.57,1,,,,,,,23,,,
torchinferno,few_shot,30,28,404.14,37.19,441.33,2,4.53,1,,,,,,,30,,,
torchinferno,few_shot,14,29,677.42,37.26,714.69,2,2.80,1,,,,,,,14,,,
torchinferno,few_shot,3,30,867.26,38.03,905.29,2,2.21,1,,,,,,,3,,,
torchinferno,few_shot,15,31,658.87,39.93,698.80,2,2.86,1,,,,,,,15,,,
torchinferno,few_shot,6,32,817.17,37.86,855.02,2,2.34,1,,,,,,,6,,,
torchinferno,few_shot,19,33,592.31,39.33,631.64,2,3.17,1,,,,,,,19,,,
torchinferno,few_shot,35,34,403.21,0.00,415.14,1,2.41,1,,,,,,,35,,,
torchinferno,few_shot,43,35,267.37,0.00,279.66,1,3.58,1,,,,,,,43,,,
torchinferno,few_shot,65,36,161.95,0.00,176.13,1,5.68,1,,,,,,,65,,,
torchinferno,few_shot,66,37,70.66,0.00,85.27,1,11.73,1,,,,,,,66,,,
torchinferno,few_shot,42,38,284.65,0.00,298.66,1,3.35,1,,,,,,,42,,,
