model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-21T15:03:13.482849

Build Times
provider,build_time_s
torchinferno,355.3
vllm,1200.9
sglang,202.1

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,285.52,161.78,139.76,sglang
ttft_p99_ms,1984.52,483.18,8137.67,vllm
tpot_median_ms,150.84,61.90,70.70,vllm
tpot_p99_ms,205.78,255.15,7305.96,torchinferno
e2e_median_ms,377.43,220.43,208.10,sglang
e2e_p99_ms,2174.93,685.10,15426.64,vllm
throughput_median_tps,3.93,6.61,5.69,vllm
total_output_tokens,1466,1466,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,268.79,208.64,200.14,sglang
ttft_p99_ms,1728.12,498.72,70712.87,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,298.88,231.00,334.29,vllm
e2e_p99_ms,1786.66,521.59,70821.08,vllm
throughput_median_tps,3.35,4.33,2.99,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,741.65,171.35,160.99,sglang
ttft_p99_ms,1947.15,340.21,576.35,vllm
tpot_median_ms,118.36,70.08,105.05,vllm
tpot_p99_ms,724.69,206.30,252.20,vllm
e2e_median_ms,880.31,232.17,261.72,vllm
e2e_p99_ms,2176.08,433.88,617.62,vllm
throughput_median_tps,1.43,5.97,5.04,vllm
total_output_tokens,1462,1450,1462,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,969.36,143.28,111.12,sglang
ttft_last_turn_ms,601.83,162.36,186.06,vllm
ttft_growth_ratio,0.62,1.13,1.67,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,372.50,58.38,72.36,vllm
ttft_p99_ms,974.46,142.55,394.84,vllm
tpot_median_ms,128.37,26.61,63.70,vllm
tpot_p99_ms,143.85,49.13,173.50,vllm
e2e_median_ms,466.78,78.80,143.62,vllm
e2e_p99_ms,1096.20,164.95,402.43,vllm
throughput_median_tps,3.03,15.55,9.40,vllm
total_output_tokens,1467,1464,1463,torchinferno
num_requests,992,992,992,
correctness_rate,0.98,0.96,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,832.46,66.20,65.10,sglang
ttft_p99_ms,3356.29,114.52,106.93,sglang
tpot_median_ms,16.94,14.95,21.99,vllm
tpot_p99_ms,36.30,19.64,27.31,vllm
e2e_median_ms,1583.94,606.82,812.23,vllm
e2e_p99_ms,4562.77,1010.30,1530.54,vllm
throughput_median_tps,22.86,59.11,42.93,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,954.48,0.00,1205.41,1,0.83,1
torchinferno,few_shot,1,1981.57,0.00,2060.45,1,0.49,1
torchinferno,few_shot,2,1974.75,0.00,2065.96,1,0.48,1
torchinferno,few_shot,3,1978.15,0.00,2060.74,1,0.49,1
torchinferno,few_shot,4,1985.53,0.00,2065.11,1,0.48,1
torchinferno,few_shot,5,786.21,0.00,869.43,1,1.15,1
torchinferno,few_shot,6,1981.72,0.00,2073.03,1,0.48,1
torchinferno,few_shot,7,1980.18,0.00,2070.08,1,0.48,1
torchinferno,few_shot,8,1979.58,0.00,2068.84,1,0.48,1
torchinferno,few_shot,9,1972.54,0.00,2071.75,1,0.48,1
torchinferno,few_shot,10,1978.78,0.00,2077.63,1,0.48,1
torchinferno,few_shot,11,1984.06,0.00,2076.38,1,0.48,1
torchinferno,few_shot,12,1974.25,0.00,2079.34,1,0.48,1
torchinferno,few_shot,13,1981.69,0.00,2085.60,1,0.48,1
torchinferno,few_shot,14,1972.50,0.00,2086.34,1,0.48,1
torchinferno,few_shot,15,1978.21,0.00,2082.01,1,0.48,1
torchinferno,few_shot,16,1975.47,0.00,2087.85,1,0.48,1
torchinferno,few_shot,17,1978.26,0.00,2087.11,1,0.48,1
torchinferno,few_shot,18,1972.16,0.00,2085.48,1,0.48,1
torchinferno,few_shot,19,1969.63,0.00,2090.12,1,0.48,1
torchinferno,few_shot,20,1971.19,0.00,2089.49,1,0.48,1
torchinferno,few_shot,21,1980.32,0.00,2091.51,1,0.48,1
torchinferno,few_shot,22,1983.78,0.00,2100.28,1,0.48,1
torchinferno,few_shot,23,1972.74,0.00,2101.07,1,0.48,1
torchinferno,few_shot,24,1976.00,0.00,2098.74,1,0.48,1
torchinferno,few_shot,25,1971.02,0.00,2097.62,1,0.48,1
torchinferno,few_shot,26,1967.45,0.00,2100.04,1,0.48,1
torchinferno,few_shot,27,1985.95,0.00,2104.57,1,0.48,1
torchinferno,few_shot,28,1974.89,0.00,2102.46,1,0.48,1
torchinferno,few_shot,29,1978.20,0.00,2106.34,1,0.47,1
torchinferno,few_shot,30,1982.38,0.00,2106.11,1,0.47,1
torchinferno,few_shot,31,1974.10,0.00,2108.77,1,0.47,1
torchinferno,few_shot,32,1981.15,0.00,2124.58,1,0.47,1
torchinferno,few_shot,33,1990.70,151.13,2141.82,2,0.93,1
torchinferno,few_shot,34,1972.29,165.66,2137.94,2,0.94,1
torchinferno,few_shot,35,1970.78,168.31,2139.09,2,0.93,1
torchinferno,few_shot,36,1972.33,169.84,2142.17,2,0.93,1
torchinferno,few_shot,37,1988.02,158.39,2146.42,2,0.93,1
torchinferno,few_shot,38,1987.41,161.59,2149.00,2,0.93,1
torchinferno,few_shot,39,1975.01,178.74,2153.74,2,0.93,1
torchinferno,few_shot,40,1972.00,176.58,2148.57,2,0.93,1
torchinferno,few_shot,41,1975.40,179.28,2154.69,2,0.93,1
torchinferno,few_shot,42,1974.51,183.60,2158.11,2,0.93,1
torchinferno,few_shot,43,1978.01,173.62,2151.63,2,0.93,1
torchinferno,few_shot,44,1968.22,186.01,2154.23,2,0.93,1
torchinferno,few_shot,45,1988.53,172.92,2161.45,2,0.93,1
torchinferno,few_shot,46,1984.52,175.87,2160.39,2,0.93,1
torchinferno,few_shot,47,1975.08,182.98,2158.06,2,0.93,1
torchinferno,few_shot,48,1990.51,180.51,2171.02,2,0.92,1
torchinferno,few_shot,49,1969.61,193.81,2163.42,2,0.92,1
torchinferno,few_shot,50,1974.55,194.05,2168.60,2,0.92,1
torchinferno,few_shot,51,1977.58,187.27,2164.85,2,0.92,1
torchinferno,few_shot,52,1983.62,186.43,2170.04,2,0.92,1
torchinferno,few_shot,53,1975.49,191.50,2166.99,2,0.92,1
torchinferno,few_shot,54,1987.09,184.34,2171.43,2,0.92,1
torchinferno,few_shot,55,1981.96,193.35,2175.31,2,0.92,1
torchinferno,few_shot,56,1979.95,194.98,2174.93,2,0.92,1
torchinferno,few_shot,57,1974.41,205.51,2179.92,2,0.92,1
torchinferno,few_shot,58,1971.41,207.32,2178.73,2,0.92,1
