model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-27T15:03:21.017943+00:00

Build Times
provider,build_time_s
torchinferno,413.2
vllm,529.0
sglang,245.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,148.84,151.35,vllm
ttft_p99_ms,,1004.09,728.06,sglang
tpot_median_ms,,51.98,88.83,vllm
tpot_p99_ms,,145.11,401.93,vllm
e2e_median_ms,,195.95,230.25,vllm
e2e_p99_ms,,1056.55,913.45,sglang
throughput_median_tps,,7.21,5.30,vllm
total_output_tokens,,1461,1461,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,200.76,220.63,vllm
ttft_p99_ms,,282.84,69735.35,vllm
tpot_median_ms,,0.00,0.00,
tpot_p99_ms,,0.00,0.00,
e2e_median_ms,,259.02,374.17,vllm
e2e_p99_ms,,376.65,69792.98,vllm
throughput_median_tps,,3.86,2.67,vllm
total_output_tokens,,1000,1000,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,
unique_final_answers,,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,165.17,170.82,vllm
ttft_p99_ms,,327.28,825.16,vllm
tpot_median_ms,,52.90,105.40,vllm
tpot_p99_ms,,194.74,240.81,vllm
e2e_median_ms,,210.85,280.30,vllm
e2e_p99_ms,,398.96,881.63,vllm
throughput_median_tps,,6.38,4.95,vllm
total_output_tokens,,1450,1450,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,
ttft_first_turn_ms,,144.27,117.31,sglang
ttft_last_turn_ms,,162.37,204.04,vllm
ttft_growth_ratio,,1.13,1.74,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,63.52,83.12,vllm
ttft_p99_ms,,319.74,529.65,vllm
tpot_median_ms,,32.14,63.95,vllm
tpot_p99_ms,,149.08,180.05,vllm
e2e_median_ms,,86.35,153.03,vllm
e2e_p99_ms,,355.24,539.99,vllm
throughput_median_tps,,13.97,9.08,vllm
total_output_tokens,,1461,1470,sglang
num_requests,,992,992,
correctness_rate,,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,77.69,71.71,sglang
ttft_p99_ms,,165.26,486.12,vllm
tpot_median_ms,,14.79,22.57,vllm
tpot_p99_ms,,24.40,34.49,vllm
e2e_median_ms,,597.30,881.68,vllm
e2e_p99_ms,,1006.59,1687.67,vllm
throughput_median_tps,,59.26,41.56,vllm
total_output_tokens,,36715,36715,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,843.16,0.00,845.00,1,1.18,1
vllm,few_shot,1,845.27,0.00,849.98,1,1.18,1
vllm,few_shot,2,849.99,0.00,852.16,1,1.17,1
vllm,few_shot,3,845.59,0.00,853.59,1,1.17,1
vllm,few_shot,4,850.15,0.00,850.27,1,1.18,1
vllm,few_shot,5,855.54,0.00,855.65,1,1.17,1
vllm,few_shot,6,844.36,0.00,856.53,1,1.17,1
vllm,few_shot,7,855.34,0.00,857.18,1,1.17,1
vllm,few_shot,8,859.19,0.00,869.77,1,1.15,1
vllm,few_shot,9,896.72,0.00,913.18,1,1.10,1
vllm,few_shot,10,896.17,0.00,915.20,1,1.09,1
vllm,few_shot,11,898.57,0.00,919.64,1,1.09,1
vllm,few_shot,12,892.39,0.00,917.96,1,1.09,1
vllm,few_shot,13,896.90,0.00,917.96,1,1.09,1
vllm,few_shot,14,892.63,0.00,917.44,1,1.09,1
vllm,few_shot,15,891.55,0.00,918.89,1,1.09,1
vllm,few_shot,16,894.65,0.00,920.05,1,1.09,1
vllm,few_shot,17,893.17,47.22,940.40,2,2.13,1
vllm,few_shot,18,911.99,0.00,943.13,1,1.06,1
vllm,few_shot,19,893.03,52.39,945.42,2,2.12,1
vllm,few_shot,20,893.27,53.93,947.20,2,2.11,1
vllm,few_shot,21,895.79,52.08,947.88,2,2.11,1
vllm,few_shot,22,892.67,57.58,950.25,2,2.10,1
vllm,few_shot,23,893.30,58.15,951.46,2,2.10,1
vllm,few_shot,24,908.29,0.00,949.74,1,1.05,1
vllm,few_shot,25,906.14,0.00,951.07,1,1.05,1
vllm,few_shot,26,892.48,63.19,955.66,2,2.09,1
vllm,few_shot,27,933.08,0.00,1002.46,1,1.00,1
vllm,few_shot,28,910.16,97.24,1007.39,2,1.99,1
vllm,few_shot,29,935.59,0.00,1008.44,1,0.99,1
vllm,few_shot,30,947.60,0.00,1010.04,1,0.99,1
vllm,few_shot,31,911.61,102.63,1014.25,2,1.97,1
vllm,few_shot,32,907.83,109.78,1017.61,2,1.97,1
vllm,few_shot,33,935.15,0.00,1016.05,1,0.98,1
vllm,few_shot,34,932.09,0.00,1018.65,1,0.98,1
vllm,few_shot,35,1011.29,0.00,1017.81,1,0.98,1
vllm,few_shot,36,939.13,0.00,1021.87,1,0.98,1
vllm,few_shot,37,938.31,0.00,1022.87,1,0.98,1
vllm,few_shot,38,179.87,0.00,184.89,1,5.41,1
vllm,few_shot,39,147.78,0.00,160.83,1,6.22,1
vllm,few_shot,40,948.93,0.00,1026.61,1,0.97,1
vllm,few_shot,41,174.70,0.00,184.79,1,5.41,1
vllm,few_shot,42,933.31,94.97,1028.28,2,1.94,1
vllm,few_shot,43,160.82,0.00,183.19,1,5.46,1
