model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-06T19:08:07.064372+00:00

Build Times
provider,build_time_s
torchinferno,45.6
vllm,264.8
sglang,208.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,154.64,122.09,132.94,vllm
ttft_p99_ms,442.98,245.12,523.10,vllm
tpot_median_ms,46.52,39.63,80.55,vllm
tpot_p99_ms,132.75,109.61,905.97,vllm
e2e_median_ms,196.19,151.63,209.44,vllm
e2e_p99_ms,539.15,309.22,984.96,vllm
throughput_median_tps,6.25,9.19,5.87,vllm
total_output_tokens,1460,1466,1466,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,99.63,144.59,210.50,torchinferno
ttft_p99_ms,307.38,333.04,69489.92,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,105.05,167.42,352.65,torchinferno
e2e_p99_ms,342.84,353.91,69607.61,torchinferno
throughput_median_tps,9.52,5.97,2.84,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,248.71,157.17,162.78,vllm
ttft_p99_ms,556.70,521.33,586.20,vllm
tpot_median_ms,57.38,42.99,114.41,vllm
tpot_p99_ms,307.38,179.79,879.12,vllm
e2e_median_ms,297.14,201.52,271.73,vllm
e2e_p99_ms,816.50,556.28,867.37,vllm
throughput_median_tps,4.56,6.83,4.62,vllm
total_output_tokens,1460,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,237.04,163.65,112.16,sglang
ttft_last_turn_ms,253.49,178.17,189.97,vllm
ttft_growth_ratio,1.07,1.09,1.69,torchinferno
ttft_first_turn_median_ms,206.10,144.72,112.68,sglang
ttft_first_turn_p99_ms,454.81,539.96,232.69,sglang
ttft_last_turn_median_ms,229.30,160.61,188.33,vllm
ttft_last_turn_p99_ms,589.11,507.37,334.19,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,77.08,32.94,48.26,vllm
ttft_p99_ms,254.95,40.71,226.30,vllm
tpot_median_ms,63.91,21.75,382.48,vllm
tpot_p99_ms,158.88,29.09,1071.63,vllm
e2e_median_ms,109.38,48.22,421.79,vllm
e2e_p99_ms,302.83,104.23,1144.88,vllm
throughput_median_tps,12.45,25.55,3.33,vllm
total_output_tokens,1473,1470,1467,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,260.39,82.75,66.30,sglang
ttft_p99_ms,1173.26,1145.47,1112.10,sglang
tpot_median_ms,20.77,14.80,22.72,vllm
tpot_p99_ms,39.09,65.71,98.72,torchinferno
e2e_median_ms,965.97,678.33,980.04,vllm
e2e_p99_ms,2053.11,1907.41,1906.22,sglang
throughput_median_tps,35.33,57.79,40.73,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,4,0,211.90,0.00,218.92,1,4.57,1,,,,,,,4,,,
torchinferno,few_shot,3,1,231.50,145.28,376.79,2,5.31,1,,,,,,,3,,,
torchinferno,few_shot,5,2,390.43,0.00,405.45,1,2.47,1,,,,,,,5,,,
torchinferno,few_shot,7,3,352.20,0.00,362.45,1,2.76,1,,,,,,,7,,,
torchinferno,few_shot,17,4,165.55,0.00,179.93,1,5.56,1,,,,,,,17,,,
torchinferno,few_shot,9,5,308.61,0.00,327.24,1,3.06,1,,,,,,,9,,,
torchinferno,few_shot,11,6,278.35,0.00,292.38,1,3.42,1,,,,,,,11,,,
torchinferno,few_shot,64,7,192.59,0.00,215.38,1,4.64,1,,,,,,,64,,,
torchinferno,few_shot,1,8,505.89,0.00,533.00,1,1.88,1,,,,,,,1,,,
torchinferno,few_shot,12,9,255.55,0.00,282.79,1,3.54,1,,,,,,,12,,,
torchinferno,few_shot,8,10,331.06,0.00,355.18,1,2.82,1,,,,,,,8,,,
torchinferno,few_shot,18,11,149.05,27.27,176.32,2,11.34,1,,,,,,,18,,,
torchinferno,few_shot,23,12,62.22,29.86,92.08,2,21.72,1,,,,,,,23,,,
torchinferno,few_shot,10,13,294.76,0.00,324.52,1,3.08,1,,,,,,,10,,,
torchinferno,few_shot,13,14,237.37,35.59,272.95,2,7.33,1,,,,,,,13,,,
torchinferno,few_shot,21,15,97.88,35.43,133.31,2,15.00,1,,,,,,,21,,,
torchinferno,few_shot,16,16,183.86,37.32,221.18,2,9.04,1,,,,,,,16,,,
torchinferno,few_shot,19,17,130.04,41.79,171.83,2,11.64,1,,,,,,,19,,,
torchinferno,few_shot,2,18,487.38,41.83,529.21,2,3.78,1,,,,,,,2,,,
torchinferno,few_shot,0,19,525.89,46.81,572.70,2,3.49,1,,,,,,,0,,,
torchinferno,few_shot,22,20,82.48,43.45,125.93,2,15.88,1,,,,,,,22,,,
torchinferno,few_shot,6,21,369.68,51.84,421.52,2,4.74,1,,,,,,,6,,,
torchinferno,few_shot,14,22,222.33,47.09,269.42,2,7.42,1,,,,,,,14,,,
torchinferno,few_shot,20,23,113.25,52.34,165.59,2,12.08,1,,,,,,,20,,,
torchinferno,few_shot,15,24,200.14,57.30,257.44,2,7.77,1,,,,,,,15,,,
torchinferno,few_shot,26,25,74.27,0.00,85.96,1,11.63,1,,,,,,,26,,,
torchinferno,few_shot,65,26,118.74,0.00,134.13,1,7.46,1,,,,,,,65,,,
torchinferno,few_shot,24,27,105.28,0.00,122.76,1,8.15,1,,,,,,,24,,,
torchinferno,few_shot,25,28,91.24,0.00,106.29,1,9.41,1,,,,,,,25,,,
torchinferno,few_shot,27,29,57.83,140.70,198.53,2,10.07,1,,,,,,,27,,,
torchinferno,few_shot,71,30,238.56,0.00,254.74,1,3.93,1,,,,,,,71,,,
torchinferno,few_shot,29,31,182.21,0.00,196.21,1,5.10,1,,,,,,,29,,,
torchinferno,few_shot,67,32,254.62,0.00,266.04,1,3.76,1,,,,,,,67,,,
torchinferno,few_shot,68,33,252.87,0.00,266.38,1,3.75,1,,,,,,,68,,,
torchinferno,few_shot,31,34,143.71,0.00,168.93,1,5.92,1,,,,,,,31,,,
torchinferno,few_shot,92,35,182.03,0.00,207.37,1,4.82,1,,,,,,,92,,,
torchinferno,few_shot,72,36,242.82,0.00,263.51,1,3.79,1,,,,,,,72,,,
torchinferno,few_shot,85,37,217.73,0.00,240.48,1,4.16,1,,,,,,,85,,,
torchinferno,few_shot,88,38,204.33,0.00,234.71,1,4.26,1,,,,,,,88,,,
torchinferno,few_shot,84,39,215.24,30.60,245.84,2,8.14,1,,,,,,,84,,,
torchinferno,few_shot,89,40,186.89,0.00,217.37,1,4.60,1,,,,,,,89,,,
torchinferno,few_shot,87,41,212.91,0.00,242.98,1,4.12,1,,,,,,,87,,,
torchinferno,few_shot,80,42,225.48,0.00,258.17,1,3.87,1,,,,,,,80,,,
torchinferno,few_shot,66,43,248.29,0.00,286.42,1,3.49,1,,,,,,,66,,,
torchinferno,few_shot,76,44,236.57,0.00,270.48,1,3.70,1,,,,,,,76,,,
torchinferno,few_shot,77,45,237.62,32.58,270.19,2,7.40,1,,,,,,,77,,,
torchinferno,few_shot,82,46,220.92,0.00,259.31,1,3.86,1,,,,,,,82,,,
torchinferno,few_shot,81,47,220.81,0.00,263.60,1,3.79,1,,,,,,,81,,,
torchinferno,few_shot,69,48,249.10,0.00,290.06,1,3.45,1,,,,,,,69,,,
torchinferno,few_shot,73,49,240.15,43.25,283.40,2,7.06,1,,,,,,,73,,,
torchinferno,few_shot,86,50,218.01,0.00,260.06,1,3.85,1,,,,,,,86,,,
torchinferno,few_shot,74,51,242.58,0.00,286.31,1,3.49,1,,,,,,,74,,,
torchinferno,few_shot,28,52,225.57,0.00,274.94,1,3.64,1,,,,,,,28,,,
