model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-19T03:02:47.126141+00:00

Build Times
provider,build_time_s
torchinferno,49.0
vllm,386.4
sglang,190.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,147.06,78.88,89.52,vllm
ttft_p99_ms,714.10,161.10,514.29,vllm
tpot_median_ms,31.18,40.07,67.16,torchinferno
tpot_p99_ms,42.48,101.44,853.95,torchinferno
e2e_median_ms,172.07,110.50,148.18,vllm
e2e_p99_ms,733.14,218.01,958.49,vllm
throughput_median_tps,6.76,12.37,9.04,vllm
total_output_tokens,1461,1466,1466,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,55.51,68.35,162.92,torchinferno
ttft_p99_ms,334.00,269.04,70269.80,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,73.72,84.76,238.84,torchinferno
e2e_p99_ms,354.11,299.42,70307.28,vllm
throughput_median_tps,13.56,11.80,4.19,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,193.11,78.83,88.68,vllm
ttft_p99_ms,1012.71,152.09,564.91,vllm
tpot_median_ms,34.03,40.89,83.21,torchinferno
tpot_p99_ms,44.15,82.76,898.49,torchinferno
e2e_median_ms,221.22,110.93,151.18,vllm
e2e_p99_ms,1032.60,213.98,941.84,vllm
throughput_median_tps,5.10,12.11,8.72,vllm
total_output_tokens,1465,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,426.14,80.56,71.17,sglang
ttft_last_turn_ms,181.90,86.76,94.54,vllm
ttft_growth_ratio,0.43,1.08,1.33,torchinferno
ttft_first_turn_median_ms,219.00,73.09,65.91,sglang
ttft_first_turn_p99_ms,1094.33,154.03,113.90,sglang
ttft_last_turn_median_ms,191.76,78.45,96.05,vllm
ttft_last_turn_p99_ms,267.16,148.06,121.45,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.33,35.04,62.50,vllm
ttft_p99_ms,854.42,92.18,162.70,vllm
tpot_median_ms,34.60,22.82,374.32,vllm
tpot_p99_ms,79.94,34.07,1118.56,vllm
e2e_median_ms,75.42,52.69,426.87,vllm
e2e_p99_ms,874.45,126.65,1289.15,vllm
throughput_median_tps,19.88,24.60,3.31,vllm
total_output_tokens,1470,1470,1466,
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,185.63,46.18,58.22,vllm
ttft_p99_ms,492.06,63.36,471.16,vllm
tpot_median_ms,19.23,15.25,28.19,vllm
tpot_p99_ms,24.48,18.45,112.68,vllm
e2e_median_ms,854.84,589.52,1052.60,vllm
e2e_p99_ms,1570.44,1029.55,2026.53,vllm
throughput_median_tps,41.08,61.01,34.18,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,771.01,0.00,783.02,1,1.28,1,,,,,,,1,,,
torchinferno,few_shot,0,1,788.67,24.05,812.72,2,2.46,1,,,,,,,0,,,
torchinferno,few_shot,4,2,795.78,0.00,809.81,1,1.23,1,,,,,,,4,,,
torchinferno,few_shot,5,3,779.17,0.00,793.72,1,1.26,1,,,,,,,5,,,
torchinferno,few_shot,24,4,463.54,0.00,476.22,1,2.10,1,,,,,,,24,,,
torchinferno,few_shot,8,5,729.63,0.00,744.21,1,1.34,1,,,,,,,8,,,
torchinferno,few_shot,29,6,378.89,0.00,393.40,1,2.54,1,,,,,,,29,,,
torchinferno,few_shot,31,7,347.00,0.00,360.66,1,2.77,1,,,,,,,31,,,
torchinferno,few_shot,17,8,581.42,0.00,595.61,1,1.68,1,,,,,,,17,,,
torchinferno,few_shot,12,9,662.63,0.00,679.83,1,1.47,1,,,,,,,12,,,
torchinferno,few_shot,10,10,695.78,0.00,714.24,1,1.40,1,,,,,,,10,,,
torchinferno,few_shot,28,11,395.27,0.00,413.82,1,2.42,1,,,,,,,28,,,
torchinferno,few_shot,25,12,447.01,0.00,464.57,1,2.15,1,,,,,,,25,,,
torchinferno,few_shot,9,13,714.10,0.00,733.14,1,1.36,1,,,,,,,9,,,
torchinferno,few_shot,7,14,747.95,0.00,767.64,1,1.30,1,,,,,,,7,,,
torchinferno,few_shot,11,15,681.50,0.00,702.79,1,1.42,1,,,,,,,11,,,
torchinferno,few_shot,26,16,428.88,0.00,452.59,1,2.21,1,,,,,,,26,,,
torchinferno,few_shot,3,17,814.91,26.53,841.44,2,2.38,1,,,,,,,3,,,
torchinferno,few_shot,13,18,645.62,29.48,675.10,2,2.96,1,,,,,,,13,,,
torchinferno,few_shot,20,19,528.74,29.76,558.50,2,3.58,1,,,,,,,20,,,
torchinferno,few_shot,6,20,762.41,30.62,793.02,2,2.52,1,,,,,,,6,,,
torchinferno,few_shot,23,21,481.47,28.03,509.50,2,3.93,1,,,,,,,23,,,
torchinferno,few_shot,2,22,831.74,29.83,861.57,2,2.32,1,,,,,,,2,,,
torchinferno,few_shot,21,23,512.98,31.08,544.06,2,3.68,1,,,,,,,21,,,
torchinferno,few_shot,33,24,312.65,31.09,343.74,2,5.82,1,,,,,,,33,,,
torchinferno,few_shot,22,25,497.32,31.06,528.38,2,3.79,1,,,,,,,22,,,
torchinferno,few_shot,27,26,412.80,32.45,445.25,2,4.49,1,,,,,,,27,,,
torchinferno,few_shot,14,27,631.83,31.56,663.39,2,3.01,1,,,,,,,14,,,
torchinferno,few_shot,30,28,362.23,33.84,396.07,2,5.05,1,,,,,,,30,,,
torchinferno,few_shot,15,29,613.45,34.46,647.91,2,3.09,1,,,,,,,15,,,
torchinferno,few_shot,18,30,562.26,36.27,598.53,2,3.34,1,,,,,,,18,,,
torchinferno,few_shot,32,31,330.53,34.32,364.85,2,5.48,1,,,,,,,32,,,
torchinferno,few_shot,19,32,546.06,37.33,583.39,2,3.43,1,,,,,,,19,,,
torchinferno,few_shot,16,33,596.38,39.39,635.77,2,3.15,1,,,,,,,16,,,
torchinferno,few_shot,34,34,378.69,0.00,391.20,1,2.56,1,,,,,,,34,,,
torchinferno,few_shot,72,35,68.33,0.00,81.01,1,12.34,1,,,,,,,72,,,
torchinferno,few_shot,41,36,260.30,0.00,275.42,1,3.63,1,,,,,,,41,,,
torchinferno,few_shot,74,37,67.70,0.00,80.58,1,12.41,1,,,,,,,74,,,
torchinferno,few_shot,35,38,362.27,0.00,377.27,1,2.65,1,,,,,,,35,,,
