model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-16T19:08:00.968588+00:00

Build Times
provider,build_time_s
torchinferno,38.7
vllm,268.3
sglang,162.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,144.16,87.01,79.43,sglang
ttft_p99_ms,748.51,194.66,480.16,vllm
tpot_median_ms,31.58,41.78,66.55,torchinferno
tpot_p99_ms,41.80,102.23,864.44,torchinferno
e2e_median_ms,168.37,128.55,134.21,vllm
e2e_p99_ms,772.06,239.64,958.26,vllm
throughput_median_tps,6.77,11.31,9.97,vllm
total_output_tokens,1461,1461,1460,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,55.77,73.07,127.64,torchinferno
ttft_p99_ms,274.70,324.20,71051.49,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,73.76,89.89,213.50,torchinferno
e2e_p99_ms,294.56,326.93,71096.99,torchinferno
throughput_median_tps,13.56,11.12,4.68,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,190.97,74.69,83.92,vllm
ttft_p99_ms,1110.45,143.55,554.49,vllm
tpot_median_ms,34.59,35.25,86.09,torchinferno
tpot_p99_ms,44.17,89.98,894.89,torchinferno
e2e_median_ms,219.08,103.73,152.87,vllm
e2e_p99_ms,1128.31,185.26,828.94,vllm
throughput_median_tps,5.10,13.29,8.75,vllm
total_output_tokens,1442,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,475.04,75.13,65.73,sglang
ttft_last_turn_ms,173.07,77.78,122.40,vllm
ttft_growth_ratio,0.36,1.04,1.86,torchinferno
ttft_first_turn_median_ms,298.94,71.30,65.61,sglang
ttft_first_turn_p99_ms,1194.77,146.58,106.41,sglang
ttft_last_turn_median_ms,188.47,74.47,86.76,vllm
ttft_last_turn_p99_ms,207.93,134.73,556.59,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.22,36.68,51.76,vllm
ttft_p99_ms,755.51,97.37,163.18,vllm
tpot_median_ms,34.75,25.18,398.63,vllm
tpot_p99_ms,84.46,36.40,1038.26,vllm
e2e_median_ms,76.60,55.36,441.72,vllm
e2e_p99_ms,777.76,138.61,1102.25,vllm
throughput_median_tps,19.23,23.37,3.27,vllm
total_output_tokens,1470,1472,1456,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,189.87,47.14,53.28,vllm
ttft_p99_ms,399.55,64.42,361.39,vllm
tpot_median_ms,19.73,15.54,24.97,vllm
tpot_p99_ms,28.95,18.81,74.43,vllm
e2e_median_ms,896.89,575.14,928.71,vllm
e2e_p99_ms,1600.72,1054.85,1786.05,vllm
throughput_median_tps,40.32,60.17,38.77,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,806.30,0.00,818.25,1,1.22,1,,,,,,,1,,,
torchinferno,few_shot,0,1,823.43,24.03,847.46,2,2.36,1,,,,,,,0,,,
torchinferno,few_shot,4,2,832.26,0.00,846.88,1,1.18,1,,,,,,,4,,,
torchinferno,few_shot,8,3,766.68,0.00,780.53,1,1.28,1,,,,,,,8,,,
torchinferno,few_shot,17,4,617.10,0.00,630.65,1,1.59,1,,,,,,,17,,,
torchinferno,few_shot,29,5,415.41,0.00,430.54,1,2.32,1,,,,,,,29,,,
torchinferno,few_shot,31,6,383.88,0.00,397.84,1,2.51,1,,,,,,,31,,,
torchinferno,few_shot,24,7,500.51,0.00,514.84,1,1.94,1,,,,,,,24,,,
torchinferno,few_shot,28,8,433.12,0.00,449.18,1,2.23,1,,,,,,,28,,,
torchinferno,few_shot,25,9,481.59,0.00,500.10,1,2.00,1,,,,,,,25,,,
torchinferno,few_shot,5,10,815.05,0.00,835.28,1,1.20,1,,,,,,,5,,,
torchinferno,few_shot,10,11,734.67,0.00,752.42,1,1.33,1,,,,,,,10,,,
torchinferno,few_shot,26,12,464.78,0.00,486.62,1,2.06,1,,,,,,,26,,,
torchinferno,few_shot,11,13,715.43,0.00,737.32,1,1.36,1,,,,,,,11,,,
torchinferno,few_shot,9,14,748.51,0.00,772.06,1,1.30,1,,,,,,,9,,,
torchinferno,few_shot,12,15,699.94,0.00,722.23,1,1.38,1,,,,,,,12,,,
torchinferno,few_shot,7,16,784.37,0.00,808.43,1,1.24,1,,,,,,,7,,,
torchinferno,few_shot,16,17,632.63,27.55,660.18,2,3.03,1,,,,,,,16,,,
torchinferno,few_shot,14,18,667.85,26.06,693.92,2,2.88,1,,,,,,,14,,,
torchinferno,few_shot,15,19,648.19,29.73,677.91,2,2.95,1,,,,,,,15,,,
torchinferno,few_shot,19,20,582.71,29.33,612.04,2,3.27,1,,,,,,,19,,,
torchinferno,few_shot,27,21,449.67,29.51,479.17,2,4.17,1,,,,,,,27,,,
torchinferno,few_shot,23,22,516.69,29.69,546.38,2,3.66,1,,,,,,,23,,,
torchinferno,few_shot,13,23,681.52,32.60,714.12,2,2.80,1,,,,,,,13,,,
torchinferno,few_shot,6,24,799.90,32.21,832.11,2,2.40,1,,,,,,,6,,,
torchinferno,few_shot,22,25,532.69,33.10,565.79,2,3.53,1,,,,,,,22,,,
torchinferno,few_shot,18,26,597.74,35.17,632.90,2,3.16,1,,,,,,,18,,,
torchinferno,few_shot,32,27,367.13,33.14,400.27,2,5.00,1,,,,,,,32,,,
torchinferno,few_shot,30,28,399.54,34.56,434.09,2,4.61,1,,,,,,,30,,,
torchinferno,few_shot,3,29,848.55,37.91,886.46,2,2.26,1,,,,,,,3,,,
torchinferno,few_shot,21,30,547.87,38.09,585.95,2,3.41,1,,,,,,,21,,,
torchinferno,few_shot,20,31,566.90,36.52,603.41,2,3.31,1,,,,,,,20,,,
torchinferno,few_shot,33,32,348.35,40.57,388.92,2,5.14,1,,,,,,,33,,,
torchinferno,few_shot,2,33,867.35,41.37,908.71,2,2.20,1,,,,,,,2,,,
torchinferno,few_shot,34,34,416.99,0.00,427.38,1,2.34,1,,,,,,,34,,,
torchinferno,few_shot,37,35,363.40,0.00,377.42,1,2.65,1,,,,,,,37,,,
torchinferno,few_shot,41,36,296.95,0.00,309.22,1,3.23,1,,,,,,,41,,,
torchinferno,few_shot,53,37,78.73,0.00,92.62,1,10.80,1,,,,,,,53,,,
torchinferno,few_shot,64,38,148.95,0.00,162.43,1,6.16,1,,,,,,,64,,,
