model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-21T11:02:58.301793

Build Times
provider,build_time_s
torchinferno,301.6
vllm,1160.9
sglang,170.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,281.49,165.90,139.43,sglang
ttft_p99_ms,1935.94,602.32,7254.62,vllm
tpot_median_ms,154.73,59.19,73.21,vllm
tpot_p99_ms,209.63,151.85,7408.73,vllm
e2e_median_ms,374.12,225.01,208.51,sglang
e2e_p99_ms,2129.93,658.56,14632.96,vllm
throughput_median_tps,4.01,6.26,5.86,vllm
total_output_tokens,1466,1465,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,278.18,186.89,208.26,vllm
ttft_p99_ms,1533.81,465.11,71078.24,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,304.92,211.94,344.25,vllm
e2e_p99_ms,1570.36,558.91,71170.55,vllm
throughput_median_tps,3.28,4.72,2.90,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,766.42,172.04,163.37,sglang
ttft_p99_ms,1856.70,324.37,920.34,vllm
tpot_median_ms,128.91,60.00,99.70,vllm
tpot_p99_ms,398.20,194.05,256.72,vllm
e2e_median_ms,855.54,223.27,256.89,vllm
e2e_p99_ms,2099.45,426.94,1092.75,vllm
throughput_median_tps,1.45,6.20,5.07,vllm
total_output_tokens,1462,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,1091.87,143.84,118.29,sglang
ttft_last_turn_ms,698.45,175.47,175.07,sglang
ttft_growth_ratio,0.64,1.22,1.48,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,350.98,57.58,74.90,vllm
ttft_p99_ms,784.07,117.48,776.60,vllm
tpot_median_ms,132.89,27.21,54.71,vllm
tpot_p99_ms,154.10,45.02,748.04,vllm
e2e_median_ms,445.71,78.44,134.35,vllm
e2e_p99_ms,895.33,140.01,831.56,vllm
throughput_median_tps,3.31,15.65,10.03,vllm
total_output_tokens,1469,1467,1455,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,734.41,69.76,65.49,sglang
ttft_p99_ms,2404.04,215.22,107.80,sglang
tpot_median_ms,15.18,14.90,22.60,vllm
tpot_p99_ms,41.06,21.42,27.33,vllm
e2e_median_ms,1321.72,602.36,837.17,vllm
e2e_p99_ms,3234.17,991.86,1611.19,vllm
throughput_median_tps,26.91,59.57,41.77,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,750.45,0.00,1077.14,1,0.93,1
torchinferno,few_shot,1,1930.35,0.00,2018.86,1,0.50,1
torchinferno,few_shot,2,1927.56,0.00,2018.59,1,0.50,1
torchinferno,few_shot,3,1918.37,0.00,2007.09,1,0.50,1
torchinferno,few_shot,4,1928.25,0.00,2020.26,1,0.49,1
torchinferno,few_shot,5,1938.62,0.00,2024.97,1,0.49,1
torchinferno,few_shot,6,1933.43,0.00,2026.86,1,0.49,1
torchinferno,few_shot,7,1935.94,0.00,2028.82,1,0.49,1
torchinferno,few_shot,8,1939.81,0.00,2030.86,1,0.49,1
torchinferno,few_shot,9,1926.90,0.00,2020.93,1,0.49,1
torchinferno,few_shot,10,1933.87,0.00,2029.45,1,0.49,1
torchinferno,few_shot,11,1917.31,0.00,2028.64,1,0.49,1
torchinferno,few_shot,12,1928.88,0.00,2044.18,1,0.49,1
torchinferno,few_shot,13,1923.67,0.00,2035.56,1,0.49,1
torchinferno,few_shot,14,1922.96,0.00,2034.89,1,0.49,1
torchinferno,few_shot,15,1948.19,0.00,2052.45,1,0.49,1
torchinferno,few_shot,16,1921.42,0.00,2038.57,1,0.49,1
torchinferno,few_shot,17,1928.94,0.00,2052.73,1,0.49,1
torchinferno,few_shot,18,1932.93,0.00,2041.07,1,0.49,1
torchinferno,few_shot,19,1921.82,0.00,2041.77,1,0.49,1
torchinferno,few_shot,20,1922.67,0.00,2042.59,1,0.49,1
torchinferno,few_shot,21,1930.22,0.00,2054.79,1,0.49,1
torchinferno,few_shot,22,1915.52,0.00,2044.73,1,0.49,1
torchinferno,few_shot,23,1929.45,0.00,2049.23,1,0.49,1
torchinferno,few_shot,24,1928.27,0.00,2045.18,1,0.49,1
torchinferno,few_shot,25,1944.40,0.00,2061.75,1,0.49,1
torchinferno,few_shot,26,1923.50,0.00,2051.35,1,0.49,1
torchinferno,few_shot,27,1942.42,0.00,2066.70,1,0.48,1
torchinferno,few_shot,28,853.72,0.00,988.96,1,1.01,1
torchinferno,few_shot,29,1925.44,0.00,2053.33,1,0.49,1
torchinferno,few_shot,30,1921.67,0.00,2054.87,1,0.49,1
torchinferno,few_shot,31,1939.50,0.00,2071.02,1,0.48,1
torchinferno,few_shot,32,1935.09,0.00,2061.85,1,0.49,1
torchinferno,few_shot,33,1933.13,169.38,2102.51,2,0.95,1
torchinferno,few_shot,34,1923.31,165.98,2089.30,2,0.96,1
torchinferno,few_shot,35,1926.40,169.43,2095.83,2,0.95,1
torchinferno,few_shot,36,1921.62,177.36,2098.98,2,0.95,1
torchinferno,few_shot,37,1920.73,176.93,2097.66,2,0.95,1
torchinferno,few_shot,38,1929.45,179.69,2109.14,2,0.95,1
torchinferno,few_shot,39,1925.75,174.82,2100.57,2,0.95,1
torchinferno,few_shot,40,1930.63,183.13,2113.76,2,0.95,1
torchinferno,few_shot,41,1925.26,181.98,2107.24,2,0.95,1
torchinferno,few_shot,42,1920.64,182.09,2102.72,2,0.95,1
torchinferno,few_shot,43,1918.90,189.31,2108.22,2,0.95,1
torchinferno,few_shot,44,1923.25,183.01,2106.26,2,0.95,1
torchinferno,few_shot,45,1931.11,186.22,2117.33,2,0.94,1
