model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-19T17:02:38.240830+00:00

Build Times
provider,build_time_s
torchinferno,41.4
vllm,344.4
sglang,182.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,139.97,73.63,98.98,vllm
ttft_p99_ms,729.94,142.58,533.37,vllm
tpot_median_ms,32.73,38.04,73.56,torchinferno
tpot_p99_ms,47.30,99.16,862.16,torchinferno
e2e_median_ms,165.46,103.70,164.15,vllm
e2e_p99_ms,748.26,182.08,948.94,vllm
throughput_median_tps,7.07,12.74,7.72,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,59.68,76.69,166.14,torchinferno
ttft_p99_ms,361.77,337.63,71927.83,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,76.63,94.29,237.88,torchinferno
e2e_p99_ms,391.09,337.69,71960.25,vllm
throughput_median_tps,13.05,10.61,4.20,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,190.24,98.07,91.95,sglang
ttft_p99_ms,1699.09,185.65,132.45,sglang
tpot_median_ms,35.88,37.60,78.36,torchinferno
tpot_p99_ms,50.72,113.72,621.37,torchinferno
e2e_median_ms,219.74,127.10,154.39,vllm
e2e_p99_ms,1732.48,221.39,703.89,vllm
throughput_median_tps,5.15,10.91,8.64,vllm
total_output_tokens,1442,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,783.86,91.31,77.17,sglang
ttft_last_turn_ms,179.32,99.12,95.79,sglang
ttft_growth_ratio,0.23,1.09,1.24,torchinferno
ttft_first_turn_median_ms,773.71,77.04,76.60,sglang
ttft_first_turn_p99_ms,1828.54,173.51,127.56,sglang
ttft_last_turn_median_ms,189.99,102.44,90.91,sglang
ttft_last_turn_p99_ms,209.31,182.77,134.44,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.95,35.31,69.32,vllm
ttft_p99_ms,782.80,98.83,137.80,vllm
tpot_median_ms,34.71,22.89,455.70,vllm
tpot_p99_ms,101.44,34.59,1110.66,vllm
e2e_median_ms,74.68,53.59,526.15,vllm
e2e_p99_ms,803.59,134.70,1157.58,vllm
throughput_median_tps,19.33,24.61,2.72,vllm
total_output_tokens,1479,1469,1445,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,195.58,46.83,59.68,vllm
ttft_p99_ms,454.05,63.45,362.54,vllm
tpot_median_ms,19.56,15.54,27.46,vllm
tpot_p99_ms,28.57,17.90,112.85,vllm
e2e_median_ms,891.15,576.46,1045.48,vllm
e2e_p99_ms,1621.95,1065.11,2006.69,vllm
throughput_median_tps,40.40,60.83,34.97,vllm
total_output_tokens,36722,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,786.36,0.00,798.78,1,1.25,1,,,,,,,1,,,
torchinferno,few_shot,0,1,804.22,23.69,827.91,2,2.42,1,,,,,,,0,,,
torchinferno,few_shot,5,2,794.64,0.00,809.84,1,1.23,1,,,,,,,5,,,
torchinferno,few_shot,4,3,815.65,0.00,827.62,1,1.21,1,,,,,,,4,,,
torchinferno,few_shot,11,4,696.01,0.00,710.66,1,1.41,1,,,,,,,11,,,
torchinferno,few_shot,26,5,444.61,0.00,458.42,1,2.18,1,,,,,,,26,,,
torchinferno,few_shot,28,6,411.43,0.00,425.76,1,2.35,1,,,,,,,28,,,
torchinferno,few_shot,29,7,395.04,0.00,410.09,1,2.44,1,,,,,,,29,,,
torchinferno,few_shot,12,8,679.06,0.00,697.56,1,1.43,1,,,,,,,12,,,
torchinferno,few_shot,9,9,729.94,0.00,748.26,1,1.34,1,,,,,,,9,,,
torchinferno,few_shot,31,10,361.18,0.00,378.12,1,2.64,1,,,,,,,31,,,
torchinferno,few_shot,10,11,711.16,0.00,733.41,1,1.36,1,,,,,,,10,,,
torchinferno,few_shot,8,12,744.16,0.00,767.89,1,1.30,1,,,,,,,8,,,
torchinferno,few_shot,7,13,761.15,0.00,786.22,1,1.27,1,,,,,,,7,,,
torchinferno,few_shot,25,14,462.03,0.00,483.64,1,2.07,1,,,,,,,25,,,
torchinferno,few_shot,2,15,848.79,26.00,874.79,2,2.29,1,,,,,,,2,,,
torchinferno,few_shot,30,16,377.46,26.64,404.10,2,4.95,1,,,,,,,30,,,
torchinferno,few_shot,13,17,663.02,28.52,691.53,2,2.89,1,,,,,,,13,,,
torchinferno,few_shot,16,18,611.05,30.94,641.99,2,3.12,1,,,,,,,16,,,
torchinferno,few_shot,3,19,831.86,29.67,861.54,2,2.32,1,,,,,,,3,,,
torchinferno,few_shot,19,20,562.20,29.90,592.10,2,3.38,1,,,,,,,19,,,
torchinferno,few_shot,15,21,630.82,29.74,660.56,2,3.03,1,,,,,,,15,,,
torchinferno,few_shot,24,22,476.23,0.00,509.22,1,1.96,1,,,,,,,24,,,
torchinferno,few_shot,23,23,492.73,34.15,526.88,2,3.80,1,,,,,,,23,,,
torchinferno,few_shot,6,24,781.92,32.87,814.79,2,2.45,1,,,,,,,6,,,
torchinferno,few_shot,14,25,647.67,32.98,680.65,2,2.94,1,,,,,,,14,,,
torchinferno,few_shot,22,26,510.48,35.95,546.42,2,3.66,1,,,,,,,22,,,
torchinferno,few_shot,32,27,342.13,36.03,378.16,2,5.29,1,,,,,,,32,,,
torchinferno,few_shot,17,28,596.69,0.00,633.88,1,1.58,1,,,,,,,17,,,
torchinferno,few_shot,18,29,577.77,39.55,617.32,2,3.24,1,,,,,,,18,,,
torchinferno,few_shot,20,30,544.70,39.21,583.91,2,3.43,1,,,,,,,20,,,
torchinferno,few_shot,21,31,527.43,40.26,567.69,2,3.52,1,,,,,,,21,,,
torchinferno,few_shot,33,32,326.30,41.75,368.05,2,5.43,1,,,,,,,33,,,
torchinferno,few_shot,27,33,425.81,47.43,473.25,2,4.23,1,,,,,,,27,,,
torchinferno,few_shot,35,34,372.46,0.00,384.88,1,2.60,1,,,,,,,35,,,
torchinferno,few_shot,34,35,390.36,0.00,401.36,1,2.49,1,,,,,,,34,,,
torchinferno,few_shot,43,36,234.93,0.00,250.00,1,4.00,1,,,,,,,43,,,
torchinferno,few_shot,72,37,63.96,0.00,77.13,1,12.96,1,,,,,,,72,,,
torchinferno,few_shot,39,38,304.36,0.00,318.60,1,3.14,1,,,,,,,39,,,
